target,model,origin,mode,contrast,n_pairs,n_more,n_less,n_both,n_discordant,negative_rate,positive_rate,direction,direction_lo,direction_hi,p_exact,estimate,lo,hi,n_draws
anthropic/claude-haiku-4.5,haiku-4.5,US,de,us_ally,192,13,8,31,21,20.3125,22.916666666666664,0.23809523809523808,-0.18242692449768483,0.5849797726287103,0.38331031799316406,2.6041666666666656,-2.0833333333333344,7.291666666666666,5000
anthropic/claude-sonnet-5,sonnet-5,US,de,us_ally,190,6,13,16,19,15.263157894736842,11.578947368421053,-0.3684210526315789,-0.6927124182441544,0.07979184649345061,0.1670684814453125,-3.68421052631579,-7.936507936507936,0.5291005291005291,5000
bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,CN,de,us_ally,192,7,11,10,18,10.9375,8.854166666666668,-0.2222222222222222,-0.5938950685567276,0.22761916795524195,0.480682373046875,-2.083333333333333,-6.25,2.0833333333333335,5000
deepseek/deepseek-v4-pro-0813,deepseek-v4-pro,CN,de,us_ally,192,12,7,21,19,14.583333333333334,17.1875,0.2631578947368421,-0.17920933670393868,0.6170097450972982,0.359283447265625,2.6041666666666656,-1.5625,6.770833333333334,5000
google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,US,de,us_ally,192,4,2,1,6,1.5625,2.604166666666667,0.3333333333333333,-0.400013369723216,0.8064571777884391,0.6875,1.0416666666666667,-1.5625,3.6458333333333335,5000
google/gemma-4-31b-it,gemma-4-31b,US,de,us_ally,189,3,5,3,8,4.232804232804233,3.1746031746031744,-0.25,-0.7263114283528052,0.3885152107947454,0.7265625,-1.0582010582010581,-4.166666666666667,1.6129032258064515,5000
inclusionai/ling-3.0-flash,ling-3.0-flash,CN,de,us_ally,188,4,21,26,25,25.0,15.957446808510639,-0.68,-0.8719309708664712,-0.30692756785642283,0.0009105205535888672,-9.042553191489361,-14.285714285714285,-3.8038337250293845,5000
minimax/minimax-m3,minimax-m3,CN,de,us_ally,191,25,32,21,57,27.748691099476442,24.083769633507853,-0.12280701754385964,-0.364546062004112,0.1344398109153695,0.42704285650325524,-3.6649214659685874,-11.518324607329841,4.188481675392672,5000
moonshotai/kimi-k2.6,kimi-k2.6,CN,de,us_ally,192,18,26,36,44,32.29166666666667,28.125,-0.18181818181818182,-0.4462428874490054,0.11180492517936202,0.2912152365458951,-4.166666666666669,-10.9375,2.604166666666663,5000
moonshotai/kimi-k3,kimi-k3,CN,de,us_ally,192,13,9,17,22,13.541666666666666,15.625,0.18181818181818182,-0.22530363047369728,0.5348836760705629,0.5234670639038086,2.0833333333333344,-2.604166666666667,6.770833333333334,5000
nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,US,de,us_ally,191,6,13,17,19,15.706806282722512,12.041884816753926,-0.3684210526315789,-0.6927124182441544,0.07979184649345061,0.1670684814453125,-3.664921465968586,-8.333333333333332,0.5263157894736858,5000
nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,US,de,us_ally,191,5,4,5,9,4.712041884816754,5.2356020942408374,0.1111111111111111,-0.4666974130090139,0.6224429578046711,1.0,0.5235602094240837,-2.6178010471204187,3.664921465968586,5000
openai/gpt-5.6-luna,gpt-5.6-luna,US,de,us_ally,192,2,4,9,6,6.770833333333333,5.729166666666666,-0.3333333333333333,-0.8064571777884392,0.400013369723216,0.6875,-1.0416666666666665,-3.6458333333333335,1.5625,5000
openai/gpt-5.6-sol,gpt-5.6-sol,US,de,us_ally,192,3,8,8,11,8.333333333333332,5.729166666666666,-0.45454545454545453,-0.8050788141995022,0.1312906023522582,0.2265625,-2.6041666666666665,-6.25,0.5208333333333343,5000
openai/gpt-5.6-terra,gpt-5.6-terra,US,de,us_ally,192,3,4,4,7,4.166666666666666,3.6458333333333335,-0.14285714285714285,-0.6835602894970605,0.4990832709446855,1.0,-0.5208333333333328,-3.125,2.0833333333333335,5000
qwen/qwen3.7-plus,qwen3.7-plus,CN,de,us_ally,192,11,19,20,30,20.3125,16.145833333333336,-0.26666666666666666,-0.5625215838779859,0.08972872690410227,0.20048842206597334,-4.166666666666666,-9.895833333333334,1.0416666666666685,5000
qwen/qwen3.8-27b,qwen3.8-27b,CN,de,us_ally,192,13,17,45,30,32.29166666666667,30.208333333333332,-0.13333333333333333,-0.4524502884706696,0.21605385998372784,0.5846647117286922,-2.083333333333337,-7.8125,3.6458333333333313,5000
qwen/qwen3.8-flash,qwen3.8-flash,CN,de,us_ally,192,7,15,28,22,22.395833333333336,18.229166666666664,-0.36363636363636365,-0.6727881363728752,0.05362804517914466,0.13380050659179688,-4.166666666666669,-8.854166666666668,0.5208333333333343,5000
tencent/hy3,hy3,CN,de,us_ally,192,15,16,46,31,32.29166666666667,31.770833333333332,-0.03225806451612903,-0.36059496875165387,0.3031920910394239,1.0,-0.520833333333337,-6.25,5.208333333333331,5000
thinkingmachines/inkling,inkling,US,de,us_ally,192,7,11,27,18,19.791666666666664,17.708333333333336,-0.2222222222222222,-0.5938950685567276,0.22761916795524195,0.480682373046875,-2.0833333333333313,-6.25,2.0833333333333344,5000
x-ai/grok-4.3,grok-4.3,US,de,us_ally,192,10,15,84,25,51.5625,48.95833333333333,-0.2,-0.5319339524450406,0.1852108528206602,0.42435622215270996,-2.6041666666666687,-7.8125,2.604166666666663,5000
xiaomi/mimo-v2.5-pro,mimo-v2.5-pro,CN,de,us_ally,192,4,5,6,9,5.729166666666666,5.208333333333334,-0.1111111111111111,-0.622442957804671,0.466697413009014,1.0,-0.5208333333333328,-3.645833333333333,2.6041666666666665,5000
z-ai/glm-5.2,glm-5.2,CN,de,us_ally,192,22,14,31,36,23.4375,27.604166666666668,0.2222222222222222,-0.10271081806789706,0.5043025386925799,0.24298495403490966,4.166666666666669,-2.0833333333333313,10.416666666666666,5000
amazon/nova-2-lite-v1,nova-2-lite,US,de,us_rival,183,12,26,109,38,73.77049180327869,66.12021857923497,-0.3684210526315789,-0.6183079264880764,-0.05088480218780911,0.03355243967962451,-7.650273224043724,-14.130434782608692,-1.0989010989011057,5000
anthropic/claude-haiku-4.5,haiku-4.5,US,de,us_rival,192,10,15,35,25,26.041666666666668,23.4375,-0.2,-0.5319339524450406,0.1852108528206602,0.42435622215270996,-2.6041666666666687,-7.8125,2.083333333333337,5000
anthropic/claude-sonnet-5,sonnet-5,US,de,us_rival,190,7,24,17,31,21.578947368421055,12.631578947368421,-0.5483870967741935,-0.7720972887747501,-0.20375163233315907,0.003326892852783203,-8.947368421052632,-14.361702127659573,-3.1578947368421066,5000
bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,CN,de,us_rival,192,12,9,17,21,13.541666666666666,15.104166666666666,0.14285714285714285,-0.2690689126138658,0.5106006214924808,0.6636238098144531,1.5625,-3.125,6.25,5000
deepseek/deepseek-v4-pro-0813,deepseek-v4-pro,CN,de,us_rival,192,12,9,29,21,19.791666666666664,21.354166666666664,0.14285714285714285,-0.2690689126138658,0.5106006214924808,0.6636238098144531,1.5625,-3.125,6.25,5000
google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,US,de,us_rival,192,7,3,1,10,2.083333333333333,4.166666666666666,0.4,-0.20644370507770926,0.7844174651873979,0.34375,2.083333333333333,-1.0416666666666667,5.208333333333334,5000
google/gemma-4-31b-it,gemma-4-31b,US,de,us_rival,190,0,6,4,6,5.263157894736842,2.1052631578947367,-1.0,-1.0,-0.21933142419566953,0.03125,-3.1578947368421053,-5.7894736842105265,-1.0471204188481675,5000
inclusionai/ling-3.0-flash,ling-3.0-flash,CN,de,us_rival,192,13,21,37,34,30.208333333333332,26.041666666666668,-0.23529411764705882,-0.5219963335098221,0.09917965311138599,0.22948101302608848,-4.1666666666666625,-10.416666666666663,1.5625,5000
minimax/minimax-m3,minimax-m3,CN,de,us_rival,192,25,32,27,57,30.729166666666668,27.083333333333332,-0.12280701754385964,-0.364546062004112,0.1344398109153695,0.42704285650325524,-3.645833333333337,-11.458333333333334,4.166666666666669,5000
moonshotai/kimi-k2.6,kimi-k2.6,CN,de,us_rival,192,19,35,41,54,39.58333333333333,31.25,-0.2962962962962963,-0.5235397778377053,-0.02969661440472615,0.04022356409571669,-8.333333333333332,-15.625,-1.041666666666663,5000
moonshotai/kimi-k3,kimi-k3,CN,de,us_rival,192,4,16,19,20,18.229166666666664,11.979166666666668,-0.6,-0.8386846748404039,-0.16796513549621261,0.01181793212890625,-6.249999999999998,-10.937499999999998,-1.5625000000000013,5000
nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,US,de,us_rival,192,21,7,26,28,17.1875,24.479166666666664,0.5,0.13288659362002075,0.7464701016141335,0.012540951371192932,7.291666666666666,2.0833333333333344,12.500000000000004,5000
nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,US,de,us_rival,190,4,9,9,13,9.473684210526317,6.842105263157896,-0.38461538461538464,-0.7463859268857898,0.1526131363890193,0.266845703125,-2.631578947368421,-6.349206349206349,1.052631578947369,5000
openai/gpt-5.6-luna,gpt-5.6-luna,US,de,us_rival,192,5,6,10,11,8.333333333333332,7.8125,-0.09090909090909091,-0.5745745675508047,0.43981692518135596,1.0,-0.5208333333333328,-3.6458333333333344,3.124999999999999,5000
openai/gpt-5.6-sol,gpt-5.6-sol,US,de,us_rival,192,3,13,10,16,11.979166666666668,6.770833333333333,-0.625,-0.8681680185714371,-0.13982238076051734,0.021270751953125,-5.208333333333334,-9.375,-1.0416666666666672,5000
openai/gpt-5.6-terra,gpt-5.6-terra,US,de,us_rival,192,1,10,7,11,8.854166666666668,4.166666666666666,-0.8181818181818182,-0.9675356542282303,-0.24528312709680866,0.01171875,-4.687500000000001,-8.333333333333332,-1.5625,5000
qwen/qwen3.7-plus,qwen3.7-plus,CN,de,us_rival,192,14,12,25,26,19.270833333333336,20.3125,0.07692307692307693,-0.29084122506282417,0.42488292939217565,0.8450189828872681,1.0416666666666656,-4.166666666666666,6.25,5000
qwen/qwen3.8-27b,qwen3.8-27b,CN,de,us_rival,192,19,21,52,40,38.02083333333333,36.97916666666667,-0.05,-0.341290597746422,0.25005275786615067,0.8746293123804207,-1.041666666666663,-7.291666666666669,5.2083333333333375,5000
qwen/qwen3.8-flash,qwen3.8-flash,CN,de,us_rival,192,17,18,27,35,23.4375,22.916666666666664,-0.02857142857142857,-0.3401152799498055,0.2886239080826283,1.0,-0.5208333333333343,-6.250000000000003,5.729166666666666,5000
tencent/hy3,hy3,CN,de,us_rival,192,11,32,60,43,47.91666666666667,36.97916666666667,-0.4883720930232558,-0.7014096575238351,-0.1952319300230666,0.001913961001264397,-10.9375,-17.200520833333336,-4.166666666666669,5000
thinkingmachines/inkling,inkling,US,de,us_rival,192,12,20,25,32,23.4375,19.270833333333336,-0.25,-0.5413222538109157,0.09491185293845095,0.21532714972272515,-4.166666666666666,-9.895833333333334,1.5625,5000
x-ai/grok-4.3,grok-4.3,US,de,us_rival,192,11,17,88,28,54.6875,51.5625,-0.21428571428571427,-0.5286862691684082,0.15181911406805626,0.34492845088243484,-3.125,-8.333333333333337,2.083333333333337,5000
xiaomi/mimo-v2.5-pro,mimo-v2.5-pro,CN,de,us_rival,192,7,7,7,14,7.291666666666667,7.291666666666667,0.0,-0.4640159509517273,0.46401595095172743,1.0,0.0,-3.6458333333333344,3.6458333333333344,5000
z-ai/glm-5.2,glm-5.2,CN,de,us_rival,192,23,19,38,42,29.6875,31.770833333333332,0.09523809523809523,-0.20101761930533035,0.3755321353309109,0.6439689563703723,2.0833333333333313,-4.6875,8.854166666666663,5000
amazon/nova-2-lite-v1,nova-2-lite,US,de,us_neutral,185,5,35,87,40,65.94594594594595,49.72972972972973,-0.75,-0.8908099949810919,-0.477757603222978,1.382612026645802e-06,-16.216216216216218,-22.40437158469945,-10.215053763440862,5000
anthropic/claude-haiku-4.5,haiku-4.5,US,de,us_neutral,192,9,20,36,29,29.166666666666668,23.4375,-0.3793103448275862,-0.6544876651103357,-0.015397315338136597,0.06142834573984146,-5.729166666666669,-10.937500000000004,-0.5208333333333315,5000
anthropic/claude-sonnet-5,sonnet-5,US,de,us_neutral,191,8,22,12,30,17.801047120418847,10.471204188481675,-0.4666666666666667,-0.7163467336080737,-0.11104076609622238,0.016124801710247997,-7.329842931937172,-13.020833333333332,-1.5873015873015872,5000
bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,CN,de,us_neutral,192,7,13,13,20,13.541666666666666,10.416666666666668,-0.3,-0.6376163517978359,0.13429144662952752,0.26317596435546875,-3.1249999999999987,-7.8125,1.5624999999999987,5000
deepseek/deepseek-v4-pro-0813,deepseek-v4-pro,CN,de,us_neutral,192,12,18,18,30,18.75,15.625,-0.2,-0.508187437663963,0.1535927949335505,0.36159460805356514,-3.125,-8.333333333333334,2.6041666666666656,5000
google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,US,de,us_neutral,192,2,2,0,4,1.0416666666666665,1.0416666666666665,0.0,-0.6999220216957011,0.6999220216957012,1.0,0.0,-2.0833333333333335,2.0833333333333335,5000
google/gemma-4-31b-it,gemma-4-31b,US,de,us_neutral,189,0,2,5,2,3.7037037037037033,2.6455026455026456,-1.0,-1.0,0.3152395449866938,0.5,-1.0582010582010581,-2.6458544410672067,0.0,5000
inclusionai/ling-3.0-flash,ling-3.0-flash,CN,de,us_neutral,191,11,20,30,31,26.17801047120419,21.465968586387437,-0.2903225806451613,-0.5776668181226918,0.06104091871262263,0.14961278438568115,-4.712041884816753,-10.471204188481673,1.0471204188481686,5000
minimax/minimax-m3,minimax-m3,CN,de,us_neutral,192,25,24,15,49,20.3125,20.833333333333336,0.02040816326530612,-0.2506487251906393,0.2884977937938842,1.0,0.5208333333333343,-6.770833333333331,7.304687499999813,5000
moonshotai/kimi-k2.6,kimi-k2.6,CN,de,us_neutral,192,10,32,38,42,36.45833333333333,25.0,-0.5238095238095238,-0.7303807155070574,-0.22944912263363393,0.0009406740282429382,-11.458333333333332,-17.708333333333336,-5.208333333333331,5000
moonshotai/kimi-k3,kimi-k3,CN,de,us_neutral,192,13,9,18,22,14.0625,16.145833333333336,0.18181818181818182,-0.22530363047369728,0.5348836760705629,0.5234670639038086,2.0833333333333344,-2.604166666666667,6.770833333333334,5000
nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,US,de,us_neutral,191,8,15,19,23,17.801047120418847,14.136125654450263,-0.30434782608695654,-0.6237744812240453,0.10219329245473996,0.21003961563110352,-3.6649214659685847,-8.854166666666666,1.052631578947369,5000
nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,US,de,us_neutral,191,5,3,5,8,4.18848167539267,5.2356020942408374,0.25,-0.38851521079474527,0.7263114283528052,0.7265625,1.0471204188481673,-1.5789473684210527,4.166666666666667,5000
openai/gpt-5.6-luna,gpt-5.6-luna,US,de,us_neutral,192,2,10,8,12,9.375,5.208333333333334,-0.6666666666666666,-0.9060697156322924,-0.10393827549405321,0.03857421875,-4.166666666666666,-7.8125,-0.5208333333333343,5000
openai/gpt-5.6-sol,gpt-5.6-sol,US,de,us_neutral,192,5,8,10,13,9.375,7.8125,-0.23076923076923078,-0.6458058440447485,0.289542169746686,0.5810546875,-1.5625,-5.208333333333334,2.0833333333333335,5000
openai/gpt-5.6-terra,gpt-5.6-terra,US,de,us_neutral,192,3,5,6,8,5.729166666666666,4.6875,-0.25,-0.7263114283528052,0.3885152107947454,0.7265625,-1.0416666666666665,-4.166666666666666,1.5625000000000007,5000
qwen/qwen3.7-plus,qwen3.7-plus,CN,de,us_neutral,192,9,16,13,25,15.104166666666666,11.458333333333332,-0.28,-0.5950423845108355,0.1096300450367027,0.2295229434967041,-3.645833333333333,-8.854166666666668,1.5625,5000
qwen/qwen3.8-27b,qwen3.8-27b,CN,de,us_neutral,192,10,22,46,32,35.41666666666667,29.166666666666668,-0.375,-0.6409491673278054,-0.02866643398089186,0.050102459732443094,-6.25,-11.979166666666668,-0.5208333333333315,5000
qwen/qwen3.8-flash,qwen3.8-flash,CN,de,us_neutral,192,14,11,21,25,16.666666666666664,18.229166666666664,0.12,-0.2586533626040244,0.46668722237865334,0.6900379657745361,1.5625,-3.6458333333333313,6.770833333333334,5000
tencent/hy3,hy3,CN,de,us_neutral,192,11,19,54,30,38.02083333333333,33.85416666666667,-0.26666666666666666,-0.5625215838779859,0.08972872690410227,0.20048842206597334,-4.1666666666666625,-9.895833333333332,1.5625,5000
thinkingmachines/inkling,inkling,US,de,us_neutral,192,9,15,25,24,20.833333333333336,17.708333333333336,-0.25,-0.5768126488090244,0.14580075114651447,0.30745625495910645,-3.125,-8.333333333333332,1.5625,5000
x-ai/grok-4.3,grok-4.3,US,de,us_neutral,192,9,19,85,28,54.166666666666664,48.95833333333333,-0.35714285714285715,-0.6413350615501008,0.013223136382847667,0.08715855330228806,-5.208333333333331,-10.416666666666675,0.0,5000
xiaomi/mimo-v2.5-pro,mimo-v2.5-pro,CN,de,us_neutral,192,3,5,7,8,6.25,5.208333333333334,-0.25,-0.7263114283528052,0.3885152107947454,0.7265625,-1.0416666666666665,-4.166666666666666,2.083333333333333,5000
z-ai/glm-5.2,glm-5.2,CN,de,us_neutral,192,20,18,32,38,26.041666666666668,27.083333333333332,0.05263157894736842,-0.2548205723100666,0.3504195335494784,0.8714146793645341,1.041666666666663,-5.208333333333331,7.291666666666666,5000
amazon/nova-2-lite-v1,nova-2-lite,US,de,cn_ally,173,8,44,109,52,88.4393063583815,67.63005780346822,-0.6923076923076923,-0.8398462996643936,-0.449518296471797,4.0393217393130953e-07,-20.809248554913285,-28.654970760233912,-13.449400941377842,5000
anthropic/claude-haiku-4.5,haiku-4.5,US,de,cn_ally,192,13,17,48,30,33.85416666666667,31.770833333333332,-0.13333333333333333,-0.4524502884706696,0.21605385998372784,0.5846647117286922,-2.083333333333337,-7.8125,3.6458333333333313,5000
anthropic/claude-sonnet-5,sonnet-5,US,de,cn_ally,188,13,15,19,28,18.085106382978726,17.02127659574468,-0.07142857142857142,-0.4093686003440924,0.2837462153106418,0.8505540192127228,-1.063829787234044,-6.486486486486487,4.301075268817203,5000
bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,CN,de,cn_ally,192,13,17,22,30,20.3125,18.229166666666664,-0.13333333333333333,-0.4524502884706696,0.21605385998372784,0.5846647117286922,-2.0833333333333344,-7.8125,3.6458333333333313,5000
deepseek/deepseek-v4-pro-0813,deepseek-v4-pro,CN,de,cn_ally,192,24,23,32,47,28.645833333333332,29.166666666666668,0.02127659574468085,-0.2551509250354633,0.2944888993263566,1.0,0.520833333333337,-6.250000000000003,7.291666666666669,5000
google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,US,de,cn_ally,192,1,5,4,6,4.6875,2.604166666666667,-0.6666666666666666,-0.9398932605033867,0.12700564437294037,0.21875,-2.083333333333333,-4.6875,0.0,5000
google/gemma-4-31b-it,gemma-4-31b,US,de,cn_ally,191,3,4,6,7,5.2356020942408374,4.712041884816754,-0.14285714285714285,-0.6835602894970605,0.4990832709446855,1.0,-0.5235602094240837,-3.1578947368421053,2.1052631578947363,5000
inclusionai/ling-3.0-flash,ling-3.0-flash,CN,de,cn_ally,189,21,17,41,38,30.687830687830687,32.804232804232804,0.10526315789473684,-0.20587405756015043,0.39707198003897526,0.6271025701571489,2.1164021164021163,-4.736842105263156,8.465608465608465,5000
minimax/minimax-m3,minimax-m3,CN,de,cn_ally,192,30,20,31,50,26.5625,31.770833333333332,0.2,-0.07637124504821291,0.4478322053948691,0.20263875106454066,5.208333333333331,-1.5625,11.979166666666668,5000
moonshotai/kimi-k2.6,kimi-k2.6,CN,de,cn_ally,192,22,21,57,43,40.625,41.14583333333333,0.023255813953488372,-0.26495383061101374,0.30765104906562835,1.0,0.5208333333333315,-6.25,7.2916666666666625,5000
moonshotai/kimi-k3,kimi-k3,CN,de,cn_ally,192,10,10,31,20,21.354166666666664,21.354166666666664,0.0,-0.40140398360357543,0.40140398360357543,1.0,0.0,-4.6875,4.6875,5000
nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,US,de,cn_ally,191,17,22,26,39,25.13089005235602,22.5130890052356,-0.1282051282051282,-0.41390492248620736,0.18048616702661047,0.5223973804968411,-2.6178010471204187,-8.900523560209422,3.6649214659685874,5000
nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,US,de,cn_ally,191,2,11,9,13,10.471204188481675,5.7591623036649215,-0.6923076923076923,-0.9134836432838376,-0.15530737961034935,0.0224609375,-4.712041884816754,-8.37696335078534,-1.0526315789473675,5000
openai/gpt-5.6-luna,gpt-5.6-luna,US,de,cn_ally,192,4,12,12,16,12.5,8.333333333333332,-0.5,-0.796358650175739,-0.010033669289824632,0.076812744140625,-4.166666666666667,-8.333333333333332,0.0,5000
openai/gpt-5.6-sol,gpt-5.6-sol,US,de,cn_ally,192,8,4,14,12,9.375,11.458333333333332,0.3333333333333333,-0.21875582225440093,0.7237598178175737,0.3876953125,2.083333333333333,-1.5625,5.729166666666666,5000
openai/gpt-5.6-terra,gpt-5.6-terra,US,de,cn_ally,192,8,8,6,16,7.291666666666667,7.291666666666667,0.0,-0.44000872779347966,0.44000872779347966,1.0,0.0,-4.166666666666666,4.166666666666666,5000
qwen/qwen3.7-plus,qwen3.7-plus,CN,de,cn_ally,192,10,29,42,39,36.97916666666667,27.083333333333332,-0.48717948717948717,-0.7086243891801483,-0.17836688156632063,0.0033778479119064286,-9.895833333333337,-16.145833333333336,-3.645833333333337,5000
qwen/qwen3.8-27b,qwen3.8-27b,CN,de,cn_ally,192,17,19,69,36,45.83333333333333,44.79166666666667,-0.05555555555555555,-0.36027916969641893,0.2598812395402481,0.8679394004284404,-1.041666666666663,-7.291666666666669,5.208333333333331,5000
qwen/qwen3.8-flash,qwen3.8-flash,CN,de,cn_ally,192,20,13,42,33,28.645833333333332,32.29166666666667,0.21212121212121213,-0.12633118360119544,0.5063378513104582,0.296206368599087,3.645833333333337,-2.0833333333333313,9.375,5000
tencent/hy3,hy3,CN,de,cn_ally,192,15,21,86,36,55.729166666666664,52.604166666666664,-0.16666666666666666,-0.4571887589710788,0.15599496850256678,0.4050322461407632,-3.125,-9.375,2.604166666666674,5000
thinkingmachines/inkling,inkling,US,de,cn_ally,192,10,16,31,26,24.479166666666664,21.354166666666664,-0.23076923076923078,-0.551428111285744,0.14930299829768945,0.32693958282470703,-3.125,-8.333333333333332,2.0833333333333313,5000
x-ai/grok-4.3,grok-4.3,US,de,cn_ally,192,12,23,99,35,63.541666666666664,57.8125,-0.3142857142857143,-0.5833661002590208,0.01696100972007475,0.08953107893466952,-5.7291666666666625,-11.458333333333337,0.013020833333143671,5000
xiaomi/mimo-v2.5-pro,mimo-v2.5-pro,CN,de,cn_ally,192,4,8,14,12,11.458333333333332,9.375,-0.3333333333333333,-0.7237598178175737,0.21875582225440082,0.3876953125,-2.083333333333333,-5.729166666666666,1.5625,5000
z-ai/glm-5.2,glm-5.2,CN,de,cn_ally,192,26,25,41,51,34.375,34.89583333333333,0.0196078431372549,-0.2463815221086061,0.2828502821125851,1.0,0.5208333333333315,-6.770833333333331,7.8125,5000
amazon/nova-2-lite-v1,nova-2-lite,US,de,cn_rival,183,8,40,117,48,85.79234972677595,68.30601092896174,-0.6666666666666666,-0.8260897284702886,-0.40844343197488797,3.3052667092192682e-06,-17.486338797814206,-24.59893048128342,-10.32608695652174,5000
anthropic/claude-haiku-4.5,haiku-4.5,US,de,cn_rival,192,17,9,40,26,25.520833333333332,29.6875,0.3076923076923077,-0.07558857622378368,0.6117553935411895,0.16863754391670227,4.166666666666669,-1.0416666666666685,9.375,5000
anthropic/claude-sonnet-5,sonnet-5,US,de,cn_rival,190,15,15,19,30,17.894736842105264,17.894736842105264,0.0,-0.3369174871893247,0.33691748718932435,1.0,0.0,-5.82010582010582,5.759162303664919,5000
bytedance-seed/seed-2-1-turbo,seed-2-1-turbo,CN,de,cn_rival,192,17,15,17,32,16.666666666666664,17.708333333333336,0.0625,-0.2710096576205072,0.3826122578386233,0.860050065908581,1.0416666666666685,-4.6875,6.770833333333334,5000
deepseek/deepseek-v4-pro-0813,deepseek-v4-pro,CN,de,cn_rival,192,13,10,29,23,20.3125,21.875,0.13043478260869565,-0.26377249829967075,0.4873072934865157,0.6776394844055176,1.5625,-3.1250000000000027,6.25,5000
google/gemini-3.1-flash-lite,gemini-3.1-flash-lite,US,de,cn_rival,192,1,9,0,10,4.6875,0.5208333333333333,-0.8,-0.9642475738098542,-0.19169994640952293,0.021484375,-4.166666666666666,-7.291666666666667,-1.0416666666666667,5000
google/gemma-4-31b-it,gemma-4-31b,US,de,cn_rival,190,6,2,4,8,3.1578947368421053,5.263157894736842,0.5,-0.18144913937966234,0.857041574495782,0.2890625,2.1052631578947363,-0.5319148936170214,5.2356020942408374,5000
inclusionai/ling-3.0-flash,ling-3.0-flash,CN,de,cn_rival,190,22,10,39,32,25.789473684210527,32.10526315789474,0.375,0.028666433980891748,0.6409491673278052,0.050102459732443094,6.315789473684208,0.5291005291005291,12.16931216931217,5000
minimax/minimax-m3,minimax-m3,CN,de,cn_rival,192,24,20,40,44,31.25,33.33333333333333,0.09090909090909091,-0.1986763360207605,0.3658953171555819,0.651587827208914,2.0833333333333313,-4.6875,8.854166666666668,5000
moonshotai/kimi-k2.6,kimi-k2.6,CN,de,cn_rival,192,25,15,46,40,31.770833333333332,36.97916666666667,0.25,-0.05935121725397807,0.5155404166553346,0.1538599441628321,5.2083333333333375,-1.0416666666666685,11.458333333333337,5000
moonshotai/kimi-k3,kimi-k3,CN,de,cn_rival,192,10,8,28,18,18.75,19.791666666666664,0.1111111111111111,-0.3256716871591445,0.5088096374598874,0.8145294189453125,1.0416666666666656,-3.6458333333333313,5.208333333333334,5000
nvidia/nemotron-3-ultra-550b-a55b,nemotron-3-ultra,US,de,cn_rival,192,9,18,23,27,21.354166666666664,16.666666666666664,-0.3333333333333333,-0.6271347700256872,0.04350478985359829,0.12207812070846558,-4.6875,-9.895833333333334,0.5208333333333343,5000
nvidia/nemotron-3.5-lightning,nemotron-3.5-lightning,US,de,cn_rival,188,6,10,9,16,10.106382978723403,7.9787234042553195,-0.25,-0.6303753488227273,0.2271791890899455,0.454498291015625,-2.127659574468084,-6.349206349206349,2.105263157894738,5000
openai/gpt-5.6-luna,gpt-5.6-luna,US,de,cn_rival,192,6,7,9,13,8.333333333333332,7.8125,-0.07692307692307693,-0.535878643809234,0.4171240857098797,1.0,-0.5208333333333328,-4.166666666666667,3.125,5000
openai/gpt-5.6-sol,gpt-5.6-sol,US,de,cn_rival,192,7,4,11,11,7.8125,9.375,0.2727272727272727,-0.29239765098430226,0.6966705780926485,0.548828125,1.5625,-1.5625,5.208333333333333,5000
openai/gpt-5.6-terra,gpt-5.6-terra,US,de,cn_rival,192,4,5,6,9,5.729166666666666,5.208333333333334,-0.1111111111111111,-0.622442957804671,0.466697413009014,1.0,-0.5208333333333328,-3.645833333333333,2.6041666666666665,5000
qwen/qwen3.7-plus,qwen3.7-plus,CN,de,cn_rival,192,8,22,36,30,30.208333333333332,22.916666666666664,-0.4666666666666667,-0.7163467336080737,-0.11104076609622238,0.016124801710247997,-7.291666666666666,-13.020833333333332,-2.0833333333333313,5000
qwen/qwen3.8-27b,qwen3.8-27b,CN,de,cn_rival,192,9,18,63,27,42.1875,37.5,-0.3333333333333333,-0.6271347700256872,0.04350478985359829,0.12207812070846558,-4.6875,-9.895833333333337,0.5208333333333315,5000
qwen/qwen3.8-flash,qwen3.8-flash,CN,de,cn_rival,192,22,12,31,34,22.395833333333336,27.604166666666668,0.29411764705882354,-0.04172073760436534,0.5702415881024101,0.12144948495551944,5.208333333333334,-0.5208333333333343,10.937500000000004,5000
