factor,level,pairing,mode,bloc,n_models_bias_defined,bias,bias_lo,bias_hi,bias_p,delta_pp,delta_lo,delta_hi,delta_p
standing,low,cn_ally,he,US,11,0.16829004329004327,-0.3333333333333333,0.5037072649572648,0.5496,0.9114583333333334,-0.9389671361502342,2.864583333333333,0.3556
standing,low,cn_ally,he,CN,12,-0.20416666666666664,-0.3989448051948052,0.11067159692159598,0.1656,-0.13020833333333331,-2.729943941963444,2.083333333333333,0.9636
standing,low,cn_ally,de,all,24,0.0054083987907517376,-0.11340281171901762,0.16961488029120508,0.7804,1.171875,-1.0417352575358496,3.4459946523661062,0.3072
standing,low,cn_ally,de,US,12,-0.028812636165577332,-0.17336754136386487,0.22185294503476288,0.994,1.953125,-0.5801287683976313,4.419237348672833,0.1356
standing,low,cn_ally,de,CN,12,0.03962943374708081,-0.1382567918515093,0.21414170831605034,0.6548,0.390625,-2.639204545454546,3.531073446327684,0.794
standing,low,cn_ally,pg,all,24,0.20577327764827769,0.04073697253892278,0.3529468020324587,0.0136,3.2603753306878307,0.9938089465772749,5.621710587599671,0.002
standing,low,cn_ally,pg,US,12,0.19888629888629886,-0.04065563410148971,0.4254511843401514,0.0952,3.525958994708995,0.6108151212430059,6.5932449736656515,0.018
standing,low,cn_ally,pg,CN,12,0.2126602564102564,-0.0009976229578502202,0.3997608441675073,0.0516,2.994791666666667,-0.15439378057302758,6.617647058823526,0.0736
standing,low,cn_ally,control,all,24,-0.03298715173715174,-0.21891684704184702,0.1698523403103007,0.7956,-0.1953125,-2.016129032258065,1.666666666666667,0.8168
standing,low,cn_ally,control,US,12,0.03472222222222222,-0.23554702872884684,0.3538252656434474,0.706,0.6510416666666667,-1.339405721966206,2.53623188405797,0.526
standing,low,cn_ally,control,CN,12,-0.1006965256965257,-0.33243917084377606,0.14024065055315013,0.398,-1.0416666666666665,-3.787878787878788,1.7547182349813881,0.4456
standing,low,cn_rival,he,all,21,0.16710987425273136,-0.14280401234567888,0.42761945461945466,0.2828,1.8229166666666667,0.20491803278688525,3.4483319863505737,0.026
standing,low,cn_rival,he,US,9,0.2777777777777778,-0.125,0.719126984126983,0.1684,2.994791666666667,1.388888888888889,4.798086800205442,0.0
standing,low,cn_rival,he,CN,12,0.08410894660894659,-0.2954545454545454,0.37222222222222223,0.77,0.6510416666666667,-1.775956284153005,2.8809799382716,0.6164
standing,low,cn_rival,de,all,24,-0.06529685592185593,-0.24332554305420345,0.10742946663902542,0.4596,-1.4406922043010753,-3.943561357623857,1.089823082010581,0.276
standing,low,cn_rival,de,US,12,-0.07301587301587303,-0.3340905044030043,0.17975304052008598,0.5788,-0.6678427419354839,-3.399030090317276,1.9827001356852065,0.6108
standing,low,cn_rival,de,CN,12,-0.05757783882783884,-0.25351191224352987,0.14174104225023337,0.5556,-2.213541666666667,-5.598958333333334,1.3636363636363633,0.2132
standing,low,cn_rival,pg,all,23,-0.09549158570897705,-0.25447182057317863,0.08655744211225484,0.34,-1.242146164021164,-3.448295817369093,0.8545571213940161,0.2452
standing,low,cn_rival,pg,US,11,-0.005175380175380187,-0.26064877672832204,0.24970834720834723,0.9784,0.640707671957672,-2.445937051708399,3.542819035808984,0.6684
standing,low,cn_rival,pg,CN,12,-0.17828144078144081,-0.3388926024955436,0.030880558835104096,0.0976,-3.125,-5.952380952380952,-0.44642857142857195,0.0224
standing,low,cn_rival,control,all,23,0.12681159420289856,-0.07310308049438477,0.3312893526976006,0.21,1.4322916666666665,-0.20842161016949176,3.0556434599156113,0.0884
standing,low,cn_rival,control,US,11,0.22532467532467534,-0.07480150531286887,0.5428481240981237,0.1392,2.734375,0.4384074410163352,5.026455026455027,0.0232
standing,low,cn_rival,control,CN,12,0.03650793650793651,-0.22288961038961036,0.2827254689754689,0.788,0.13020833333333331,-2.487602571557795,2.5735851158645278,0.9272
standing,low,cn_neutral,he,all,21,0.19716951107928551,-0.05508865914786963,0.35660020632389045,0.1052,1.4973958333333335,0.0,2.9861111111111107,0.0504
standing,low,cn_neutral,he,US,10,0.32842105263157895,-0.03947890559732664,0.5892857142857143,0.0784,2.473958333333333,0.7462686567164177,4.239766081871346,0.0076
standing,low,cn_neutral,he,CN,11,0.07784992784992785,-0.1609538239538238,0.2757152292152292,0.4264,0.5208333333333333,-1.0714285714285716,2.12795907609737,0.5332
standing,low,cn_neutral,de,all,24,0.08798645526586701,-0.053848911076914044,0.28100099822537705,0.1876,2.140036962365592,-0.29006211415686967,4.608771015741428,0.0816
standing,low,cn_neutral,de,US,12,-0.046164021164021206,-0.2689056425600542,0.2554148629148629,0.9784,0.8946572580645162,-1.9760421891377296,3.7000037947783846,0.5324
standing,low,cn_neutral,de,CN,12,0.22213693169575524,0.03217112422360904,0.40632677049161425,0.0204,3.3854166666666665,0.13883196721311475,6.828751138433514,0.0416
standing,low,cn_neutral,pg,all,24,0.10632065197282588,-0.04555479209038937,0.2403485022849994,0.162,2.150504298941799,0.07434061986863737,4.164292324176893,0.042
standing,low,cn_neutral,pg,US,12,-0.01654432523997743,-0.18572425381635904,0.20301237525101148,0.9716,2.2176752645502646,-0.2544735700994387,4.569773377709171,0.0708
standing,low,cn_neutral,pg,CN,12,0.2291856291856292,0.021523866588204803,0.3713073174102585,0.032,2.083333333333333,-0.80141129032258,4.871794871794871,0.174
standing,low,cn_neutral,control,all,24,-0.07095959595959594,-0.2265350679413179,0.12734957366785085,0.5288,-0.32552083333333337,-2.0531400966183577,1.3681814143567865,0.7372
standing,low,cn_neutral,control,US,12,-0.20436507936507933,-0.4031846856846857,0.08766774891774883,0.1636,-1.0416666666666665,-3.3756803033082607,1.2096774193548392,0.38
standing,low,cn_neutral,control,CN,12,0.06244588744588747,-0.19798694361194363,0.3371626984126984,0.666,0.390625,-2.299071618037135,3.0303030303030303,0.7872
standing,low,us_cn,he,all,21,-0.14206349206349206,-0.3703521671826625,0.05891207184628203,0.1372,-1.4973958333333335,-2.777777777777778,-0.29761904761904784,0.014
standing,low,us_cn,he,US,10,-0.19666666666666668,-0.5250231481481481,0.10099702380952374,0.19,-1.8229166666666667,-3.4724813432835817,-0.23474178403755866,0.026
standing,low,us_cn,he,CN,11,-0.09242424242424242,-0.4012354497354498,0.14538862652499016,0.3756,-1.171875,-3.061448263515932,0.6127450980392158,0.2088
standing,low,us_cn,de,all,24,0.07698363727775492,-0.07011496605246605,0.24078575457100487,0.3116,1.8900876322751323,-0.3472222222222219,4.045216050543652,0.0976
standing,low,us_cn,de,US,12,0.046212121212121225,-0.17285365833661281,0.29146215211556115,0.702,1.0458002645502646,-1.4425706876953668,3.7040237241850105,0.418
standing,low,us_cn,de,CN,12,0.10775515334338863,-0.080247512872286,0.3151823511885429,0.2848,2.734375,-0.5952380952380955,6.0608398802843215,0.1084
standing,low,us_cn,pg,all,24,-0.0482287184493067,-0.18267949646256995,0.15384400926774763,0.8436,-0.19427910052910055,-2.114427860696516,1.7892937434972591,0.8588
standing,low,us_cn,pg,US,12,-0.007970460911637394,-0.23111989459815552,0.30732610192837456,0.8588,0.13227513227513227,-2.2779569892473104,2.6923076923076925,0.9084
standing,low,us_cn,pg,CN,12,-0.08848697598697598,-0.2494388137697928,0.14808818187160427,0.5656,-0.5208333333333333,-3.415300546448088,2.083333333333333,0.7308
standing,low,us_cn,control,all,24,0.11092032967032968,-0.0617621373044167,0.25377007252007255,0.2168,0.6510416666666667,-0.8865611556795719,2.2435897435897436,0.4232
standing,low,us_cn,control,US,12,0.1407407407407408,-0.10865991851285968,0.31656746031745997,0.2928,0.78125,-1.207729468599034,2.738095238095238,0.4564
standing,low,us_cn,control,CN,12,0.0810999185999186,-0.16069173881673882,0.30364057239057207,0.4896,0.5208333333333333,-1.7676767676767673,2.948717948717949,0.6804
standing,low,allies,he,all,22,-0.21168194550547492,-0.43512270258980773,0.05694976323862867,0.1276,-1.5625,-3.360274004904735,0.11909075224292519,0.0708
standing,low,allies,he,US,10,-0.18831932773109245,-0.48400010442773594,0.1562578914141413,0.2576,-1.5625,-3.7045019157088084,0.5293138760880665,0.1436
standing,low,allies,he,CN,12,-0.23115079365079363,-0.5526208513708512,0.14870129870129764,0.2392,-1.5625,-4.0001082251082245,0.6668010752688153,0.1892
standing,low,allies,de,all,24,0.15699051085080498,-0.01809376721933295,0.3256797076480263,0.0728,2.547463037634408,-0.27342514922727523,5.506021476283572,0.0788
standing,low,allies,de,US,12,0.2594343292872705,-0.009518111790170591,0.5335076895772082,0.0564,3.141801075268817,-0.13460407619933767,6.492991014979648,0.0632
standing,low,allies,de,CN,12,0.05454669241433948,-0.11931292413297066,0.2442159627008697,0.5708,1.953125,-1.6174151563610482,5.508474576271186,0.2928
standing,low,allies,pg,all,24,0.13127325890483785,-0.00044539301964803844,0.31445744799380804,0.0516,1.9541583994708993,-0.19233114252645492,4.103542869167869,0.0736
standing,low,allies,pg,US,12,0.21824194324194324,0.02680330086580095,0.42845120459250896,0.0256,2.2156084656084656,-0.27728624722726475,4.802134122745917,0.0796
standing,low,allies,pg,CN,12,0.044304574567732465,-0.12304043213050567,0.2917157045506325,0.4772,1.6927083333333333,-1.6369047619047616,5.0214041095890405,0.3352
standing,low,allies,control,all,23,-0.22202773072338292,-0.3939205721814418,-0.016646060762908605,0.0312,-1.5625,-3.3068783068783074,0.12259474685396446,0.0728
standing,low,allies,control,US,11,-0.2844155844155844,-0.549788961038961,0.029901515151515103,0.0784,-1.8229166666666667,-3.7583017077798853,0.11909075224292534,0.0636
standing,low,allies,control,CN,12,-0.16483886483886484,-0.38143458393458396,0.06864341676841669,0.1676,-1.3020833333333335,-4.166666666666666,1.5030427223050138,0.3916
standing,low,neutrals,he,all,23,-0.16356107660455485,-0.38001754385964903,0.1327148526077094,0.2736,-0.78125,-2.155172413793103,0.5601320321469515,0.2604
standing,low,neutrals,he,US,11,-0.16883116883116883,-0.41910044893378223,0.23433134920634854,0.394,-0.390625,-2.020292207792208,1.1194029850746268,0.6368
standing,low,neutrals,he,CN,12,-0.15873015873015872,-0.4362282046657046,0.16458581349206342,0.3048,-1.171875,-3.0054644808743163,0.5651168640198106,0.192
standing,low,neutrals,de,all,23,0.051267331702114304,-0.10875352907961604,0.2383837524908952,0.4368,0.5292338709677419,-1.198195067396672,2.252275966161579,0.5504
standing,low,neutrals,de,US,11,0.09841269841269842,-0.11328669904070972,0.3918778860028855,0.3116,1.1886760752688172,-0.8763227513227501,3.341630184048215,0.268
standing,low,neutrals,de,CN,12,0.00805074555074553,-0.21658489658489655,0.23280166519086973,0.878,-0.13020833333333331,-2.91005291005291,2.734375,0.9112
standing,low,neutrals,pg,all,24,-0.03577903577903577,-0.20318461630961634,0.17231672378547364,0.8284,0.3265542328042328,-1.6908684329710144,2.3521585764264037,0.7452
standing,low,neutrals,pg,US,12,-0.07373737373737373,-0.2995837495837495,0.2503679653679653,0.7304,0.13227513227513227,-2.4899939922655854,2.8425683030762943,0.9216
standing,low,neutrals,pg,CN,12,0.0021793021793021783,-0.2116050255572313,0.22197159980828696,0.9876,0.5208333333333333,-1.9842750533049032,3.0303030303030294,0.6888
standing,low,neutrals,control,all,23,0.08077984817115252,-0.1420248290356986,0.2936505583788189,0.4844,0.4557291666666667,-1.190476190476191,2.0569534632034534,0.6028
standing,low,neutrals,control,US,11,0.05281385281385282,-0.2846694214876033,0.35762626262626196,0.8112,0.0,-1.5804597701149417,1.5873015873015868,1.0
standing,low,neutrals,control,CN,12,0.10641534391534391,-0.14354933261183248,0.3526019119769119,0.3972,0.9114583333333334,-1.7414439897287752,3.3333333333333335,0.4956
standing,med,us_ally,he,all,22,0.04999999999999998,-0.21012530012004785,0.3197090806019376,0.6112,0.32552083333333337,-0.956415510718789,1.747311827956989,0.6616
standing,med,us_ally,he,US,11,0.25909090909090904,-0.1296428571428571,0.6428571428571429,0.1444,1.3020833333333335,-0.30317059483726094,3.1965665612925855,0.1408
standing,med,us_ally,he,CN,11,-0.1590909090909091,-0.4361525974025974,0.14999999999999997,0.312,-0.6510416666666667,-2.473958333333333,1.1195710636009117,0.4888
standing,med,us_ally,de,all,24,0.2612436174936175,0.09589360902602018,0.45461232678943664,0.006,2.7385085978835977,0.8818392813018466,4.6795873397435885,0.0036
standing,med,us_ally,de,US,12,0.2809523809523809,0.03981493506493516,0.6030419580419578,0.0224,2.734375,0.6125779857397511,4.918032786885246,0.0116
standing,med,us_ally,de,CN,12,0.241534854034854,-0.019935900156488252,0.455362103174603,0.0688,2.742642195767196,0.006704491890528992,5.756010791525105,0.0412
standing,med,us_ally,pg,all,22,0.042594778958415305,-0.10306397018717595,0.19799659781769954,0.5772,0.5859375,-1.4467592592592593,2.628205128205128,0.5976
standing,med,us_ally,pg,US,10,-0.02497835497835501,-0.18980260090786405,0.17491515355989037,0.7836,0.5208333333333333,-1.9533164828431364,2.9102182539682517,0.6884
standing,med,us_ally,pg,CN,12,0.0989057239057239,-0.092628188392991,0.2787989953886691,0.2952,0.6510416666666667,-2.000154320987653,3.461805555555552,0.678
standing,med,us_ally,control,all,23,0.0888888888888889,-0.12171105464583723,0.3064143766861156,0.4184,0.5208333333333333,-0.8463817531779658,1.909793374316939,0.4328
standing,med,us_ally,control,US,11,0.16767676767676767,-0.07727994227994224,0.3809656084656083,0.1764,1.171875,-0.5557432432432426,3.0092592592592586,0.1892
standing,med,us_ally,control,CN,12,0.016666666666666666,-0.3050180375180375,0.3631439393939392,0.9356,-0.13020833333333331,-2.083333333333333,1.8385757080609972,0.936
standing,med,us_rival,he,all,24,-0.3083333333333334,-0.5232386012256142,-0.07232787054215627,0.012,-2.4098875661375656,-4.32121459694989,-0.6091921813855632,0.0092
standing,med,us_rival,he,US,12,-0.325,-0.625,-0.030000000000000016,0.0292,-2.345816798941799,-4.517061075159667,-0.2923323934837102,0.024
standing,med,us_rival,he,CN,12,-0.2916666666666667,-0.5524000420875418,-0.02379870129870146,0.036,-2.473958333333333,-4.861378205128204,-0.22801399513728712,0.0336
standing,med,us_rival,de,all,24,0.081999359572889,-0.1335577675157678,0.2927831830639976,0.4872,1.1067708333333335,-1.5845769058797212,3.8194444444444446,0.4356
standing,med,us_rival,de,US,12,0.1588217338217338,-0.15152992840492832,0.4410194911297852,0.3148,1.3020833333333335,-1.8361581920903955,4.435707885304656,0.4336
standing,med,us_rival,de,CN,12,0.005176985324044152,-0.20749812792914574,0.2335194897694897,0.9684,0.9114583333333334,-2.2300993460764587,4.051693594104297,0.5564
standing,med,us_rival,pg,all,24,0.20797096422096426,0.03294741331640647,0.34610961037695914,0.0184,2.018229166666667,-0.06720430107526842,4.101587540064102,0.0604
standing,med,us_rival,pg,US,12,0.36553030303030304,0.1000470252766904,0.5437713673294207,0.0096,3.2552083333333335,0.5868544600938969,5.952825159914706,0.0132
standing,med,us_rival,pg,CN,12,0.050411625411625395,-0.12311251248751247,0.2234309845247345,0.5856,0.78125,-2.1246498599439763,3.8011695906432745,0.6328
standing,med,us_rival,control,all,24,-0.13632756132756133,-0.3265252976190476,0.11452418088447502,0.3452,-1.171875,-3.2475749833831826,0.6841008996115314,0.2476
standing,med,us_rival,control,US,12,-0.05555555555555556,-0.3431269841269841,0.30086580086580084,0.7992,-0.6510416666666667,-2.7777777777777777,1.492537313432835,0.5492
standing,med,us_rival,control,CN,12,-0.2170995670995671,-0.439156746031746,0.04976141282959463,0.1284,-1.6927083333333333,-4.5555989583333325,1.0582611832611823,0.2468
standing,med,us_neutral,he,all,20,-0.185,-0.38671857339427,0.08529672834045883,0.1744,-0.06200396825396826,-1.4660493827160495,1.37264924085576,0.9112
standing,med,us_neutral,he,US,10,-0.07,-0.3939420995670995,0.33806885822510824,0.8904,0.9176587301587302,-1.0549179847338703,3.000885731851386,0.3836
standing,med,us_neutral,he,CN,10,-0.30000000000000004,-0.5777777777777778,0.018518518518518514,0.0628,-1.0416666666666665,-2.5,0.4098360655737705,0.1636
standing,med,us_neutral,de,all,22,0.1798963662600026,-0.01097132034632017,0.39279097400420926,0.0656,2.213541666666667,0.1436781609195405,4.312930764411027,0.0352
standing,med,us_neutral,de,US,10,0.2737085137085137,0.0389077380952382,0.5888880831643989,0.0284,3.2552083333333335,0.5460143984734162,6.038722826086955,0.0208
standing,med,us_neutral,de,CN,12,0.10171957671957672,-0.1545530858030858,0.35563159063159056,0.404,1.171875,-1.6207837301587282,3.906632965686269,0.4012
standing,med,us_neutral,pg,all,22,0.29932714344479056,0.12017701048951054,0.4540205844734587,0.0004,3.3203125,0.8064516129032256,5.790066219091643,0.006
standing,med,us_neutral,pg,US,10,0.24007936507936506,0.008461788211788243,0.46265536669213114,0.0428,2.994791666666667,0.4308518410286388,5.555555555555555,0.0216
standing,med,us_neutral,pg,CN,12,0.348700292082645,0.1447122975064152,0.5149281324848779,0.0016,3.6458333333333335,0.36231884057971037,6.828751138433516,0.0284
standing,med,us_neutral,control,all,24,0.11373256373256373,-0.05833329972305113,0.27649887732292827,0.2032,0.390625,-0.9523809523809524,1.747488681380869,0.5696
standing,med,us_neutral,control,US,12,0.1648989898989899,-0.09146792601338052,0.330825569358178,0.236,0.13020833333333331,-1.4619883040935666,1.6908684329710142,0.8736
standing,med,us_neutral,control,CN,12,0.06256613756613756,-0.17362003968253967,0.3673262385762384,0.5212,0.6510416666666667,-1.3703386605783845,2.651652393500218,0.5296
standing,med,cn_ally,he,all,23,-0.3357707509881423,-0.5272286529895225,-0.021248657971347087,0.0348,-2.018229166666667,-4.032363071236559,-0.18654360771898115,0.0328
standing,med,cn_ally,he,US,11,-0.29545454545454547,-0.6288149350649349,0.23810876623376603,0.2912,-1.171875,-3.125377415458935,0.6313131313131313,0.2184
standing,med,cn_ally,he,CN,12,-0.37272727272727274,-0.5698240532615533,-0.08213988662852303,0.0156,-2.864583333333333,-5.609681372549017,-0.2824858757062151,0.0304
standing,med,cn_ally,de,all,24,0.10774452943570588,-0.014180941957602665,0.237264675391034,0.0796,2.345816798941799,0.44191919191919227,4.240951855091052,0.0172
standing,med,cn_ally,de,US,12,0.2210648148148148,0.042849658171349385,0.4330466205621004,0.012,4.561425264550264,2.2696727572877258,6.878450655624565,0.0004
standing,med,cn_ally,de,CN,12,-0.00557575594340301,-0.1742688106097548,0.17989789838715914,0.9412,0.13020833333333331,-2.727338035527691,3.042658730158726,0.9428
standing,med,cn_ally,pg,all,22,0.08668773411596378,-0.05255211627819281,0.23174860551801546,0.2172,1.8880208333333333,-0.12259474685396499,3.893442622950819,0.0636
standing,med,cn_ally,pg,US,10,0.1617216117216117,-0.04706471306471304,0.37168055555555535,0.1208,3.2552083333333335,0.5950285043594915,5.918286122090464,0.0208
standing,med,cn_ally,pg,CN,12,0.02415950277792384,-0.1638148585125172,0.2187228487886374,0.8184,0.5208333333333333,-2.5822608062166084,3.716259528759528,0.7312
standing,med,cn_ally,control,all,24,0.007371332371332376,-0.1980886092041698,0.28887169950164,0.9204,0.6510416666666667,-1.6666666666666667,2.843998015873015,0.5596
standing,med,cn_ally,control,US,12,0.09060245310245311,-0.1640845959595959,0.4892207792207786,0.448,1.6927083333333333,-0.7937866927592954,3.9800995024875623,0.1648
standing,med,cn_ally,control,CN,12,-0.07585978835978839,-0.3473741883116883,0.21429251882376874,0.5716,-0.390625,-3.531073446327684,2.5645539906103223,0.8296
standing,med,cn_rival,he,all,22,0.041749427043544694,-0.20205100381460403,0.2619107142857142,0.8564,0.390625,-1.027398780884202,1.7242323778586883,0.6008
standing,med,cn_rival,he,US,10,0.1704201680672269,-0.17012760659819479,0.6369223137973135,0.4324,1.8229166666666667,-0.12788543511049907,3.688594600781196,0.0716
standing,med,cn_rival,he,CN,12,-0.06547619047619047,-0.4800110192837466,0.2222222222222222,0.4964,-1.0416666666666665,-3.125,0.847638707808197,0.304
standing,med,cn_rival,de,all,24,-0.024587397541361734,-0.15113680313351363,0.11685735618011155,0.734,0.5208333333333333,-1.4882062899786777,2.604387358757059,0.61
standing,med,cn_rival,de,US,12,0.1278093319014035,-0.06458167989417975,0.33333854802604795,0.2088,2.34375,-4.625929269271485e-16,4.629629629629629,0.0536
standing,med,cn_rival,de,CN,12,-0.176984126984127,-0.3747135148062005,0.07983495670995619,0.1672,-1.3020833333333335,-4.641658447038191,2.0002873563218353,0.45
standing,med,cn_rival,pg,all,24,-0.08970670533170529,-0.2071932710535651,0.0877085599112452,0.4168,-0.13020833333333331,-2.347536157807056,2.083333333333333,0.9108
standing,med,cn_rival,pg,US,12,-0.09032865282865281,-0.26263257575757576,0.2128642746142745,0.788,0.78125,-1.818300189393938,3.3068783068783065,0.5744
standing,med,cn_rival,pg,CN,12,-0.08908475783475785,-0.24624157932741692,0.07908719854491887,0.2816,-1.0416666666666665,-4.2825776143790835,2.116458165186978,0.542
standing,med,cn_rival,control,all,22,-0.10880230880230878,-0.27852867145480775,0.13230406265070127,0.4376,0.32552083333333337,-1.1904761904761905,1.8115942028985508,0.6952
standing,med,cn_rival,control,US,10,0.09301587301587302,-0.17500992063492057,0.49179894179894096,0.3976,1.8229166666666667,-0.29789462081128754,4.022988505747127,0.0968
standing,med,cn_rival,control,CN,12,-0.27698412698412694,-0.4540361319966582,-0.0166053391053391,0.0364,-1.171875,-3.304654716292648,0.9436208445642376,0.284
standing,med,cn_neutral,he,all,21,0.033058475915618765,-0.21043460705960698,0.36376160088621334,0.6084,1.3000165343915344,-0.3676585765885302,3.0265304252199394,0.13
standing,med,cn_neutral,he,US,11,0.005968778696051411,-0.31169007017937483,0.4328712121212114,0.84,1.4281580687830688,-0.7522735924477216,3.5461813764118713,0.208
standing,med,cn_neutral,he,CN,10,0.06285714285714286,-0.24021164021164015,0.44128747795414436,0.5472,1.171875,-1.0057471264367817,3.333841463414627,0.2976
standing,med,cn_neutral,de,all,23,0.08215214736953869,-0.08296642675377273,0.24336986986443498,0.3008,1.953125,-0.17863612836438839,4.111768018017998,0.076
standing,med,cn_neutral,de,US,12,0.17391774891774892,-0.07804882617382614,0.4068154761904762,0.154,4.166666666666666,1.8939393939393947,6.527777777777777,0.0004
standing,med,cn_neutral,de,CN,11,-0.017955781592145226,-0.21110013175230566,0.18293324619527823,0.8432,-0.26041666666666663,-3.6616161616161618,3.1114583333333288,0.8952
standing,med,cn_neutral,pg,all,24,0.33366034836623076,0.17856125645188145,0.4876038886519982,0.0,4.4921875,2.754237288135593,6.25,0.0
standing,med,cn_neutral,pg,US,12,0.3158378658378658,0.07417711339586341,0.5599297924297924,0.0088,3.7760416666666665,1.3093377976190483,6.071428571428572,0.0028
standing,med,cn_neutral,pg,CN,12,0.3514828308945956,0.14885746540109934,0.532501133126133,0.0016,5.208333333333334,2.5000000000000004,7.948717948717948,0.0
standing,med,cn_neutral,control,all,23,0.09244306418219461,-0.06707577154904712,0.2745857247327833,0.2308,0.390625,-1.0964912280701755,1.9446614583333304,0.6224
standing,med,cn_neutral,control,US,11,0.1303030303030303,-0.07347402597402591,0.4049365079365077,0.1776,1.171875,-0.78125,3.1401461154668566,0.246
standing,med,cn_neutral,control,CN,12,0.057738095238095234,-0.18929537385129486,0.2887244468494468,0.6876,-0.390625,-2.5641025641025643,1.9345238095238093,0.7632
standing,med,us_cn,he,all,20,-0.16335497835497834,-0.33978036669213146,0.09275175345487799,0.2664,-0.7161458333333333,-1.8720561594202898,0.4464858058608051,0.2268
standing,med,us_cn,he,US,10,-0.27380952380952384,-0.6666666666666666,0.08844671201814046,0.164,-1.5625,-2.9168494152046787,-0.28248587570621514,0.0204
standing,med,us_cn,he,CN,10,-0.05290043290043289,-0.3118036008825481,0.3125080128205127,0.9548,0.13020833333333331,-1.881847230675593,2.2222222222222214,0.9512
standing,med,us_cn,de,all,24,0.08837130218709166,-0.11116583248305213,0.23600123386488472,0.4184,-0.4557291666666667,-2.864690061475409,1.8275684476342355,0.6812
standing,med,us_cn,de,US,12,0.20615079365079367,-0.09870668101951524,0.41296996576408335,0.194,-0.5208333333333333,-2.966150065784381,1.9128310214375752,0.6708
standing,med,us_cn,de,CN,12,-0.029408189276610333,-0.24679696447717034,0.17835353535353532,0.798,-0.390625,-3.9287367724867712,3.0770547945205458,0.8268
standing,med,us_cn,pg,all,24,0.10257016534190448,-0.024542988329753008,0.26108306737043135,0.102,2.473958333333333,0.3413923409130982,4.661096003035669,0.0272
standing,med,us_cn,pg,US,12,0.039484126984126976,-0.15972643097643097,0.31699761895116163,0.5228,1.3020833333333335,-1.4641295707472162,4.104477611940299,0.3696
standing,med,us_cn,pg,CN,12,0.16565620369968193,-0.03455488887474178,0.3618907073318838,0.102,3.6458333333333335,0.30864197530864307,7.125603864734298,0.0316
standing,med,us_cn,control,all,24,-0.1378512691012691,-0.30487243357487914,0.02415631469979291,0.0952,-1.4364252645502646,-2.699604259666868,-0.0718282176955878,0.0384
standing,med,us_cn,control,US,12,-0.03981481481481483,-0.3443549127640037,0.23225112009202917,0.8852,-1.1801421957671956,-3.2825087343257358,1.0860878474697073,0.2916
standing,med,us_cn,control,CN,12,-0.23588772338772337,-0.41567791005291005,-0.035081622922532064,0.0248,-1.6927083333333333,-3.7760416666666665,0.14633173843699965,0.0888
standing,med,allies,he,all,23,-0.03271221532091097,-0.40756426099851706,0.2691216906342955,0.84,-0.7161458333333333,-2.2727272727272725,1.0556216931216922,0.3928
standing,med,allies,he,US,11,-0.05627705627705628,-0.671875,0.433359788359788,0.8088,-0.6510416666666667,-2.529923654244306,1.2910798122065728,0.5296
standing,med,allies,he,CN,12,-0.011111111111111127,-0.2818296055796055,0.26787698412698374,0.8912,-0.78125,-2.6924019607843133,1.2910798122065728,0.4388
standing,med,allies,de,all,24,0.22059283309283306,0.005016397743670484,0.390151148041773,0.0436,1.6927083333333333,-0.2381524725274723,3.703703703703703,0.0944
standing,med,allies,de,US,12,0.2159090909090909,-0.09848484848484845,0.483929057054057,0.1624,1.0416666666666665,-1.5151515151515154,3.55191256830601,0.44
standing,med,allies,de,CN,12,0.22527657527657527,0.010100108225108241,0.40748422569146253,0.0404,2.34375,-7.546047120498986e-16,4.802301429046194,0.0588
standing,med,allies,pg,all,24,0.04458315807000016,-0.10429145292487009,0.2406959792157158,0.478,1.5625,-0.6318063446969682,3.720287698412698,0.1588
standing,med,allies,pg,US,12,-0.04480195730195732,-0.2479517010767011,0.2398083923652106,0.89,0.5208333333333333,-2.116458165186978,3.0000000000000004,0.7364
standing,med,allies,pg,CN,12,0.13396827344195764,-0.07129704177401541,0.35218101099680044,0.1988,2.604166666666667,-0.3474702380952367,5.555555555555556,0.0848
standing,med,allies,control,all,24,-0.1534902597402598,-0.31970935314685317,0.06373353096179178,0.1528,-1.2369791666666665,-3.050595238095238,0.46950723156141067,0.1648
standing,med,allies,control,US,12,-0.3148148148148148,-0.5918100649350649,0.03135010822510821,0.0744,-1.8229166666666667,-4.166666666666666,0.4237288135593217,0.118
standing,med,allies,control,CN,12,0.007834295334295338,-0.19930668290043288,0.22793019480519452,0.9724,-0.6510416666666667,-3.055555555555555,1.6927083333333333,0.6004
standing,med,neutrals,he,all,21,-0.21067821067821063,-0.39892185821697096,0.15378712848775866,0.292,-0.39475859788359785,-1.531862745098039,0.7158331409072248,0.4916
standing,med,neutrals,he,US,9,-0.32227032227032226,-0.6166732804232804,0.21337053571428571,0.28,-1.0499338624338626,-2.608894264134736,0.34102649994062634,0.146
standing,med,neutrals,he,CN,12,-0.126984126984127,-0.375,0.3206547619047616,0.7136,0.26041666666666663,-1.3286231884057964,1.8518518518518516,0.7716
standing,med,neutrals,de,all,23,-0.12083916591925747,-0.25206015849755753,0.05628105459409205,0.1936,-0.8463541666666666,-2.3631840796019903,0.6830855966071284,0.278
standing,med,neutrals,de,US,11,-0.09426078971533519,-0.3100264003673094,0.22688744588744564,0.6264,-0.13020833333333331,-1.9607843137254888,1.7859432234432209,0.898
