dyad,mode,model,origin,weight,n_discordant,bias,sd_boot,variance_share
neutrals,pg,nemotron-3-ultra,US,0.12381987964502225,30,0.13333333333333333,0.18316183030587813,0.05693742445341388
neutrals,pg,nemotron-3.5-lightning,US,0.02751719262038432,9,-0.1111111111111111,0.35891566727724133,0.016055285819000342
neutrals,pg,nova-2-lite,US,3.871364708436154e-05,23,0.5652173913043478,0.17515150260241857,6.8162768216428005e-06
neutrals,pg,sonnet-5,US,0.03777814797175393,42,-0.047619047619047616,0.1544713529573392,0.013069103790918956
neutrals,pg,deepseek-v4-pro,CN,0.030566959312356673,16,-0.125,0.25539776705916445,0.008414760465339736
neutrals,pg,glm-5.2,CN,0.07159647257735942,26,0.23076923076923078,0.19534760799724016,0.051243270278827614
neutrals,pg,hy3,CN,0.15795948265869716,25,0.12,0.20292997824092157,0.09496544659199727
neutrals,pg,kimi-k2.6,CN,0.005098963860769263,38,0.0,0.1631782905572064,-0.001013444493369858
neutrals,pg,kimi-k3,CN,0.04580039859542548,22,-0.18181818181818182,0.21529740856943486,0.02032388851544489
neutrals,pg,ling-3.0-flash,CN,0.0027308449843849877,23,-0.13043478260869565,0.21304252839796636,0.0004033845469497658
neutrals,pg,mimo-v2.5-pro,CN,0.01012565258054702,11,-0.2727272727272727,0.30209716499523165,-0.001678299436836992
neutrals,pg,minimax-m3,CN,0.044048493822302616,44,0.09090909090909091,0.14992502643346292,0.013962402159346571
neutrals,pg,qwen3.7-plus,CN,0.0022970396533961712,31,0.0967741935483871,0.18212336317208924,0.0003289064508800239
neutrals,pg,qwen3.8-27b,CN,0.0061210506414150654,32,-0.3125,0.16920859862332926,0.0002525308384056554
neutrals,pg,qwen3.8-flash,CN,0.00516239460318982,36,-0.1111111111111111,0.1675732893840209,0.00039594922031306124
neutrals,pg,seed-2-1-turbo,CN,4.483688650768503e-05,15,0.06666666666666667,0.2649309852450824,1.2077010745604513e-05
neutrals,control,gemini-3.1-flash-lite,US,0.013293906390171605,5,0.6,0.40350942070475154,0.0004710497518669361
neutrals,control,gemma-4-31b,US,0.010514902014837953,3,0.3333333333333333,0.6086307066672526,0.0035526387198922165
neutrals,control,gpt-5.6-luna,US,0.32216222099661074,12,-0.16666666666666666,0.3004289730172638,0.7639684747644665
neutrals,control,gpt-5.6-sol,US,0.05012554113767163,12,0.0,0.30149056963501186,0.021970179064651534
neutrals,control,gpt-5.6-terra,US,0.017013239322821918,16,-0.125,0.25116467652922575,-0.0007544810516028763
neutrals,control,grok-4.3,US,0.0018280348217559659,19,-0.2631578947368421,0.22665342990230872,-0.00015203952743471347
neutrals,control,haiku-4.5,US,0.0069346019132027065,13,0.23076923076923078,0.2850479526861359,0.001575601782857604
neutrals,control,inkling,US,0.007421029342331267,7,0.42857142857142855,0.38254227624989967,-0.0023058347935145693
neutrals,control,nemotron-3-ultra,US,0.12381987964502225,14,-0.42857142857142855,0.249710853950024,0.04577862893462003
neutrals,control,nemotron-3.5-lightning,US,0.02751719262038432,6,0.0,0.4505784236439107,0.011201572215640386
neutrals,control,nova-2-lite,US,3.871364708436154e-05,21,0.047619047619047616,0.223726571719336,4.4847783848097775e-07
neutrals,control,sonnet-5,US,0.03777814797175393,16,0.0,0.26182825711007207,0.017348216218003084
neutrals,control,deepseek-v4-pro,CN,0.030566959312356673,11,0.09090909090909091,0.3130838058788285,0.0005204674968360977
neutrals,control,glm-5.2,CN,0.07159647257735942,20,-0.2,0.22516748634297523,0.03447647720793009
neutrals,control,hy3,CN,0.15795948265869716,28,0.21428571428571427,0.18774757537957049,0.08499857120308942
neutrals,control,kimi-k2.6,CN,0.005098963860769263,24,0.08333333333333333,0.20899768499971227,-3.6809654905802133e-06
neutrals,control,kimi-k3,CN,0.04580039859542548,11,0.09090909090909091,0.32355892119039353,0.010311849341835202
neutrals,control,ling-3.0-flash,CN,0.0027308449843849877,22,-0.09090909090909091,0.2174340840772233,0.0006201711271544433
neutrals,control,mimo-v2.5-pro,CN,0.01012565258054702,8,1.0,0.0,0.0
neutrals,control,minimax-m3,CN,0.044048493822302616,32,0.0625,0.17672039662074526,0.0030400970636620373
neutrals,control,qwen3.7-plus,CN,0.0022970396533961712,23,0.30434782608695654,0.20430380999162728,0.0009000098290074405
neutrals,control,qwen3.8-27b,CN,0.0061210506414150654,23,0.043478260869565216,0.20731282744299717,0.00034499899014486937
neutrals,control,qwen3.8-flash,CN,0.00516239460318982,19,0.2631578947368421,0.2274495907988478,0.002123432480565001
neutrals,control,seed-2-1-turbo,CN,4.483688650768503e-05,14,-0.14285714285714285,0.27273078856718463,1.3151667981017697e-05
