bloc,mode,language,reference,estimate,direction_mean,n_models,n_models_direction,min_pairs,mean_discordant
all,de,sw,de,6.277950479930191,0.19078984294675302,24,24,191.0,36.791666666666664
US,de,de,sw,-11.253817626527047,-0.3420578407869533,12,12,191.0,42.75
US,de,sw,de,11.253817626527047,0.3420578407869533,12,12,191.0,42.75
CN,de,de,sw,-1.3020833333333337,-0.039521845106552746,12,12,192.0,30.833333333333332
CN,de,sw,de,1.3020833333333337,0.039521845106552746,12,12,192.0,30.833333333333332
all,de,zh,hi,-3.4723358420593367,-0.1370960190191551,24,24,191.0,33.5
all,de,hi,zh,3.4723358420593367,0.1370960190191551,24,24,191.0,33.5
US,de,zh,hi,-6.814463350785339,-0.22043690177306297,12,12,191.0,29.583333333333332
US,de,hi,zh,6.814463350785339,0.22043690177306297,12,12,191.0,29.583333333333332
CN,de,zh,hi,-0.1302083333333332,-0.0537551362652472,12,12,192.0,37.416666666666664
CN,de,hi,zh,0.1302083333333332,0.0537551362652472,12,12,192.0,37.416666666666664
all,de,zh,sw,-5.03938063554392,-0.09333565869009698,24,24,191.0,40.25
all,de,sw,zh,5.03938063554392,0.09333565869009698,24,24,191.0,40.25
US,de,zh,sw,-13.464177937754506,-0.3946615228287546,12,12,191.0,43.0
US,de,sw,zh,13.464177937754506,0.3946615228287546,12,12,191.0,43.0
CN,de,zh,sw,3.3854166666666656,0.20799020544856064,12,12,192.0,37.5
CN,de,sw,zh,-3.3854166666666656,-0.20799020544856064,12,12,192.0,37.5
all,de,hi,sw,-1.5645451570680629,0.031688255316731785,24,24,191.0,36.833333333333336
all,de,sw,hi,1.5645451570680629,-0.031688255316731785,24,24,191.0,36.833333333333336
US,de,hi,sw,-6.644715314136125,-0.21792280705029346,12,12,191.0,38.25
US,de,sw,hi,6.644715314136125,0.21792280705029346,12,12,191.0,38.25
CN,de,hi,sw,3.515625,0.28129931768375704,12,12,192.0,35.416666666666664
CN,de,sw,hi,-3.515625,-0.28129931768375704,12,12,192.0,35.416666666666664
all,de,en,en,0.0,,24,0,,0.0
all,de,es,es,0.0,,24,0,,0.0
all,de,pt,pt,0.0,,24,0,,0.0
all,de,fr,fr,0.0,,24,0,,0.0
all,de,de,de,0.0,,24,0,,0.0
all,de,zh,zh,0.0,,24,0,,0.0
all,de,hi,hi,0.0,,24,0,,0.0
all,de,sw,sw,0.0,,24,0,,0.0
US,de,en,en,0.0,,12,0,,0.0
US,de,es,es,0.0,,12,0,,0.0
US,de,pt,pt,0.0,,12,0,,0.0
US,de,fr,fr,0.0,,12,0,,0.0
US,de,de,de,0.0,,12,0,,0.0
US,de,zh,zh,0.0,,12,0,,0.0
US,de,hi,hi,0.0,,12,0,,0.0
US,de,sw,sw,0.0,,12,0,,0.0
CN,de,en,en,0.0,,12,0,,0.0
CN,de,es,es,0.0,,12,0,,0.0
CN,de,pt,pt,0.0,,12,0,,0.0
CN,de,fr,fr,0.0,,12,0,,0.0
CN,de,de,de,0.0,,12,0,,0.0
CN,de,zh,zh,0.0,,12,0,,0.0
CN,de,hi,hi,0.0,,12,0,,0.0
CN,de,sw,sw,0.0,,12,0,,0.0
all,pg,en,es,-0.760798429319371,0.006030758961715223,24,24,191.0,34.041666666666664
all,pg,es,en,0.760798429319371,-0.006030758961715223,24,24,191.0,34.041666666666664
US,pg,en,es,-4.429582969749854,-0.1582573794948925,12,12,191.0,32.333333333333336
US,pg,es,en,4.429582969749854,0.1582573794948925,12,12,191.0,32.333333333333336
CN,pg,en,es,2.9079861111111116,0.17031889741832293,12,12,192.0,35.75
CN,pg,es,en,-2.9079861111111116,-0.17031889741832293,12,12,192.0,35.75
all,pg,en,pt,0.5619637143688185,0.04446418565721591,24,24,191.0,33.0
all,pg,pt,en,-0.5619637143688185,-0.04446418565721591,24,24,191.0,33.0
US,pg,en,pt,-1.4802392379290297,-0.049640887359994085,12,12,191.0,30.333333333333332
US,pg,pt,en,1.4802392379290297,0.049640887359994085,12,12,191.0,30.333333333333332
CN,pg,en,pt,2.604166666666667,0.13856925867442593,12,12,192.0,35.666666666666664
CN,pg,pt,en,-2.604166666666667,-0.13856925867442593,12,12,192.0,35.666666666666664
all,pg,en,fr,-2.2352430555555562,-0.08295374129863788,24,24,192.0,32.041666666666664
all,pg,fr,en,2.2352430555555562,0.08295374129863788,24,24,192.0,32.041666666666664
US,pg,en,fr,-1.8229166666666672,-0.06641361287925102,12,12,192.0,27.833333333333332
US,pg,fr,en,1.8229166666666672,0.06641361287925102,12,12,192.0,27.833333333333332
CN,pg,en,fr,-2.6475694444444446,-0.09949386971802476,12,12,192.0,36.25
CN,pg,fr,en,2.6475694444444446,0.09949386971802476,12,12,192.0,36.25
all,pg,en,de,0.9096404159394997,0.05280567248696721,24,24,191.0,31.0
all,pg,de,en,-0.9096404159394997,-0.05280567248696721,24,24,191.0,31.0
US,pg,en,de,-1.6095386125654447,-0.09304755783083955,12,12,191.0,29.083333333333332
US,pg,de,en,1.6095386125654447,0.09304755783083955,12,12,191.0,29.083333333333332
CN,pg,en,de,3.428819444444444,0.19865890280477394,12,12,192.0,32.916666666666664
CN,pg,de,en,-3.428819444444444,-0.19865890280477394,12,12,192.0,32.916666666666664
all,pg,en,zh,-0.9370227966841187,0.05409168802247324,24,24,191.0,36.458333333333336
all,pg,zh,en,0.9370227966841187,-0.05409168802247324,24,24,191.0,36.458333333333336
US,pg,en,zh,-0.13793448225712587,0.1433554605168795,12,12,191.0,33.25
US,pg,zh,en,0.13793448225712587,-0.1433554605168795,12,12,191.0,33.25
CN,pg,en,zh,-1.7361111111111116,-0.03517208447193304,12,12,192.0,39.666666666666664
CN,pg,zh,en,1.7361111111111116,0.03517208447193304,12,12,192.0,39.666666666666664
all,pg,en,hi,-3.3056926169590652,-0.07119366733923893,24,24,190.0,38.666666666666664
all,pg,hi,en,3.3056926169590652,0.07119366733923893,24,24,190.0,38.666666666666664
US,pg,en,hi,-6.871801900584796,-0.18382567694895782,12,12,190.0,39.666666666666664
US,pg,hi,en,6.871801900584796,0.18382567694895782,12,12,190.0,39.666666666666664
CN,pg,en,hi,0.2604166666666655,0.04143834227048,12,12,192.0,37.666666666666664
CN,pg,hi,en,-0.2604166666666655,-0.04143834227048,12,12,192.0,37.666666666666664
all,pg,en,sw,-3.002558479532164,0.010579330465900094,24,24,190.0,47.5
all,pg,sw,en,3.002558479532164,-0.010579330465900094,24,24,190.0,47.5
US,pg,en,sw,-10.779422514619883,-0.25453052832125983,12,12,190.0,51.166666666666664
US,pg,sw,en,10.779422514619883,0.25453052832125983,12,12,190.0,51.166666666666664
CN,pg,en,sw,4.7743055555555545,0.27568918925306,12,12,192.0,43.833333333333336
CN,pg,sw,en,-4.7743055555555545,-0.27568918925306,12,12,192.0,43.833333333333336
all,pg,es,pt,1.32276214368819,0.0270412643685634,24,24,191.0,29.041666666666668
all,pg,pt,es,-1.32276214368819,-0.0270412643685634,24,24,191.0,29.041666666666668
US,pg,es,pt,2.949343731820825,0.08174300589554828,12,12,191.0,27.833333333333332
US,pg,pt,es,-2.949343731820825,-0.08174300589554828,12,12,191.0,27.833333333333332
CN,pg,es,pt,-0.3038194444444446,-0.027660477158421487,12,12,192.0,30.25
CN,pg,pt,es,0.3038194444444446,0.027660477158421487,12,12,192.0,30.25
all,pg,es,fr,-1.4776259816753934,-0.10171500240621906,24,24,191.0,32.916666666666664
all,pg,fr,es,1.4776259816753934,0.10171500240621906,24,24,191.0,32.916666666666664
US,pg,es,fr,2.6003035922047695,0.08867853887028698,12,12,191.0,30.666666666666668
US,pg,fr,es,-2.6003035922047695,-0.08867853887028698,12,12,191.0,30.666666666666668
CN,pg,es,fr,-5.555555555555556,-0.2921085436827251,12,12,192.0,35.166666666666664
CN,pg,fr,es,5.555555555555556,0.2921085436827251,12,12,192.0,35.166666666666664
all,pg,es,de,1.6698647660818713,0.09483087094776199,24,24,190.0,28.625
all,pg,de,es,-1.6698647660818713,-0.09483087094776199,24,24,190.0,28.625
US,pg,es,de,2.8188961988304095,0.1270967553225618,12,12,190.0,27.083333333333332
US,pg,de,es,-2.8188961988304095,-0.1270967553225618,12,12,190.0,27.083333333333332
CN,pg,es,de,0.5208333333333329,0.0625649865729622,12,12,192.0,30.166666666666668
CN,pg,de,es,-0.5208333333333329,-0.0625649865729622,12,12,192.0,30.166666666666668
all,pg,es,zh,-0.17622436736474748,0.05193034189591659,24,24,191.0,34.666666666666664
all,pg,zh,es,0.17622436736474748,-0.05193034189591659,24,24,191.0,34.666666666666664
US,pg,es,zh,4.291648487492728,0.33660811759107406,12,12,191.0,32.416666666666664
US,pg,zh,es,-4.291648487492728,-0.33660811759107406,12,12,191.0,32.416666666666664
CN,pg,es,zh,-4.644097222222223,-0.2327474337992409,12,12,192.0,36.916666666666664
CN,pg,zh,es,4.644097222222223,0.2327474337992409,12,12,192.0,36.916666666666664
all,pg,es,hi,-2.543631213450294,-0.11253321635933729,24,24,190.0,36.958333333333336
all,pg,hi,es,2.543631213450294,0.11253321635933729,24,24,190.0,36.958333333333336
US,pg,es,hi,-2.439692982456142,-0.10433113397387188,12,12,190.0,38.166666666666664
US,pg,hi,es,2.439692982456142,0.10433113397387188,12,12,190.0,38.166666666666664
CN,pg,es,hi,-2.647569444444445,-0.12073529874480271,12,12,192.0,35.75
CN,pg,hi,es,2.647569444444445,0.12073529874480271,12,12,192.0,35.75
all,pg,es,sw,-2.2404970760233924,0.0031461781516257856,24,24,190.0,44.291666666666664
all,pg,sw,es,2.2404970760233924,-0.0031461781516257856,24,24,190.0,44.291666666666664
US,pg,es,sw,-6.347313596491226,-0.11533542397250579,12,12,190.0,48.333333333333336
US,pg,sw,es,6.347313596491226,0.11533542397250579,12,12,190.0,48.333333333333336
CN,pg,es,sw,1.866319444444443,0.12162778027575737,12,12,192.0,40.25
CN,pg,sw,es,-1.866319444444443,-0.12162778027575737,12,12,192.0,40.25
all,pg,pt,fr,-2.8003881253635834,-0.13899656883432596,24,24,191.0,29.125
all,pg,fr,pt,2.8003881253635834,0.13899656883432596,24,24,191.0,29.125
US,pg,pt,fr,-0.3490401396160548,0.02568050350498929,12,12,191.0,26.666666666666668
US,pg,fr,pt,0.3490401396160548,-0.02568050350498929,12,12,191.0,26.666666666666668
CN,pg,pt,fr,-5.2517361111111125,-0.30367364117364115,12,12,192.0,31.583333333333332
CN,pg,fr,pt,5.2517361111111125,0.30367364117364115,12,12,192.0,31.583333333333332
all,pg,pt,de,0.3481359649122812,0.0449128585037365,24,24,190.0,29.833333333333332
all,pg,de,pt,-0.3481359649122812,-0.0449128585037365,24,24,190.0,29.833333333333332
US,pg,pt,de,-0.12838084795321544,0.011745818343365572,12,12,190.0,29.25
US,pg,de,pt,0.12838084795321544,-0.011745818343365572,12,12,190.0,29.25
CN,pg,pt,de,0.8246527777777775,0.07807989866410743,12,12,192.0,30.416666666666668
CN,pg,de,pt,-0.8246527777777775,-0.07807989866410743,12,12,192.0,30.416666666666668
all,pg,pt,zh,-1.498986511052937,0.013649475218239357,24,24,191.0,35.291666666666664
all,pg,zh,pt,1.498986511052937,-0.013649475218239357,24,24,191.0,35.291666666666664
US,pg,pt,zh,1.3423047556719034,0.19965186140727587,12,12,191.0,30.583333333333332
US,pg,zh,pt,-1.3423047556719034,-0.19965186140727587,12,12,191.0,30.583333333333332
CN,pg,pt,zh,-4.340277777777779,-0.17235291097079716,12,12,192.0,40.0
CN,pg,zh,pt,4.340277777777779,0.17235291097079716,12,12,192.0,40.0
all,pg,pt,hi,-3.8653600146198834,-0.12360106719788166,24,24,190.0,36.916666666666664
all,pg,hi,pt,3.8653600146198834,0.12360106719788166,24,24,190.0,36.916666666666664
US,pg,pt,hi,-5.386970029239768,-0.15536321187531363,12,12,190.0,35.833333333333336
US,pg,hi,pt,5.386970029239768,0.15536321187531363,12,12,190.0,35.833333333333336
CN,pg,pt,hi,-2.3437500000000013,-0.09183892252044971,12,12,192.0,38.0
CN,pg,hi,pt,2.3437500000000013,0.09183892252044971,12,12,192.0,38.0
all,pg,pt,sw,-3.5622258771929824,-0.04889270170065412,24,24,190.0,44.5
all,pg,sw,pt,3.5622258771929824,0.04889270170065412,24,24,190.0,44.5
US,pg,pt,sw,-9.294590643274853,-0.2050370785401903,12,12,190.0,48.666666666666664
US,pg,sw,pt,9.294590643274853,0.2050370785401903,12,12,190.0,48.666666666666664
CN,pg,pt,sw,2.170138888888888,0.10725167513888201,12,12,192.0,40.333333333333336
CN,pg,sw,pt,-2.170138888888888,-0.10725167513888201,12,12,192.0,40.333333333333336
all,pg,fr,de,3.148064826934264,0.204698475869604,24,24,191.0,29.208333333333332
all,pg,de,fr,-3.148064826934264,-0.204698475869604,24,24,191.0,29.208333333333332
US,pg,fr,de,0.21974076497963935,0.028098774548049914,12,12,191.0,27.583333333333332
US,pg,de,fr,-0.21974076497963935,-0.028098774548049914,12,12,191.0,27.583333333333332
CN,pg,fr,de,6.076388888888888,0.3812981771911581,12,12,192.0,30.833333333333332
CN,pg,de,fr,-6.076388888888888,-0.3812981771911581,12,12,192.0,30.833333333333332
all,pg,fr,zh,1.301401614310646,0.10571795311950921,24,24,191.0,36.0
all,pg,zh,fr,-1.301401614310646,-0.10571795311950921,24,24,191.0,36.0
US,pg,fr,zh,1.6913448952879586,0.13560853822677246,12,12,191.0,31.75
US,pg,zh,fr,-1.6913448952879586,-0.13560853822677246,12,12,191.0,31.75
CN,pg,fr,zh,0.911458333333333,0.07582736801224596,12,12,192.0,40.25
CN,pg,zh,fr,-0.911458333333333,-0.07582736801224596,12,12,192.0,40.25
all,pg,fr,hi,-1.0640533625731001,-0.016845275899273166,24,24,190.0,36.375
all,pg,hi,fr,1.0640533625731001,0.016845275899273166,24,24,190.0,36.375
US,pg,fr,hi,-5.036092836257309,-0.16180891718559418,12,12,190.0,34.333333333333336
US,pg,hi,fr,5.036092836257309,0.16180891718559418,12,12,190.0,34.333333333333336
CN,pg,fr,hi,2.9079861111111107,0.12811836538704785,12,12,192.0,38.416666666666664
CN,pg,hi,fr,-2.9079861111111107,-0.12811836538704785,12,12,192.0,38.416666666666664
all,pg,fr,sw,-0.7609192251461991,0.10519443205402718,24,24,190.0,46.708333333333336
all,pg,sw,fr,0.7609192251461991,-0.10519443205402718,24,24,190.0,46.708333333333336
US,pg,fr,sw,-8.943713450292396,-0.14531002565461398,12,12,190.0,49.333333333333336
US,pg,sw,fr,8.943713450292396,0.14531002565461398,12,12,190.0,49.333333333333336
CN,pg,fr,sw,7.421875,0.35569888976266834,12,12,192.0,44.083333333333336
CN,pg,sw,fr,-7.421875,-0.35569888976266834,12,12,192.0,44.083333333333336
all,pg,de,zh,-1.8487298976608193,-0.024966266530645587,24,24,190.0,33.208333333333336
all,pg,zh,de,1.8487298976608193,0.024966266530645587,24,24,190.0,33.208333333333336
US,pg,de,zh,1.4674707602339183,0.19851873088096653,12,12,190.0,30.0
US,pg,zh,de,-1.4674707602339183,-0.19851873088096653,12,12,190.0,30.0
CN,pg,de,zh,-5.164930555555556,-0.24845126394225772,12,12,192.0,36.416666666666664
CN,pg,zh,de,5.164930555555556,0.24845126394225772,12,12,192.0,36.416666666666664
all,pg,de,hi,-4.213495979532164,-0.18234787395723648,24,24,190.0,35.25
all,pg,hi,de,4.213495979532164,0.18234787395723648,24,24,190.0,35.25
US,pg,de,hi,-5.258589181286549,-0.1804921325949456,12,12,190.0,36.25
US,pg,hi,de,5.258589181286549,0.1804921325949456,12,12,190.0,36.25
CN,pg,de,hi,-3.168402777777779,-0.18420361531952736,12,12,192.0,34.25
CN,pg,hi,de,3.168402777777779,0.18420361531952736,12,12,192.0,34.25
all,pg,de,sw,-3.9103618421052646,-0.05492230229750056,24,24,190.0,41.833333333333336
all,pg,sw,de,3.9103618421052646,0.05492230229750056,24,24,190.0,41.833333333333336
US,pg,de,sw,-9.166209795321638,-0.2148382826662578,12,12,190.0,45.916666666666664
US,pg,sw,de,9.166209795321638,0.2148382826662578,12,12,190.0,45.916666666666664
CN,pg,de,sw,1.3454861111111103,0.10499367807125666,12,12,192.0,37.75
CN,pg,sw,de,-1.3454861111111103,-0.10499367807125666,12,12,192.0,37.75
all,pg,zh,hi,-2.3647660818713456,-0.08909338667736048,24,24,190.0,38.875
all,pg,hi,zh,2.3647660818713456,0.08909338667736048,24,24,190.0,38.875
US,pg,zh,hi,-6.72605994152047,-0.2728666356993218,12,12,190.0,36.75
US,pg,hi,zh,6.72605994152047,0.2728666356993218,12,12,190.0,36.75
CN,pg,zh,hi,1.9965277777777772,0.09467986234460084,12,12,192.0,41.0
CN,pg,hi,zh,-1.9965277777777772,-0.09467986234460084,12,12,192.0,41.0
all,pg,zh,sw,-2.0616319444444446,-0.021355507873136725,24,24,190.0,46.208333333333336
all,pg,sw,zh,2.0616319444444446,0.021355507873136725,24,24,190.0,46.208333333333336
US,pg,zh,sw,-10.633680555555554,-0.32499740334024657,12,12,190.0,49.083333333333336
US,pg,sw,zh,10.633680555555554,0.32499740334024657,12,12,190.0,49.083333333333336
CN,pg,zh,sw,6.510416666666667,0.2822863875939731,12,12,192.0,43.333333333333336
CN,pg,sw,zh,-6.510416666666667,-0.2822863875939731,12,12,192.0,43.333333333333336
all,pg,hi,sw,0.30313413742690065,0.0828886955255534,24,24,190.0,42.583333333333336
all,pg,sw,hi,-0.30313413742690065,-0.0828886955255534,24,24,190.0,42.583333333333336
US,pg,hi,sw,-3.9076206140350864,-0.09153633272724465,12,12,190.0,45.0
US,pg,sw,hi,3.9076206140350864,0.09153633272724465,12,12,190.0,45.0
CN,pg,hi,sw,4.513888888888889,0.2573137237783515,12,12,192.0,40.166666666666664
CN,pg,sw,hi,-4.513888888888889,-0.2573137237783515,12,12,192.0,40.166666666666664
all,pg,en,en,0.0,,24,0,,0.0
all,pg,es,es,0.0,,24,0,,0.0
all,pg,pt,pt,0.0,,24,0,,0.0
all,pg,fr,fr,0.0,,24,0,,0.0
all,pg,de,de,0.0,,24,0,,0.0
all,pg,zh,zh,0.0,,24,0,,0.0
all,pg,hi,hi,0.0,,24,0,,0.0
all,pg,sw,sw,0.0,,24,0,,0.0
US,pg,en,en,0.0,,12,0,,0.0
US,pg,es,es,0.0,,12,0,,0.0
US,pg,pt,pt,0.0,,12,0,,0.0
US,pg,fr,fr,0.0,,12,0,,0.0
US,pg,de,de,0.0,,12,0,,0.0
US,pg,zh,zh,0.0,,12,0,,0.0
US,pg,hi,hi,0.0,,12,0,,0.0
US,pg,sw,sw,0.0,,12,0,,0.0
CN,pg,en,en,0.0,,12,0,,0.0
CN,pg,es,es,0.0,,12,0,,0.0
CN,pg,pt,pt,0.0,,12,0,,0.0
CN,pg,fr,fr,0.0,,12,0,,0.0
CN,pg,de,de,0.0,,12,0,,0.0
CN,pg,zh,zh,0.0,,12,0,,0.0
CN,pg,hi,hi,0.0,,12,0,,0.0
CN,pg,sw,sw,0.0,,12,0,,0.0
all,control,en,es,1.7997382198952878,0.09986622048996548,24,24,191.0,25.291666666666668
all,control,es,en,-1.7997382198952878,-0.09986622048996548,24,24,191.0,25.291666666666668
US,control,en,es,-0.3067735602094245,-0.0857259864169022,12,12,191.0,23.416666666666668
US,control,es,en,0.3067735602094245,0.0857259864169022,12,12,191.0,23.416666666666668
CN,control,en,es,3.90625,0.2854584273968332,12,12,192.0,27.166666666666668
CN,control,es,en,-3.90625,-0.2854584273968332,12,12,192.0,27.166666666666668
all,control,en,pt,2.7769824389179756,0.11554998292503373,24,24,191.0,26.333333333333332
all,control,pt,en,-2.7769824389179756,-0.11554998292503373,24,24,191.0,26.333333333333332
US,control,en,pt,0.8230621000581735,-0.11068638844347074,12,12,191.0,25.916666666666668
US,control,pt,en,-0.8230621000581735,0.11068638844347074,12,12,191.0,25.916666666666668
CN,control,en,pt,4.730902777777777,0.3417863542935382,12,12,192.0,26.75
CN,control,pt,en,-4.730902777777777,-0.3417863542935382,12,12,192.0,26.75
all,control,en,fr,1.4744446262361837,0.1338322935319042,24,24,191.0,27.25
all,control,fr,en,-1.4744446262361837,-0.1338322935319042,24,24,191.0,27.25
US,control,en,fr,1.3863892524723678,0.18403039789556352,12,12,191.0,25.833333333333332
US,control,fr,en,-1.3863892524723678,-0.18403039789556352,12,12,191.0,25.833333333333332
CN,control,en,fr,1.5624999999999998,0.0836341891682449,12,12,191.0,28.666666666666668
CN,control,fr,en,-1.5624999999999998,-0.0836341891682449,12,12,191.0,28.666666666666668
all,control,en,de,1.517052065154159,0.0846766615414727,24,24,191.0,26.75
all,control,de,en,-1.517052065154159,-0.0846766615414727,24,24,191.0,26.75
US,control,en,de,-1.0891597585805701,-0.08157492345933622,12,12,191.0,24.416666666666668
US,control,de,en,1.0891597585805701,0.08157492345933622,12,12,191.0,24.416666666666668
CN,control,en,de,4.123263888888888,0.2509282465422816,12,12,192.0,29.083333333333332
CN,control,de,en,-4.123263888888888,-0.2509282465422816,12,12,192.0,29.083333333333332
all,control,en,zh,2.6037121873182083,0.16961392041581239,24,24,191.0,29.833333333333332
all,control,zh,en,-2.6037121873182083,-0.16961392041581239,24,24,191.0,29.833333333333332
US,control,en,zh,4.295966041303082,0.2528563802580366,12,12,191.0,27.583333333333332
US,control,zh,en,-4.295966041303082,-0.2528563802580366,12,12,191.0,27.583333333333332
CN,control,en,zh,0.9114583333333334,0.08637146057358823,12,12,192.0,32.083333333333336
CN,control,zh,en,-0.9114583333333334,-0.08637146057358823,12,12,192.0,32.083333333333336
all,control,en,hi,0.14301851909563473,0.06277636434205904,24,24,189.0,33.291666666666664
all,control,hi,en,-0.14301851909563473,-0.06277636434205904,24,24,189.0,33.291666666666664
US,control,en,hi,-2.8389629618087304,-0.06574283085250378,12,12,189.0,33.25
US,control,hi,en,2.8389629618087304,0.06574283085250378,12,12,189.0,33.25
CN,control,en,hi,3.125,0.1912955595366219,12,12,192.0,33.333333333333336
CN,control,hi,en,-3.125,-0.1912955595366219,12,12,192.0,33.333333333333336
all,control,en,sw,-0.8959247076023398,0.074557430146435,24,24,190.0,41.208333333333336
all,control,sw,en,0.8959247076023398,-0.074557430146435,24,24,190.0,41.208333333333336
US,control,en,sw,-8.302266081871345,-0.2357349085871552,12,12,190.0,44.583333333333336
US,control,sw,en,8.302266081871345,0.2357349085871552,12,12,190.0,44.583333333333336
CN,control,en,sw,6.510416666666667,0.3848497688800252,12,12,192.0,37.833333333333336
CN,control,sw,en,-6.510416666666667,-0.3848497688800252,12,12,192.0,37.833333333333336
all,control,es,pt,0.975994400814427,-0.007324585689607903,24,24,191.0,21.791666666666668
all,control,pt,es,-0.975994400814427,0.007324585689607903,24,24,191.0,21.791666666666668
US,control,es,pt,1.1273360238510763,-0.12934127382067886,12,12,191.0,21.833333333333332
US,control,pt,es,-1.1273360238510763,0.12934127382067886,12,12,191.0,21.833333333333332
CN,control,es,pt,0.8246527777777775,0.11469210244146306,12,12,192.0,21.75
CN,control,pt,es,-0.8246527777777775,-0.11469210244146306,12,12,192.0,21.75
all,control,es,fr,-0.3260889325189064,0.02200755735916367,24,24,191.0,23.875
all,control,fr,es,0.3260889325189064,-0.02200755735916367,24,24,191.0,23.875
US,control,es,fr,1.6904359365910417,0.20463382494274948,12,12,191.0,23.25
US,control,fr,es,-1.6904359365910417,-0.20463382494274948,12,12,191.0,23.25
CN,control,es,fr,-2.342613801628855,-0.16061871022442206,12,12,191.0,24.5
CN,control,fr,es,2.342613801628855,0.16061871022442206,12,12,191.0,24.5
all,control,es,de,-0.3049532508190197,-0.01849229829138756,24,24,190.0,24.916666666666668
all,control,de,es,0.3049532508190197,0.01849229829138756,24,24,190.0,24.916666666666668
US,control,es,de,-0.8269203905269279,-0.0865049485944898,12,12,190.0,23.75
US,control,de,es,0.8269203905269279,0.0865049485944898,12,12,190.0,23.75
CN,control,es,de,0.21701388888888867,0.04952035201171468,12,12,192.0,26.083333333333332
CN,control,de,es,-0.21701388888888867,-0.04952035201171468,12,12,192.0,26.083333333333332
all,control,es,zh,0.8051101657940665,0.07719691712428092,24,24,191.0,29.958333333333332
all,control,zh,es,-0.8051101657940665,-0.07719691712428092,24,24,191.0,29.958333333333332
US,control,es,zh,4.6050119982548,0.2876320777769532,12,12,191.0,30.5
US,control,zh,es,-4.6050119982548,-0.2876320777769532,12,12,191.0,30.5
CN,control,es,zh,-2.994791666666666,-0.1332382435283914,12,12,192.0,29.416666666666668
CN,control,zh,es,2.994791666666666,0.1332382435283914,12,12,192.0,29.416666666666668
all,control,es,hi,-1.7012381931049265,-0.03622242131240592,24,24,190.0,29.166666666666668
all,control,hi,es,1.7012381931049265,0.03622242131240592,24,24,190.0,29.166666666666668
US,control,es,hi,-2.621226386209853,-0.012397536716909187,12,12,190.0,31.666666666666668
US,control,hi,es,2.621226386209853,0.012397536716909187,12,12,190.0,31.666666666666668
CN,control,es,hi,-0.78125,-0.060047305907902644,12,12,192.0,26.666666666666668
CN,control,hi,es,0.78125,0.060047305907902644,12,12,192.0,26.666666666666668
all,control,es,sw,-2.693024593248197,0.045171941261185754,24,24,189.0,38.583333333333336
all,control,sw,es,2.693024593248197,-0.045171941261185754,24,24,189.0,38.583333333333336
US,control,es,sw,-7.9902158531630585,-0.17541270577797788,12,12,189.0,44.833333333333336
US,control,sw,es,7.9902158531630585,0.17541270577797788,12,12,189.0,44.833333333333336
CN,control,es,sw,2.604166666666667,0.2657565883003494,12,12,192.0,32.333333333333336
CN,control,sw,es,-2.604166666666667,-0.2657565883003494,12,12,192.0,32.333333333333336
all,control,pt,fr,-1.280495564281559,-0.03440485433930227,24,24,191.0,23.041666666666668
all,control,fr,pt,1.280495564281559,0.03440485433930227,24,24,191.0,23.041666666666668
US,control,pt,fr,0.5630999127399655,0.17830191508008172,12,12,191.0,22.25
US,control,fr,pt,-0.5630999127399655,-0.17830191508008172,12,12,191.0,22.25
CN,control,pt,fr,-3.124091041303083,-0.24711162375868626,12,12,191.0,23.833333333333332
CN,control,fr,pt,3.124091041303083,0.24711162375868626,12,12,191.0,23.833333333333332
all,control,pt,de,-1.2590214150668992,-0.0050135793322202415,24,24,191.0,24.666666666666668
all,control,de,pt,1.2590214150668992,0.0050135793322202415,24,24,191.0,24.666666666666668
US,control,pt,de,-1.9104039412449096,0.05299966082739783,12,12,191.0,24.166666666666668
US,control,de,pt,1.9104039412449096,-0.05299966082739783,12,12,191.0,24.166666666666668
CN,control,pt,de,-0.6076388888888891,-0.06302681949183832,12,12,192.0,25.166666666666668
CN,control,de,pt,0.6076388888888891,0.06302681949183832,12,12,192.0,25.166666666666668
all,control,pt,zh,-0.1736111111111112,0.04808749857117667,24,24,192.0,31.0
all,control,zh,pt,0.1736111111111112,-0.04808749857117667,24,24,192.0,31.0
US,control,pt,zh,3.472222222222221,0.2938774590085645,12,12,192.0,30.0
US,control,zh,pt,-3.472222222222221,-0.2938774590085645,12,12,192.0,30.0
CN,control,pt,zh,-3.819444444444444,-0.1977024618662111,12,12,192.0,32.0
CN,control,zh,pt,3.819444444444444,0.1977024618662111,12,12,192.0,32.0
all,control,pt,hi,-2.654617462340406,-0.06596440812155596,24,24,190.0,28.333333333333332
all,control,hi,pt,2.654617462340406,0.06596440812155596,24,24,190.0,28.333333333333332
US,control,pt,hi,-3.703332146903035,0.013353815778650543,12,12,190.0,31.083333333333332
US,control,hi,pt,3.703332146903035,-0.013353815778650543,12,12,190.0,31.083333333333332
CN,control,pt,hi,-1.6059027777777777,-0.14528263202176242,12,12,192.0,25.583333333333332
CN,control,hi,pt,1.6059027777777777,0.14528263202176242,12,12,192.0,25.583333333333332
all,control,pt,sw,-3.6895733826275987,0.025040172549354794,24,24,190.0,37.333333333333336
all,control,sw,pt,3.6895733826275987,-0.025040172549354794,24,24,190.0,37.333333333333336
US,control,pt,sw,-9.158660654144086,-0.127991452991453,12,12,190.0,43.25
