scope,group,target,origin,mode,sensitivity,n_models,n_languages,slope_pp_per_decade,slope_lo,slope_hi,spearman_rho,n_draws,intercept
model,nova-2-lite,amazon/nova-2-lite-v1,US,pg,exclude_truncated,1,7,-1.349759461547408,-6.6225471725629985,3.8280636172710922,0.1785714285714286,5000,2.7115240661224695
model,haiku-4.5,anthropic/claude-haiku-4.5,US,pg,exclude_truncated,1,7,2.6136625886272062,0.5284991415848834,4.723260936469393,0.28571428571428575,5000,0.3098109718544587
model,sonnet-5,anthropic/claude-sonnet-5,US,pg,exclude_truncated,1,7,-2.72246124981327,-4.542845494281853,-0.9097278650823871,-0.6785714285714287,5000,13.248697512047649
model,seed-2-1-turbo,bytedance-seed/seed-2-1-turbo,CN,pg,exclude_truncated,1,7,2.426106645280346,0.7687800819489621,4.097816633244241,0.14414999403128945,5000,-0.8295199888928745
model,deepseek-v4-pro,deepseek/deepseek-v4-pro-0813,CN,pg,exclude_truncated,1,7,-2.3119391510887755,-4.314738073174318,-0.3371874637953658,-0.28571428571428575,5000,14.784543900065016
model,gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,US,pg,exclude_truncated,1,7,-0.2235627654765871,-1.154239091077387,0.6554933905921456,-0.293689239285741,5000,-0.6515928062621901
model,gemma-4-31b,google/gemma-4-31b-it,US,pg,exclude_truncated,1,7,-0.3551842138828178,-1.1878404802914746,0.34882723228974527,0.03603749850782236,5000,-0.43381772541548963
model,ling-3.0-flash,inclusionai/ling-3.0-flash,CN,pg,exclude_truncated,1,7,-3.575490940417227,-6.11906531144989,-1.027879815096228,-0.6071428571428572,5000,-8.682725132141202
model,minimax-m3,minimax/minimax-m3,CN,pg,exclude_truncated,1,7,1.590714282243672,-0.5182161452236147,3.622394942267445,0.1785714285714286,5000,7.317888119765077
model,kimi-k2.6,moonshotai/kimi-k2.6,CN,pg,exclude_truncated,1,7,-0.8359966043766246,-2.8241263024554604,1.1445915217822396,0.21428571428571433,5000,1.481187320814377
model,kimi-k3,moonshotai/kimi-k3,CN,pg,exclude_truncated,1,7,1.4988433430345243,-0.006467331700529738,3.052682259990898,0.4504687313477795,5000,-4.213275788922125
model,nemotron-3-ultra,nvidia/nemotron-3-ultra-550b-a55b,US,pg,exclude_truncated,1,7,-1.6559722380040438,-3.5120957468249525,0.08787473768289583,-0.7387687194103585,5000,-3.179831056579137
model,nemotron-3.5-lightning,nvidia/nemotron-3.5-lightning,US,pg,exclude_truncated,1,7,-29.194536365486265,-31.590973381332383,-26.75113043073275,-0.6071428571428572,5000,18.99680604260909
model,gpt-5.6-luna,openai/gpt-5.6-luna,US,pg,exclude_truncated,1,7,-0.26014286919707513,-1.7617463408777394,1.2098450003857906,0.03603749850782236,5000,6.271003461892414
model,gpt-5.6-sol,openai/gpt-5.6-sol,US,pg,exclude_truncated,1,7,-4.038403896558993,-5.676058767858218,-2.448887704567647,-0.8571428571428573,5000,5.459981953592556
model,gpt-5.6-terra,openai/gpt-5.6-terra,US,pg,exclude_truncated,1,7,-1.1107719283260358,-2.7094386334830745,0.48218447460622194,-0.3214285714285715,5000,4.330753132858637
model,qwen3.7-plus,qwen/qwen3.7-plus,CN,pg,exclude_truncated,1,7,6.652160489913709,4.908853049732246,8.438620986779553,0.5357142857142858,5000,-1.1323214286515997
model,qwen3.8-27b,qwen/qwen3.8-27b,CN,pg,exclude_truncated,1,7,2.759578132069678,0.6012875867922776,4.939659670161264,0.6785714285714287,5000,-3.719827126466364
model,qwen3.8-flash,qwen/qwen3.8-flash,CN,pg,exclude_truncated,1,7,3.073290725940049,1.1867291687443047,5.013626684651801,0.8728715609439697,5000,1.909606194310657
model,hy3,tencent/hy3,CN,pg,exclude_truncated,1,7,2.8490965869907297,1.3235477002788165,4.40015052661003,0.2882999880625789,5000,-13.176459445530027
model,inkling,thinkingmachines/inkling,US,pg,exclude_truncated,1,7,1.7558745280073877,-0.25153140340318775,3.782804322494463,-0.07142857142857144,5000,12.507043409479005
model,grok-4.3,x-ai/grok-4.3,US,pg,exclude_truncated,1,7,1.5690645265575727,-0.4035827812353759,3.537449892556471,0.43244998209386837,5000,-12.552278652835788
model,mimo-v2.5-pro,xiaomi/mimo-v2.5-pro,CN,pg,exclude_truncated,1,7,-3.051568216528543,-4.625497160837561,-1.6151462449292846,-0.396412483586046,5000,-7.193349344619519
model,glm-5.2,z-ai/glm-5.2,CN,pg,exclude_truncated,1,7,3.7246942822137368,1.6428330677963658,5.743921166319996,0.4642857142857144,5000,-4.234336651873425
panel,all,,all,pg,exclude_truncated,24,7,-0.8405293237427109,-1.5168303026354424,-0.15375178757289712,-0.4642857142857144,5000,1.2220629557175695
panel,US,,US,pg,exclude_truncated,12,7,-2.9143494454250276,-3.7503694376091983,-2.0858863048170693,-0.4642857142857144,5000,3.918175025780306
panel,CN,,CN,pg,exclude_truncated,12,7,1.2332907979396062,0.4488674683884738,2.0637064990281195,0.21428571428571433,5000,-1.4740491143451673
model,nova-2-lite,amazon/nova-2-lite-v1,US,control,exclude_truncated,1,7,3.2396179762404698,-3.7547158867545662,9.890682323917222,0.5357142857142858,5000,-7.389806981269286
model,haiku-4.5,anthropic/claude-haiku-4.5,US,control,exclude_truncated,1,7,3.034032894155166,0.9922680373100402,5.100904983383957,0.25,5000,0.478430688101915
model,sonnet-5,anthropic/claude-sonnet-5,US,control,exclude_truncated,1,7,-1.4710775833899064,-2.9799735852242875,-0.008265179469250648,-0.396412483586046,5000,4.394284726582845
model,seed-2-1-turbo,bytedance-seed/seed-2-1-turbo,CN,control,exclude_truncated,1,7,-0.6353909995627345,-2.3047757148610355,0.9819871540533724,-0.594618725379069,5000,0.8823023503366945
model,deepseek-v4-pro,deepseek/deepseek-v4-pro-0813,CN,control,exclude_truncated,1,7,-0.24930679734546743,-1.817418679404964,1.3381567373684462,-0.03603749850782236,5000,-0.20269615481816466
model,gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,US,control,exclude_truncated,1,7,0.06361631762447396,-0.5313987082088606,0.6301541562102229,-0.3091420111676559,5000,0.366887543797652
model,gemma-4-31b,google/gemma-4-31b-it,US,control,exclude_truncated,1,7,-0.2993807917992372,-1.0816227311814348,0.43944005507576833,-0.18018749253911182,5000,-0.953272148658167
model,ling-3.0-flash,inclusionai/ling-3.0-flash,CN,control,exclude_truncated,1,7,-4.001049500191254,-6.558850755295333,-1.5056639018819753,-0.5714285714285715,5000,-2.0778590317779377
model,minimax-m3,minimax/minimax-m3,CN,control,exclude_truncated,1,7,1.1262031396389427,-1.1472621055170373,3.4123054007213707,-0.07142857142857144,5000,1.5667506347717126
model,kimi-k2.6,moonshotai/kimi-k2.6,CN,control,exclude_truncated,1,7,2.1347786921194793,0.4742497277213358,3.838702585838694,0.5357142857142858,5000,1.9082114050811505
model,kimi-k3,moonshotai/kimi-k3,CN,control,exclude_truncated,1,7,0.3561122359087364,-1.0171829560045966,1.713679412004892,0.41443123283995714,5000,-2.3492886545097624
model,nemotron-3-ultra,nvidia/nemotron-3-ultra-550b-a55b,US,control,exclude_truncated,1,7,-2.794089176824035,-4.749669507828521,-0.9112494153408986,-0.5,5000,0.2742461930567798
model,nemotron-3.5-lightning,nvidia/nemotron-3.5-lightning,US,control,exclude_truncated,1,7,-29.269064751239142,-31.53069839412539,-26.841106739827108,-0.6847124716486249,5000,11.921852773344638
model,gpt-5.6-luna,openai/gpt-5.6-luna,US,control,exclude_truncated,1,7,-0.9959736848684994,-2.6397230858188565,0.5246426579954591,-0.21428571428571433,5000,4.114291155463
model,gpt-5.6-sol,openai/gpt-5.6-sol,US,control,exclude_truncated,1,7,-2.2290561564610547,-3.8007974240280418,-0.6864207280381537,-0.3214285714285715,5000,-0.1176491096277398
model,gpt-5.6-terra,openai/gpt-5.6-terra,US,control,exclude_truncated,1,7,-1.1367856930781268,-2.7645076707120104,0.4691638583355973,-0.3571428571428572,5000,4.10963915117473
model,qwen3.7-plus,qwen/qwen3.7-plus,CN,control,exclude_truncated,1,7,3.660451355965771,2.1223145569410735,5.2503062429761735,0.900937462695559,5000,-7.66160961034575
model,qwen3.8-27b,qwen/qwen3.8-27b,CN,control,exclude_truncated,1,7,3.6209098676011715,1.537038988089774,5.727055748230466,0.9285714285714288,5000,-6.914369483478874
model,qwen3.8-flash,qwen/qwen3.8-flash,CN,control,exclude_truncated,1,7,2.843649190993464,1.1500027939039543,4.546067639447378,0.8648999641877367,5000,-0.5311056461524886
model,hy3,tencent/hy3,CN,control,exclude_truncated,1,7,0.8153704408961677,-0.4321996334993089,2.005507664547973,0.10910894511799621,5000,-8.845593430478601
model,inkling,thinkingmachines/inkling,US,control,exclude_truncated,1,7,1.8028664799796157,-0.07624255673673419,3.7146859691551906,0.2882999880625789,5000,2.5330112695471416
model,grok-4.3,x-ai/grok-4.3,US,control,exclude_truncated,1,7,-1.9640115416998167,-3.8588340356512165,-0.08973220372180608,-0.25,5000,-9.939022281517238
model,mimo-v2.5-pro,xiaomi/mimo-v2.5-pro,CN,control,exclude_truncated,1,7,1.9756467285660877,0.6877520588584127,3.2815007010863146,0.3783937343321348,5000,-9.791916759856438
model,glm-5.2,z-ai/glm-5.2,CN,control,exclude_truncated,1,7,2.712989755999099,0.9819744034063362,4.409296752928715,0.28571428571428575,5000,-10.553764324217012
panel,all,,all,control,exclude_truncated,24,7,-0.7357892333654429,-1.3708662424363856,-0.07032372783924888,-0.28571428571428575,5000,-1.4490852385603834
panel,US,,US,control,exclude_truncated,12,7,-2.6682754759466745,-3.474778231247213,-1.8493863905206605,-0.4642857142857144,5000,0.8160744149996891
panel,CN,,CN,control,exclude_truncated,12,7,1.1966970092157883,0.45777235637235225,1.9750022170844905,0.3571428571428572,5000,-3.714244892120456
