bloc,mode,lang,factor,level,n_models,min_pairs,max_pairs,reference_rate,language_rate,estimate,lo,hi,p_boot,n_draws,q
all,he,pt,scale,society,24,64,64,3.2552083333333335,2.5390625,-0.7161458333333333,-2.0221439270152506,0.6127953230472512,0.29634073185362925,5000,0.4817926737233198
US,he,pt,scale,society,12,64,64,2.604166666666667,2.604166666666667,0.0,-1.464129570747218,1.5260532493204808,1.0,5000,1.0
CN,he,pt,scale,society,12,64,64,3.90625,2.473958333333333,-1.4322916666666665,-3.2786885245901636,0.34270692649044604,0.1287742451509698,5000,0.2996400719856029
all,he,fr,scale,society,24,64,64,3.2552083333333335,4.6875,1.4322916666666665,-0.23474178403755874,3.2409109477124165,0.10037992401519696,5000,0.2719972134605337
US,he,fr,scale,society,12,64,64,2.604166666666667,3.6458333333333335,1.0416666666666665,-0.7352941176470588,2.9241796621182554,0.28314337132573486,5000,0.4663537880659162
CN,he,fr,scale,society,12,64,64,3.90625,5.729166666666666,1.8229166666666667,-0.3031705948372615,4.111015981735139,0.11437712457508498,5000,0.29411260605021855
all,he,de,scale,society,24,64,64,3.2552083333333335,2.473958333333333,-0.78125,-2.013888888888889,0.42897439148072936,0.22915416916616677,5000,0.41544496856024477
US,he,de,scale,society,12,64,64,2.604166666666667,2.864583333333333,0.26041666666666663,-1.3481220190779015,1.8849674303683732,0.8062387522495501,5000,0.8630341728264517
CN,he,de,scale,society,12,64,64,3.90625,2.083333333333333,-1.8229166666666667,-3.39923863355572,-0.30850168350168555,0.01759648070385923,5000,0.07918416316736653
all,he,zh,scale,society,24,64,64,3.2552083333333335,4.296875,1.0416666666666665,-0.4487179487179488,2.777777777777778,0.1967606478704259,5000,0.37850139895684987
US,he,zh,scale,society,12,64,64,2.604166666666667,2.734375,0.13020833333333331,-1.3888888888888888,1.7473118279569888,0.9390121975604879,5000,0.9580205416406598
CN,he,zh,scale,society,12,64,64,3.90625,5.859375,1.953125,-0.26881720430107525,4.523938923395441,0.10397920415916817,5000,0.275818520506425
all,he,hi,scale,society,24,64,64,3.2552083333333335,5.533854166666666,2.278645833333333,0.5608974358974362,4.539942333785615,0.007998400319936013,5000,0.044791041791641666
US,he,hi,scale,society,12,64,64,2.604166666666667,6.380208333333333,3.7760416666666665,1.7153111244497798,6.2121854134566,0.0003999200159968006,5000,0.004580902001417898
CN,he,hi,scale,society,12,64,64,3.90625,4.6875,0.78125,-1.2933279454022992,3.3333333333333335,0.5906818636272746,5000,0.701673749757091
all,he,sw,scale,society,24,64,64,3.2552083333333335,8.919270833333332,5.6640625,3.9614836536649696,7.445458685212782,0.0003999200159968006,5000,0.004580902001417898
US,he,sw,scale,society,12,64,64,2.604166666666667,13.411458333333334,10.807291666666668,8.333333333333332,13.304152518392756,0.0003999200159968006,5000,0.004580902001417898
CN,he,sw,scale,society,12,64,64,3.90625,4.427083333333334,0.5208333333333333,-1.5873015873015872,2.604421977124179,0.667866426714657,5000,0.758118646540962
all,de,es,scale,society,24,64,64,22.0703125,24.4140625,2.34375,-0.5771198830409354,5.251203593408777,0.12917416516696661,5000,0.2996400719856029
US,de,es,scale,society,12,64,64,17.96875,24.609375,6.640625,3.4312046736502824,9.903641929035478,0.0003999200159968006,5000,0.004580902001417898
CN,de,es,scale,society,12,64,64,26.171875,24.21875,-1.953125,-6.667214912280701,2.5643382352941146,0.4367126574685063,5000,0.5948734577408843
all,de,pt,scale,society,24,63,64,22.083746693121693,23.785755621693124,1.7020089285714284,-1.5484353004944156,4.755479515784242,0.3063387322535493,5000,0.48859088941705325
US,de,pt,scale,society,12,63,64,17.995618386243386,21.66005291005291,3.6644345238095233,0.27766393442622905,6.747261441957164,0.033193361327734455,5000,0.12868810853213972
CN,de,pt,scale,society,12,64,64,26.171875,25.911458333333332,-0.26041666666666663,-4.305675287356323,3.688524590163933,0.914617076584683,5000,0.9432170708715399
all,de,fr,scale,society,24,64,64,22.0703125,23.6328125,1.5625,-0.9741851285968933,4.102588383838385,0.24595080983803239,5000,0.4332133573285343
US,de,fr,scale,society,12,64,64,17.96875,17.057291666666664,-0.9114583333333334,-3.67677193828351,1.9230769230769236,0.5526894621075785,5000,0.6761055555879115
CN,de,fr,scale,society,12,64,64,26.171875,30.208333333333332,4.036458333333334,0.59502850435949,7.377146760343481,0.020395920815836834,5000,0.08711478043374377
all,de,de,scale,society,24,64,64,22.0703125,20.442708333333336,-1.6276041666666667,-5.0,1.9572791595197223,0.383123375324935,5000,0.5580756681033735
US,de,de,scale,society,12,64,64,17.96875,18.619791666666664,0.6510416666666667,-2.916666666666666,4.234972677595628,0.7414517096580684,5000,0.8267514638665188
CN,de,de,scale,society,12,64,64,26.171875,22.265625,-3.90625,-8.333333333333332,0.706834175835058,0.09758048390321936,5000,0.2672856733001226
all,de,zh,scale,society,24,63,64,22.083746693121693,24.444031084656086,2.360284391534391,-1.364971970981722,6.094808409873704,0.21155768846230755,5000,0.4008461465601617
US,de,zh,scale,society,12,63,64,17.995618386243386,20.112020502645503,2.1164021164021163,-1.3365900663544108,5.709986772486771,0.2443511297740452,5000,0.4332133573285343
CN,de,zh,scale,society,12,64,64,26.171875,28.776041666666668,2.604166666666667,-2.5537634408602146,7.835820895522387,0.33033393321335736,5000,0.5170444172035159
all,de,hi,scale,society,24,63,64,22.083746693121693,29.12533068783069,7.041583994708994,3.236145322073039,11.132387298145936,0.0007998400319936012,5000,0.008763464698364675
US,de,hi,scale,society,12,63,64,17.995618386243386,27.000661375661377,9.005042989417989,5.152520319525368,13.218618865170587,0.0003999200159968006,5000,0.004580902001417898
CN,de,hi,scale,society,12,64,64,26.171875,31.25,5.078125,0.3675138533674345,9.861607142857135,0.03439312137572485,5000,0.13131919070731307
all,de,sw,scale,society,24,63,64,22.083746693121693,27.763310185185187,5.679563492063492,2.450955167658829,8.8731708829365,0.0011997600479904018,5000,0.010797840431913617
US,de,sw,scale,society,12,63,64,17.995618386243386,31.828703703703702,13.833085317460316,9.974727746212123,17.605681129789488,0.0003999200159968006,5000,0.004580902001417898
CN,de,sw,scale,society,12,64,64,26.171875,23.697916666666664,-2.473958333333333,-6.944444444444444,1.7158975659229188,0.2535492901419716,5000,0.4406511801088058
all,pg,es,scale,society,24,64,64,41.34114583333333,42.7734375,1.4322916666666665,-2.0090525793650795,4.913062759970637,0.4299140171965607,5000,0.5920127449919853
US,pg,es,scale,society,12,64,64,37.36979166666667,44.921875,7.552083333333333,3.7634408602150553,11.350574712643676,0.0003999200159968006,5000,0.004580902001417898
CN,pg,es,scale,society,12,64,64,45.3125,40.625,-4.6875,-9.821539623312015,0.4239114552893008,0.07318536292741452,5000,0.2169730759730407
all,pg,pt,scale,society,24,64,64,41.34114583333333,40.55989583333333,-0.78125,-3.537834119496855,2.083333333333333,0.617876424715057,5000,0.715167058331453
US,pg,pt,scale,society,12,64,64,37.36979166666667,40.36458333333333,2.994791666666667,-0.1436781609195396,6.1199831495098005,0.07238552289542091,5000,0.2169730759730407
CN,pg,pt,scale,society,12,64,64,45.3125,40.75520833333333,-4.557291666666666,-8.78825224071703,-0.12626262626262683,0.04559088182363527,5000,0.16181552421909984
all,pg,fr,scale,society,24,64,64,41.34114583333333,43.68489583333333,2.34375,-0.5210700757575757,5.416666666666666,0.1219756048790242,5000,0.2996400719856029
US,pg,fr,scale,society,12,64,64,37.36979166666667,39.58333333333333,2.213541666666667,-0.9132420091324187,5.44911202185792,0.1855628874225155,5000,0.37137769296534395
CN,pg,fr,scale,society,12,64,64,45.3125,47.78645833333333,2.473958333333333,-1.8385757080610021,6.96517412935323,0.2731453709258148,5000,0.45718008716137565
all,pg,de,scale,society,24,63,64,41.303943452380956,39.94812334656084,-1.3558201058201058,-4.155162789753582,1.5447121012584124,0.35632873425314937,5000,0.5475295184865465
US,pg,de,scale,society,12,63,64,37.295386904761905,40.44312169312169,3.1477347883597884,0.1344086021505391,6.298458360257323,0.041191761647670466,5000,0.15043947732192692
CN,pg,de,scale,society,12,64,64,45.3125,39.453125,-5.859375,-9.881150793650797,-1.6926611564009666,0.006798640271945611,5000,0.0398431941518673
all,pg,zh,scale,society,24,64,64,41.34114583333333,43.22916666666667,1.8880208333333333,-2.369366149237474,5.9181082874055875,0.3719256148770246,5000,0.5554610008230911
US,pg,zh,scale,society,12,64,64,37.36979166666667,38.80208333333333,1.4322916666666665,-2.5003306878306883,5.376344086021504,0.499500099980004,5000,0.6488351814173248
CN,pg,zh,scale,society,12,64,64,45.3125,47.65625,2.34375,-3.47253787878788,7.762937595129371,0.4243151369726055,5000,0.589728208204513
all,pg,hi,scale,society,24,63,64,41.303943452380956,44.38554067460318,3.081597222222222,-0.40065998472879555,6.551891049580306,0.08638272345530894,5000,0.24458928439031297
US,pg,hi,scale,society,12,63,64,37.295386904761905,46.19295634920635,8.897569444444443,4.713331807988842,13.172133827375765,0.0003999200159968006,5000,0.004580902001417898
CN,pg,hi,scale,society,12,64,64,45.3125,42.578125,-2.734375,-7.4074074074074066,1.7416208431526536,0.24755048990201958,5000,0.4332133573285343
all,pg,sw,scale,society,24,63,64,41.303943452380956,41.97771990740741,0.6737764550264553,-4.166666666666666,5.206797675318652,0.7630473905218956,5000,0.839685338041562
US,pg,sw,scale,society,12,63,64,37.295386904761905,47.366898148148145,10.071511243386244,5.146922993335263,14.760070384788367,0.0003999200159968006,5000,0.004580902001417898
CN,pg,sw,scale,society,12,64,64,45.3125,36.58854166666667,-8.723958333333332,-14.969201192718145,-3.0818913722662864,0.0027994401119776045,5000,0.020155968806238753
all,control,es,scale,society,24,63,64,19.285300925925927,17.855076058201057,-1.4302248677248677,-4.750003916040102,1.604315353763883,0.3675264947010598,5000,0.5545908782315393
US,control,es,scale,society,12,63,64,19.42997685185185,19.04348544973545,-0.3864914021164021,-3.309436274509804,2.4892130895420364,0.8082383523295341,5000,0.8630341728264517
CN,control,es,scale,society,12,64,64,19.140625,16.666666666666664,-2.473958333333333,-7.179597701149425,1.6927635063559314,0.2631473705258948,5000,0.4480617390035506
all,control,pt,scale,society,24,64,64,19.270833333333336,17.447916666666664,-1.8229166666666667,-4.37517959770115,0.5029706430568481,0.1331733653269346,5000,0.2996400719856029
US,control,pt,scale,society,12,64,64,19.401041666666664,19.140625,-0.26041666666666663,-2.7777777777777777,2.2222222222222214,0.8622275544891022,5000,0.9032550336405748
CN,control,pt,scale,society,12,64,64,19.140625,15.755208333333334,-3.3854166666666665,-7.661644029428409,0.23827030812324698,0.06998600279944012,5000,0.2169730759730407
all,control,fr,scale,society,24,64,64,19.270833333333336,17.513020833333336,-1.7578125,-4.296926669973545,0.6249999999999999,0.14597080583883223,5000,0.3226723076437344
US,control,fr,scale,society,12,64,64,19.401041666666664,16.927083333333336,-2.473958333333333,-5.464587602459016,0.14626409774435994,0.07958408318336332,5000,0.22904510007089487
CN,control,fr,scale,society,12,64,64,19.140625,18.098958333333336,-1.0416666666666665,-4.76234243697479,2.2599374495560927,0.5862827434513097,5000,0.701673749757091
all,control,de,scale,society,24,64,64,19.270833333333336,19.010416666666664,-0.26041666666666663,-3.347025029274003,2.5363854089904168,0.8638272345530894,5000,0.9032550336405748
US,control,de,scale,society,12,64,64,19.401041666666664,20.703125,1.3020833333333335,-1.262840267077556,3.889112903225804,0.35952809438112376,5000,0.5482180672299275
CN,control,de,scale,society,12,64,64,19.140625,17.317708333333336,-1.8229166666666667,-6.034586873230052,2.146682340647855,0.39112177564487105,5000,0.5632153569286144
all,control,zh,scale,society,24,64,64,19.270833333333336,16.666666666666664,-2.604166666666667,-6.404596560846559,0.9887846381490432,0.17276544691061788,5000,0.3606419212025364
US,control,zh,scale,society,12,64,64,19.401041666666664,14.583333333333334,-4.817708333333334,-8.757062146892656,-1.1111111111111114,0.01199760047990402,5000,0.05928226119481986
CN,control,zh,scale,society,12,64,64,19.140625,18.75,-0.390625,-4.918032786885246,3.9619112672391337,0.9170165966806638,5000,0.9432170708715399
all,control,hi,scale,society,24,64,64,19.270833333333336,18.1640625,-1.1067708333333335,-4.8280423280423275,2.3977152405532323,0.5590881823635273,5000,0.6806290915729898
US,control,hi,scale,society,12,64,64,19.401041666666664,21.09375,1.6927083333333333,-1.9406392694063925,5.151695526695524,0.36112777444511096,5000,0.5482180672299275
CN,control,hi,scale,society,12,64,64,19.140625,15.234375,-3.90625,-9.134744623655914,1.0104332801701172,0.1247750449910018,5000,0.2996400719856029
all,control,sw,scale,society,24,63,64,19.285300925925927,20.13165509259259,0.8463541666666666,-3.005485473265383,4.232830901177677,0.6522695460907818,5000,0.7471451164312592
US,control,sw,scale,society,12,63,64,19.42997685185185,27.11226851851852,7.682291666666667,4.270828691325014,10.887096774193548,0.0003999200159968006,5000,0.004580902001417898
CN,control,sw,scale,society,12,64,64,19.140625,13.151041666666666,-5.989583333333334,-11.458671536796535,-0.8770293270489681,0.021195760847830435,5000,0.08902219556088783
