mode,lang,model,origin,log_or,weight
pg,es,qwen3.8-flash,CN,0.3317460328037022,0.00516239460318982
pg,es,seed-2-1-turbo,CN,-0.4053488937090697,4.483688650768503e-05
pg,es,sonnet-5,US,0.272137085444207,0.03777814797175393
pg,sw,deepseek-v4-pro,CN,0.9254220198543894,0.030566959312356673
pg,sw,gemini-3.1-flash-lite,US,0.0,0.013293906390171605
pg,sw,gemma-4-31b,US,0.0,0.010514902014837953
pg,sw,glm-5.2,CN,-0.6143572940427482,0.07159647257735942
pg,sw,gpt-5.6-luna,US,0.3137769119613478,0.32216222099661074
pg,sw,gpt-5.6-sol,US,0.6056285171792235,0.05012554113767163
pg,sw,gpt-5.6-terra,US,0.3700585885725647,0.017013239322821918
pg,sw,grok-4.3,US,-0.5451134800458477,0.0018280348217559659
pg,sw,haiku-4.5,US,-0.4318959990096637,0.0069346019132027065
pg,sw,hy3,CN,-1.3981972656222146,0.15795948265869716
pg,sw,inkling,US,0.3113212102822315,0.007421029342331267
pg,sw,kimi-k2.6,CN,0.026650754013789246,0.005098963860769263
pg,sw,kimi-k3,CN,-0.6958703720328949,0.04580039859542548
pg,sw,ling-3.0-flash,CN,0.12454445866947472,0.0027308449843849877
pg,sw,mimo-v2.5-pro,CN,-0.5004247182331756,0.01012565258054702
pg,sw,minimax-m3,CN,-0.023969603584134025,0.044048493822302616
pg,sw,nemotron-3-ultra,US,-0.12286444038407285,0.12381987964502225
pg,sw,qwen3.7-plus,CN,-0.9289572156085661,0.0022970396533961712
pg,sw,qwen3.8-27b,CN,-0.45015899876593835,0.0061210506414150654
pg,sw,qwen3.8-flash,CN,-0.14281974512705342,0.00516239460318982
pg,sw,seed-2-1-turbo,CN,-0.47760747766342715,4.483688650768503e-05
pg,sw,sonnet-5,US,0.7603806497896581,0.03777814797175393
pg,zh,deepseek-v4-pro,CN,0.5074518785714422,0.030566959312356673
pg,zh,gemini-3.1-flash-lite,US,-0.8043307095205603,0.013293906390171605
pg,zh,gemma-4-31b,US,-0.40758116651963094,0.010514902014837953
pg,zh,glm-5.2,CN,-0.3905397487202473,0.07159647257735942
pg,zh,gpt-5.6-luna,US,0.22543375352575845,0.32216222099661074
pg,zh,gpt-5.6-sol,US,0.0,0.05012554113767163
pg,zh,gpt-5.6-terra,US,0.03746374359674509,0.017013239322821918
pg,zh,grok-4.3,US,-0.8137766284061302,0.0018280348217559659
pg,zh,haiku-4.5,US,0.6146945280364644,0.0069346019132027065
pg,zh,hy3,CN,-0.387651301358534,0.15795948265869716
pg,zh,inkling,US,0.2122054792167144,0.007421029342331267
pg,zh,kimi-k2.6,CN,-0.1102044524364203,0.005098963860769263
pg,zh,kimi-k3,CN,-0.4859597438860739,0.04580039859542548
pg,zh,ling-3.0-flash,CN,0.35775522046090935,0.0027308449843849877
pg,zh,mimo-v2.5-pro,CN,-0.6051770810470305,0.01012565258054702
pg,zh,minimax-m3,CN,0.7599696768053471,0.044048493822302616
pg,zh,nemotron-3-ultra,US,-0.647769444364638,0.12381987964502225
pg,zh,nemotron-3.5-lightning,US,-0.5909623734213132,0.02751719262038432
pg,zh,nova-2-lite,US,-0.19128474113320282,3.871364708436154e-05
pg,zh,qwen3.7-plus,CN,0.2654891393911921,0.0022970396533961712
pg,zh,qwen3.8-27b,CN,-0.18447481325481208,0.0061210506414150654
pg,zh,qwen3.8-flash,CN,0.10732139043282696,0.00516239460318982
pg,zh,seed-2-1-turbo,CN,0.6113831845008709,4.483688650768503e-05
pg,zh,sonnet-5,US,0.771616723056584,0.03777814797175393
pg,fr,deepseek-v4-pro,CN,1.0973186274268893,0.030566959312356673
pg,fr,gemini-3.1-flash-lite,US,-0.46259530285507244,0.013293906390171605
pg,fr,gemma-4-31b,US,-0.08890648487102126,0.010514902014837953
pg,fr,glm-5.2,CN,0.2641323454321834,0.07159647257735942
pg,fr,gpt-5.6-luna,US,0.4791748523707158,0.32216222099661074
pg,fr,gpt-5.6-sol,US,0.2575235342853801,0.05012554113767163
pg,fr,gpt-5.6-terra,US,0.5428018872220746,0.017013239322821918
pg,fr,grok-4.3,US,-0.16596966155092865,0.0018280348217559659
pg,fr,haiku-4.5,US,0.13189778799329344,0.0069346019132027065
pg,fr,hy3,CN,-0.2688749534687326,0.15795948265869716
pg,fr,inkling,US,0.28690893076686863,0.007421029342331267
pg,fr,kimi-k2.6,CN,0.5071518503467499,0.005098963860769263
pg,fr,kimi-k3,CN,-0.10716109145006114,0.04580039859542548
pg,fr,ling-3.0-flash,CN,-1.0431828817121966,0.0027308449843849877
pg,fr,mimo-v2.5-pro,CN,-0.35750962982071943,0.01012565258054702
pg,fr,minimax-m3,CN,0.2519064857352664,0.044048493822302616
pg,fr,nemotron-3-ultra,US,-0.22120829465565928,0.12381987964502225
pg,fr,nemotron-3.5-lightning,US,-0.7076228045174942,0.02751719262038432
pg,fr,nova-2-lite,US,-0.7113934974118323,3.871364708436154e-05
pg,fr,qwen3.7-plus,CN,0.3150356710597284,0.0022970396533961712
pg,fr,qwen3.8-27b,CN,0.12330161596475608,0.0061210506414150654
pg,fr,qwen3.8-flash,CN,0.20963173313643002,0.00516239460318982
pg,fr,seed-2-1-turbo,CN,0.027730665961902323,4.483688650768503e-05
pg,fr,sonnet-5,US,0.6361629789544916,0.03777814797175393
pg,hi,deepseek-v4-pro,CN,0.8593190419634203,0.030566959312356673
pg,hi,gemini-3.1-flash-lite,US,-0.46259530285507244,0.013293906390171605
pg,hi,gemma-4-31b,US,-0.18537278239438848,0.010514902014837953
pg,hi,glm-5.2,CN,-0.26190581577926475,0.07159647257735942
pg,hi,gpt-5.6-luna,US,0.5572231378261228,0.32216222099661074
pg,hi,gpt-5.6-sol,US,0.5109529173232901,0.05012554113767163
pg,hi,gpt-5.6-terra,US,0.39998214209502114,0.017013239322821918
pg,hi,grok-4.3,US,-0.6770112680391411,0.0018280348217559659
pg,hi,haiku-4.5,US,0.3444977489549124,0.0069346019132027065
pg,hi,hy3,CN,-0.8457655865765846,0.15795948265869716
pg,hi,inkling,US,0.677140698241717,0.007421029342331267
pg,hi,kimi-k2.6,CN,0.43989669279080834,0.005098963860769263
pg,hi,kimi-k3,CN,-0.22252996520721635,0.04580039859542548
pg,hi,ling-3.0-flash,CN,-0.7797531030333391,0.0027308449843849877
pg,hi,mimo-v2.5-pro,CN,0.3196995002094616,0.01012565258054702
pg,hi,minimax-m3,CN,0.6770205938245962,0.044048493822302616
pg,hi,nemotron-3-ultra,US,0.1150890791651511,0.12381987964502225
pg,hi,nemotron-3.5-lightning,US,2.3906866259839337,0.02751719262038432
pg,hi,nova-2-lite,US,-0.5733915681697628,3.871364708436154e-05
pg,hi,qwen3.7-plus,CN,-0.5253782022926148,0.0022970396533961712
pg,hi,qwen3.8-27b,CN,-0.41862172558073574,0.0061210506414150654
pg,hi,qwen3.8-flash,CN,-0.14281974512705342,0.00516239460318982
pg,hi,seed-2-1-turbo,CN,0.18677675161275675,4.483688650768503e-05
pg,hi,sonnet-5,US,0.6970463193808306,0.03777814797175393
control,de,deepseek-v4-pro,CN,-0.07225858395435747,0.030566959312356673
control,de,gemini-3.1-flash-lite,US,0.0,0.013293906390171605
control,de,gemma-4-31b,US,-0.14935493749368023,0.010514902014837953
control,de,glm-5.2,CN,-0.8365469226326858,0.07159647257735942
control,de,gpt-5.6-luna,US,0.22396581203524368,0.32216222099661074
control,de,gpt-5.6-sol,US,0.0,0.05012554113767163
control,de,gpt-5.6-terra,US,0.3259630286577757,0.017013239322821918
control,de,grok-4.3,US,-0.7920638844074788,0.0018280348217559659
control,de,haiku-4.5,US,0.10177751127897838,0.0069346019132027065
control,de,hy3,CN,-1.0729482802303012,0.15795948265869716
control,de,inkling,US,0.22709034483116808,0.007421029342331267
control,de,kimi-k2.6,CN,0.2603362610214621,0.005098963860769263
control,de,kimi-k3,CN,-0.13347744209714318,0.04580039859542548
control,de,ling-3.0-flash,CN,-0.6809603079576203,0.0027308449843849877
control,de,mimo-v2.5-pro,CN,-0.8218492109152791,0.01012565258054702
control,de,minimax-m3,CN,-0.10469903946919623,0.044048493822302616
control,de,nemotron-3-ultra,US,-0.1003569067402561,0.12381987964502225
control,de,nemotron-3.5-lightning,US,-0.12542784943678797,0.02751719262038432
control,de,nova-2-lite,US,0.5968671208369287,3.871364708436154e-05
control,de,qwen3.7-plus,CN,-0.29782014543501223,0.0022970396533961712
control,de,qwen3.8-27b,CN,-0.18447481325481208,0.0061210506414150654
control,de,qwen3.8-flash,CN,0.17274329864950988,0.00516239460318982
control,de,seed-2-1-turbo,CN,-0.11967502815923936,4.483688650768503e-05
control,de,sonnet-5,US,0.2570161412783858,0.03777814797175393
control,pt,deepseek-v4-pro,CN,-0.26998992086457063,0.030566959312356673
control,pt,gemini-3.1-flash-lite,US,0.526868748606566,0.013293906390171605
control,pt,gemma-4-31b,US,0.19397657543206703,0.010514902014837953
control,pt,glm-5.2,CN,-0.17274329864950988,0.07159647257735942
control,pt,gpt-5.6-luna,US,0.43791047946670125,0.32216222099661074
control,pt,gpt-5.6-sol,US,-0.2031764881037219,0.05012554113767163
control,pt,gpt-5.6-terra,US,0.3554027143233187,0.017013239322821918
control,pt,grok-4.3,US,-0.7920638844074788,0.0018280348217559659
control,pt,haiku-4.5,US,-0.17269994715284775,0.0069346019132027065
control,pt,hy3,CN,-0.9904316692495712,0.15795948265869716
control,pt,inkling,US,0.45633384296983903,0.007421029342331267
control,pt,kimi-k2.6,CN,-0.07225858395435747,0.005098963860769263
control,pt,kimi-k3,CN,-0.51065297183186,0.04580039859542548
control,pt,ling-3.0-flash,CN,-0.5874127013879695,0.0027308449843849877
control,pt,mimo-v2.5-pro,CN,-1.2476973348217564,0.01012565258054702
control,pt,minimax-m3,CN,0.07548293144174412,0.044048493822302616
control,pt,nemotron-3-ultra,US,-0.032768943598862066,0.12381987964502225
control,pt,nemotron-3.5-lightning,US,-0.12542784943678797,0.02751719262038432
control,pt,nova-2-lite,US,-0.7765592030043973,3.871364708436154e-05
control,pt,qwen3.7-plus,CN,-0.3305890890338743,0.0022970396533961712
control,pt,qwen3.8-27b,CN,-0.45015899876593835,0.0061210506414150654
control,pt,qwen3.8-flash,CN,-0.03043318945421203,0.00516239460318982
control,pt,seed-2-1-turbo,CN,0.055790783490160756,4.483688650768503e-05
control,pt,sonnet-5,US,0.2570161412783858,0.03777814797175393
control,es,deepseek-v4-pro,CN,0.0690515198882593,0.030566959312356673
control,es,gemini-3.1-flash-lite,US,0.20598985693975091,0.013293906390171605
control,es,gemma-4-31b,US,-0.41724433086879875,0.010514902014837953
control,es,glm-5.2,CN,-0.6612907733217726,0.07159647257735942
control,es,gpt-5.6-luna,US,0.30975500213103224,0.32216222099661074
control,es,gpt-5.6-sol,US,-0.027730665961902323,0.05012554113767163
control,es,gpt-5.6-terra,US,0.23463586145890547,0.017013239322821918
control,es,grok-4.3,US,-0.259714721879868,0.0018280348217559659
control,es,haiku-4.5,US,-0.25074823260825474,0.0069346019132027065
control,es,hy3,CN,-0.5887092805828338,0.15795948265869716
control,es,inkling,US,0.4072723157421084,0.007421029342331267
control,es,kimi-k2.6,CN,-0.07225858395435747,0.005098963860769263
control,es,kimi-k3,CN,-0.23043479736860495,0.04580039859542548
control,es,ling-3.0-flash,CN,-0.30216165552160756,0.0027308449843849877
control,es,mimo-v2.5-pro,CN,-0.763458335174289,0.01012565258054702
control,es,minimax-m3,CN,0.12454445866947472,0.044048493822302616
control,es,nemotron-3-ultra,US,0.09464365733129032,0.12381987964502225
control,es,nemotron-3.5-lightning,US,-0.4733404068256786,0.02751719262038432
control,es,nova-2-lite,US,0.11787305843220641,3.871364708436154e-05
control,es,qwen3.7-plus,CN,-0.3305890890338743,0.0022970396533961712
control,es,qwen3.8-27b,CN,-0.387651301358534,0.0061210506414150654
control,es,qwen3.8-flash,CN,-0.03043318945421203,0.00516239460318982
control,es,seed-2-1-turbo,CN,-0.25236745117305714,4.483688650768503e-05
control,es,sonnet-5,US,0.11239130623157956,0.03777814797175393
control,sw,deepseek-v4-pro,CN,-0.07225858395435747,0.030566959312356673
control,sw,gemini-3.1-flash-lite,US,0.20598985693975091,0.013293906390171605
control,sw,gemma-4-31b,US,0.0,0.010514902014837953
control,sw,glm-5.2,CN,-1.3464148753812204,0.07159647257735942
control,sw,gpt-5.6-luna,US,0.3719777511342761,0.32216222099661074
control,sw,gpt-5.6-sol,US,0.15904608565085443,0.05012554113767163
control,sw,gpt-5.6-terra,US,0.29603947513531925,0.017013239322821918
control,sw,grok-4.3,US,-0.4668903949884484,0.0018280348217559659
control,sw,haiku-4.5,US,-0.3876034390584643,0.0069346019132027065
control,sw,hy3,CN,-1.0729482802303012,0.15795948265869716
control,sw,inkling,US,-0.15784579038436442,0.007421029342331267
control,sw,kimi-k2.6,CN,-0.4510572363903702,0.005098963860769263
control,sw,kimi-k3,CN,-0.6433453948456778,0.04580039859542548
control,sw,ling-3.0-flash,CN,0.6518518372070047,0.0027308449843849877
control,sw,mimo-v2.5-pro,CN,-2.106725954529117,0.01012565258054702
control,sw,minimax-m3,CN,-0.21490349190561653,0.044048493822302616
control,sw,nemotron-3-ultra,US,0.32517348941903035,0.12381987964502225
control,sw,qwen3.7-plus,CN,-0.9848146218633282,0.0022970396533961712
control,sw,qwen3.8-27b,CN,-0.8051818306372968,0.0061210506414150654
control,sw,qwen3.8-flash,CN,-0.3325948449758196,0.00516239460318982
control,sw,seed-2-1-turbo,CN,0.3034582347164718,4.483688650768503e-05
control,sw,sonnet-5,US,0.5190848829145875,0.03777814797175393
control,zh,deepseek-v4-pro,CN,0.0,0.030566959312356673
control,zh,gemini-3.1-flash-lite,US,0.526868748606566,0.013293906390171605
control,zh,gemma-4-31b,US,-0.7700212765149557,0.010514902014837953
control,zh,glm-5.2,CN,-0.8841367960613422,0.07159647257735942
control,zh,gpt-5.6-luna,US,-0.33070168428789826,0.32216222099661074
control,zh,gpt-5.6-sol,US,-0.23414691232592366,0.05012554113767163
control,zh,gpt-5.6-terra,US,-0.03655536984050034,0.017013239322821918
control,zh,grok-4.3,US,-0.8582717787551792,0.0018280348217559659
control,zh,haiku-4.5,US,0.6770205938245962,0.0069346019132027065
control,zh,hy3,CN,-0.4281661342788181,0.15795948265869716
control,zh,inkling,US,-0.4479637187329748,0.007421029342331267
control,zh,kimi-k2.6,CN,0.13525941423595977,0.005098963860769263
control,zh,kimi-k3,CN,-0.51065297183186,0.04580039859542548
control,zh,ling-3.0-flash,CN,0.7423938775462126,0.0027308449843849877
control,zh,mimo-v2.5-pro,CN,-0.763458335174289,0.01012565258054702
control,zh,minimax-m3,CN,0.3801713037916362,0.044048493822302616
control,zh,nemotron-3-ultra,US,-0.5387267771976736,0.12381987964502225
control,zh,nemotron-3.5-lightning,US,-1.1429521888675345,0.02751719262038432
control,zh,nova-2-lite,US,-1.0108459097551108,3.871364708436154e-05
control,zh,qwen3.7-plus,CN,-0.433079559670972,0.0022970396533961712
control,zh,qwen3.8-27b,CN,-0.24033221950957417,0.0061210506414150654
control,zh,qwen3.8-flash,CN,0.14501263268760756,0.00516239460318982
control,zh,seed-2-1-turbo,CN,0.5128118156607864,4.483688650768503e-05
control,zh,sonnet-5,US,0.14985504982832465,0.03777814797175393
control,fr,deepseek-v4-pro,CN,-0.03570321411385713,0.030566959312356673
control,fr,gemini-3.1-flash-lite,US,-0.5983408525808094,0.013293906390171605
control,fr,gemma-4-31b,US,-0.6394527149940412,0.010514902014837953
control,fr,glm-5.2,CN,-0.23414691232592366,0.07159647257735942
control,fr,gpt-5.6-luna,US,0.3579424330178924,0.32216222099661074
control,fr,gpt-5.6-sol,US,-0.0558574062547621,0.05012554113767163
control,fr,gpt-5.6-terra,US,0.10475473400211643,0.017013239322821918
control,fr,grok-4.3,US,-0.30976892571765446,0.0018280348217559659
control,fr,haiku-4.5,US,-0.040636656069345745,0.0069346019132027065
control,fr,hy3,CN,-0.9133860985587863,0.15795948265869716
control,fr,inkling,US,0.200096642633528,0.007421029342331267
control,fr,kimi-k2.6,CN,0.4874266058526302,0.005098963860769263
control,fr,kimi-k3,CN,0.08236246315305795,0.04580039859542548
control,fr,ling-3.0-flash,CN,-0.7816381337596063,0.0027308449843849877
control,fr,mimo-v2.5-pro,CN,-0.2901179283486104,0.01012565258054702
control,fr,minimax-m3,CN,-0.01851904776723745,0.044048493822302616
control,fr,nemotron-3-ultra,US,0.0,0.12381987964502225
control,fr,nemotron-3.5-lightning,US,-1.8166080261805064,0.02751719262038432
control,fr,nova-2-lite,US,-0.4505961743466216,3.871364708436154e-05
control,fr,qwen3.7-plus,CN,-0.11338005946151042,0.0022970396533961712
control,fr,qwen3.8-27b,CN,0.025156919881617945,0.0061210506414150654
control,fr,qwen3.8-flash,CN,0.11688589239474778,0.00516239460318982
control,fr,seed-2-1-turbo,CN,0.0,4.483688650768503e-05
control,fr,sonnet-5,US,0.4520167053499322,0.03777814797175393
control,hi,deepseek-v4-pro,CN,0.19893264734504834,0.030566959312356673
control,hi,gemini-3.1-flash-lite,US,-0.25660544591532153,0.013293906390171605
control,hi,gemma-4-31b,US,-0.5227922838978603,0.010514902014837953
control,hi,glm-5.2,CN,-0.8841367960613422,0.07159647257735942
control,hi,gpt-5.6-luna,US,0.21720902957236388,0.32216222099661074
control,hi,gpt-5.6-sol,US,0.20963173313643002,0.05012554113767163
control,hi,gpt-5.6-terra,US,0.46878277378482913,0.017013239322821918
control,hi,grok-4.3,US,-0.04556838986918377,0.0018280348217559659
control,hi,haiku-4.5,US,0.22975286372470594,0.0069346019132027065
control,hi,hy3,CN,-0.9133860985587863,0.15795948265869716
control,hi,inkling,US,0.200096642633528,0.007421029342331267
control,hi,kimi-k2.6,CN,0.3772221534162099,0.005098963860769263
control,hi,kimi-k3,CN,0.19773133691021316,0.04580039859542548
control,hi,ling-3.0-flash,CN,-0.5874127013879695,0.0027308449843849877
control,hi,mimo-v2.5-pro,CN,-0.41554577778539836,0.01012565258054702
control,hi,minimax-m3,CN,0.35775522046090935,0.044048493822302616
control,hi,nemotron-3-ultra,US,0.06367323310908857,0.12381987964502225
control,hi,nemotron-3.5-lightning,US,1.4292964710756138,0.02751719262038432
control,hi,nova-2-lite,US,-1.1919132252809104,3.871364708436154e-05
control,hi,qwen3.7-plus,CN,-0.7461348668192727,0.0022970396533961712
control,hi,qwen3.8-27b,CN,-0.5150639022886864,0.0061210506414150654
control,hi,qwen3.8-flash,CN,-0.22543375352575845,0.00516239460318982
control,hi,seed-2-1-turbo,CN,0.3479125573888906,4.483688650768503e-05
control,hi,sonnet-5,US,0.3375492690118167,0.03777814797175393
