block,contrast,mode,sample,metric,comparison,estimate,lo,hi,label
nationality,allies,control,drop_truncated,logit,US minus CN,0.016019018844241218,-0.0998457388428044,0.12954386443784371,US ally / China ally
nationality,neutrals,control,full,pp,US minus CN,1.2586805555555556,-0.481616728954257,3.0381944444444438,Neutral A / neutral B
nationality,neutrals,control,full,logit,US minus CN,0.0428608535988782,-0.08875003207681242,0.17418885106254223,Neutral A / neutral B
nationality,neutrals,control,drop_truncated,pp,US minus CN,1.3009109116841608,-0.44181165363293023,3.0903745642318645,Neutral A / neutral B
nationality,neutrals,control,drop_truncated,logit,US minus CN,0.046067578609009216,-0.08411399710724259,0.17656766266442517,Neutral A / neutral B
ai,ai_minus_human,he,full,pp,US minus CN,-2.220446049250313e-16,-1.1904761904761907,1.1904761904761907,AI − human
ai,ai_minus_human,he,full,logit,US minus CN,0.08216702935433284,-0.3057181580406883,0.4443085419462595,AI − human
ai,ai_minus_human,he,drop_truncated,pp,US minus CN,-0.05210148825531524,-1.2446434652633136,1.137260976166118,AI − human
ai,ai_minus_human,he,drop_truncated,logit,US minus CN,0.0752151355337064,-0.31406368922911965,0.42080370593275684,AI − human
ai,ai_minus_human,de,full,pp,US minus CN,-1.6369047619047619,-3.9216198285247685,0.6956930295253639,AI − human
ai,ai_minus_human,de,full,logit,US minus CN,0.1211162045102015,-0.14384601721946652,0.35831766749882477,AI − human
ai,ai_minus_human,de,drop_truncated,pp,US minus CN,-1.5867039586919098,-3.9183611942781127,0.7443520696701833,AI − human
ai,ai_minus_human,de,drop_truncated,logit,US minus CN,0.13356210984235523,-0.08866847765728694,0.34880997589840734,AI − human
ai,ai_minus_human,pg,full,pp,US minus CN,-1.438492063492065,-3.9186507936507935,1.092509920634904,AI − human
ai,ai_minus_human,pg,full,logit,US minus CN,-0.21557246212628528,-0.39551752972251325,0.01397475142466281,AI − human
ai,ai_minus_human,pg,drop_truncated,pp,US minus CN,-1.3950373063397015,-3.872638937814475,1.121834982388142,AI − human
ai,ai_minus_human,pg,drop_truncated,logit,US minus CN,-0.2256739151544534,-0.40512129025564947,-0.006438477977540963,AI − human
ai,ai_minus_human,control,full,pp,US minus CN,-0.5610547556719019,-2.6419162595488497,1.442005621693121,AI − human
ai,ai_minus_human,control,full,logit,US minus CN,-0.053726453810828495,-0.21744834563182758,0.10345035064772896,AI − human
ai,ai_minus_human,control,drop_truncated,pp,US minus CN,-0.439522193900983,-2.5210400142575016,1.5582033163597258,AI − human
ai,ai_minus_human,control,drop_truncated,logit,US minus CN,-0.03940381422018874,-0.20437256517842325,0.11927414291982175,AI − human
