iso3,name,axis_us,axis_cn,net_lean_us,cuadrante,d2_pool,index_1d,index_1d_extremes,lambda,s_us,s_cn,dist_to_curve,index_1d_df4,index_1d_df6
ZMB,Zambia,0.151,0.3505,-0.1995,pro-China,,-0.0893560289499545,0.16199151485987917,-0.869372382939495,0.172710358322338,0.375454441391276,0.0330766353130867,-0.09574239100222369,-0.08112298401606624
RWA,Rwanda,0.154,0.3581,-0.2041,pro-China,,-0.09137324418578854,0.15941752649318253,-0.872042707213884,0.170696785760016,0.377208339126795,0.025375406970145,-0.09706414492265855,-0.08371647812794733
MOZ,Mozambique,0.1327,0.3398,-0.2071,pro-China,,-0.09431251584228523,0.1556669842030063,-0.875933619950383,0.167769407100418,0.379771473166673,0.0531750127549488,-0.10312051739572757,-0.08338731783686898
SRB,Serbia,0.2125,0.4346,-0.2221,pro-China,,-0.09632191821014371,0.15310296513999244,-0.878593601802884,0.165770719644791,0.381526680251422,0.0707135270768655,-0.09185951583093223,-0.10157222878009894
CAF,Central African Republic,0.152,0.3729,-0.2209,pro-China,,-0.09980447554035894,0.14865918447886628,-0.883203698539527,0.162313415439892,0.384576276873272,0.0155788953285242,-0.10477440089609959,-0.09228951078851405
BRN,Brunei,0.1282,0.3487,-0.2205,pro-China,,-0.10117726120568751,0.14690749518475754,-0.885020947795105,0.160951399391359,0.385779317662454,0.0494725172232569,-0.11000853782876656,-0.08929185048769613
CMR,Cameroon,0.1337,0.3556,-0.2219,pro-China,,-0.10147900914301262,0.146522461566851,-0.885420391953305,0.160652203415044,0.38604396346967,0.040660253081708,-0.10934342745608631,-0.09071237637513799
ZAF,South Africa,0.1586,0.3865,-0.228,pro-China,,-0.10286786667825222,0.1447502643936387,-0.887258916630363,0.159275684476362,0.38726272045923,0.00101896614788,-0.106307547419295,-0.09695819896708599
BEN,Benin,0.1018,0.3346,-0.2328,pro-China,,-0.10892390061088626,0.13702269987101845,-0.895275698444005,0.153279634378195,0.392584014838215,0.0775390142603774,-0.1215287914903738,-0.09231502442137064
SLE,Sierra Leone,0.1678,0.4114,-0.2436,pro-China,,-0.11015818012824653,0.13544774591345377,-0.896909597741432,0.152057797319653,0.393668791827511,0.0237110246190516,-0.11095340840418345,-0.10705258275710151
NGA,Nigeria,0.1558,0.4063,-0.2505,pro-China,,-0.11437837130230018,0.13006273652314015,-0.902496150298863,0.147880197525475,0.397377865759994,0.0119301194726705,-0.11661143903537169,-0.10909362634142826
GIN,Guinea,0.1341,0.3842,-0.2501,pro-China,,-0.11555503336701016,0.12856130305570712,-0.904053777476336,0.146715300660432,0.398411895603768,0.019003257284095,-0.12142501677215015,-0.10558925171307018
UGA,Uganda,0.1065,0.3678,-0.2614,pro-China,,-0.12302304765191055,0.11903203639631177,-0.913939693204217,0.139307224947614,0.404958019954246,0.0495684623090483,-0.1329148167151876,-0.10765162382409682
BGD,Bangladesh,0.1865,0.4664,-0.2799,pro-China,,-0.12679315855299303,0.1142213342817553,-0.918930444055916,0.135557954032037,0.408252039029075,0.0773063866215354,-0.12189637438588409,-0.12995679840744467
TCD,Chad,0.1431,0.4234,-0.2803,pro-China,,-0.13000749171525852,0.11011981054775588,-0.923185474315799,0.132352060985771,0.41104981176617,0.0163720903511012,-0.13210385693280405,-0.12373294396526908
GNB,Guinea-Bissau,0.079,0.3587,-0.2796,pro-China,,-0.13470514266497358,0.10412555734137041,-0.929404072678925,0.127647677599806,0.415116719997211,0.0744945825620787,-0.14822239034728024,-0.11341057693343946
DJI,Djibouti,0.149,0.4415,-0.2925,pro-China,,-0.13550480285963742,0.1031051823204947,-0.930462636976448,0.126845998826418,0.415808001066162,0.0339246013567647,-0.13565724769893228,-0.13134013825799448
IRQ,Iraq,0.1655,0.4683,-0.3028,pro-China,,-0.1389561748332431,0.09870119451027448,-0.935031451546825,0.123370508504329,0.418773643256237,0.0650211816717775,-0.13587321894732962,-0.1388921518414283
BDI,Burundi,0.0883,0.3838,-0.2955,pro-China,,-0.14221775256300406,0.09453938619931823,-0.939349022636846,0.120072124730589,0.421559695050179,0.0493483786985817,-0.15231033112724532,-0.1236828935907576
DZA,Algeria,0.1211,0.4262,-0.305,pro-China,,-0.14386679489613358,0.09243519042176129,-0.941531971532644,0.118399708797588,0.422962652935757,0.0042156836447,-0.14762106906485556,-0.13420293592191793
BOL,Bolivia,0.1208,0.4395,-0.3187,pro-China,,-0.1503899469649833,0.08411157812638326,-0.950167109224224,0.111731443147107,0.428448984694515,0.0142955819285617,-0.15299812719516942,-0.14164305344196873
KAZ,Kazakhstan,0.1242,0.4437,-0.3195,pro-China,,-0.15041713392109882,0.08407688727757145,-0.95020309843726,0.111703622149956,0.42847181484065,0.0196991645157482,-0.15251613295402427,-0.14250069016924316
TZA,Tanzania,0.1492,0.4835,-0.3343,pro-China,,-0.1543163263236784,0.07910147577687332,-0.955364723204989,0.107684421517051,0.431710394238362,0.0663754963952791,-0.15192382488361778,-0.1528548062307227
PAK,Pakistan,0.2728,0.6488,-0.376,doble juego (hedger),,-0.1577248500849938,0.07475216274701868,-0.959876816698031,0.104144358165436,0.434508060972715,0.272700862951884,-0.13945336950528245,-0.17008774209469085
MRT,Mauritania,0.1201,0.4767,-0.3566,pro-China,,-0.16738723934039176,0.062422849991453644,-0.972667575026116,0.093963829985026,0.442251467495387,0.0432411930313331,-0.1675809941823138,-0.16103984268562593
COG,Congo - Brazzaville,0.1221,0.4799,-0.3578,pro-China,,-0.16764472267782063,0.06209429847975212,-0.973008423138887,0.0936922898986224,0.442457485498133,0.0469993604789092,-0.16746701563498176,-0.16176951401630513
GAB,Gabon,0.0964,0.4475,-0.3511,pro-China,,-0.16824981440150466,0.0613221949233842,-0.973809423988614,0.0930474075951247,0.442932595144319,0.0056657799947515,-0.17216207040712767,-0.15669428449910278
AGO,Angola,0.1441,0.517,-0.3729,pro-China,,-0.17001698214899352,0.05906726984487265,-0.976148743486707,0.091157261427909,0.444310914113468,0.0899257292132371,-0.16723341755424276,-0.1690372933672122
KHM,Cambodia,0.2383,0.6588,-0.4205,pro-China,,-0.1738103530388397,0.05422688773413942,-0.981170285159095,0.0870734144259175,0.447232912476208,0.260057902605737,-0.16004147363940413,-0.17995828149892099
SOM,Somalia,0.0775,0.4418,-0.3644,pro-China,,-0.17755860287678152,0.049444080571598326,-0.986132097042591,0.0829993968090295,0.45006521853744,0.0099275980345096,-0.18283851013791413,-0.16282074240100944
COD,Congo - Kinshasa,0.1702,0.6067,-0.4366,pro-China,,-0.18586020453860966,0.038851147441356204,-0.997121488774367,0.0738439274814464,0.456143385368493,0.178750627748551,-0.18125313995176004,-0.18434368122581982
AZE,Azerbaijan,0.0651,0.4437,-0.3786,pro-China,,-0.18642110336654957,0.03813543449592327,-0.997863988498302,0.0732163013780501,0.456540111110509,0.0151902205839667,-0.1920545648085482,-0.17087892763242685
GNQ,Equatorial Guinea,0.1066,0.5243,-0.4177,pro-China,,-0.1898248350517713,0.03379223620677552,-1.00236973839603,0.0694034782767109,0.458940978066171,0.0752022803940004,-0.191482214168783,-0.18434368122581982
ETH,Ethiopia,0.1344,0.5655,-0.4311,pro-China,,-0.1898248350517713,0.03379223620677552,-1.00236973839603,0.0694034782767109,0.458940978066171,0.124817358534862,-0.1888603510472842,-0.1844727165274914
UZB,Uzbekistan,0.1081,0.529,-0.4209,pro-China,,-0.19059610134122584,0.03280809211475422,-1.00339071576035,0.0685161366296291,0.459445972699612,0.0800290256908534,-0.19209201739241735,-0.18491026497288987
KGZ,Kyrgyzstan,0.0997,0.5921,-0.4924,pro-China,ally_of_china,-0.20952727228245377,0.00865171410161758,-1.02845118744872,0.0466851894626976,0.471751946331885,0.131507506089993,-0.21612176742025635,-0.2026887908727633
TJK,Tajikistan,0.099,0.603,-0.504,pro-China,ally_of_china,-0.20952727228245377,0.00865171410161758,-1.02845118744872,0.0466851894626976,0.471751946331885,0.141290095170263,-0.21612176742025635,-0.2026887908727633
MNG,Mongolia,0.1332,0.6464,-0.5132,pro-China,ally_of_china,-0.20952727228245377,0.00865171410161758,-1.02845118744872,0.0466851894626976,0.471751946331885,0.194901911464116,-0.21235177209012693,-0.2026887908727633
LAO,Laos,0.1131,0.63,-0.5169,pro-China,ally_of_china,-0.20952727228245377,0.00865171410161758,-1.02845118744872,0.0466851894626976,0.471751946331885,0.171619851848358,-0.21612176742025635,-0.2026887908727633
SLB,Solomon Islands,0.1166,0.6596,-0.543,pro-China,ally_of_china,-0.2115349883098058,0.006089846827252332,-1.03110893697821,0.0442068774635973,0.472711947475946,0.20041933132012,-0.21775136460209396,-0.20644807853797548
TKM,Turkmenistan,0.0187,0.7167,-0.6979,pro-China,ally_of_china,-0.26445842990986357,-0.06144103464944495,-1.10116727695025,-0.0215918724655338,0.496768038334637,0.223592268982525,-0.290504204491279,-0.23469177054672372
NER,Niger,-0.1422,0.4436,-0.5858,rival de EEUU,ally_of_china,-0.3510831315486197,-0.17197508690417784,-1.21583825476092,-0.134535905925152,0.516594244676982,0.0733954909647129,-0.3491043348365035,-0.3466814655496462
ERI,Eritrea,-0.153,0.6912,-0.8442,rival de EEUU,ally_of_china,-0.37776617421667363,-0.20602293672980299,-1.2511604034763,-0.169673188690391,0.520203337325698,0.171807607127433,-0.4055885174076294,-0.33370002141907346
SYR,Syria,-0.1987,0.3319,-0.5306,rival de EEUU,ally_of_china,-0.38575904979902403,-0.21622193205759543,-1.26174111361103,-0.180203891358498,0.521230823710527,0.190232139350281,-0.36964313735560184,-0.3832150826008289
MMR,Myanmar,-0.1878,0.5238,-0.7115,rival de EEUU,ally_of_china,-0.39166035603513943,-0.2237520623730126,-1.2695530719053,-0.187978405085223,0.521994779667697,0.0018140145596425,-0.4004643034981892,-0.3708426301310759
AFG,Afghanistan,-0.2052,0.3856,-0.5908,rival de EEUU,ally_of_china,-0.3944304237856996,-0.22728669865685724,-1.27321999798469,-0.191627434622211,0.522356622603081,0.137428484517352,-0.386048929368633,-0.3844231188517595
ZWE,Zimbabwe,-0.1953,0.5076,-0.7029,rival de EEUU,ally_of_china,-0.3957001623982235,-0.22890689880175197,-1.27490083688523,-0.193299444776623,0.522528673331327,0.01506212165119,-0.4031092472706946,-0.3772723002334264
NIC,Nicaragua,-0.2044,0.4631,-0.6675,rival de EEUU,ally_of_china,-0.398048665754186,-0.2319036143777654,-1.27800970965622,-0.196380773363765,0.522941594684962,0.0603765223433957,-0.40163238304795024,-0.38361378460136425
SDN,Sudan,-0.2136,0.416,-0.6296,rival de EEUU,ally_of_china,-0.4002111706719514,-0.2346629939434025,-1.28087236371158,-0.199218064699127,0.52332181319971,0.108281169422352,-0.3987697605154905,-0.390088805493484
BFA,Burkina Faso,-0.211,0.4422,-0.6532,rival de EEUU,ally_of_china,-0.4008932593987671,-0.2355333465050381,-1.28177529070328,-0.200112991882242,0.523441740216063,0.0819679650783788,-0.40270674566091336,-0.3882156622024858
MLI,Mali,-0.2175,0.427,-0.6445,rival de EEUU,ally_of_china,-0.4042348901063187,-0.2397973032778401,-1.28619883333567,-0.20449734253718,0.524029276389518,0.0978966269989365,-0.40478023165267973,-0.39272975202831123
BLR,Belarus,-0.4408,0.4438,-0.8846,rival de EEUU,ally_of_china,-0.5650706281535939,-0.4450254372561073,-1.49910798049434,-0.41539459409322,0.553229520051899,0.11233990612457,-0.5773799747214097,-0.537117378189225
CUB,Cuba,-0.5657,0.5539,-1.1196,rival de EEUU,ally_of_china,-0.6728410986382702,-0.5825417183019836,-1.64177104305968,-0.554138260787073,0.586440126382799,0.0345330803525589,-0.6918949291911671,-0.6392049493763606
RUS,Russia,-0.8083,0.6133,-1.4216,rival de EEUU,ally_of_china,-0.8562053329052366,-0.8165164560925495,-1.88450268474063,-0.782643147778956,0.668319101058591,0.0607072940196482,-0.886513900085466,-0.8000346973283766
IRN,Iran,-0.9706,0.5759,-1.5465,rival de EEUU,ally_of_china,-0.9520016757599119,-0.9387536213190275,-2.01131478449991,-0.89750564390296,0.722058431437009,0.163416865633165,-1.0,-0.8493086817317943
PRK,North Korea,-0.8423,0.9745,-1.8168,rival de EEUU,ally_of_china,-1.0,-1.0,-2.07485341343323,-0.95433396639324,0.750478479460665,0.250474053128378,-0.9920930394625311,-1.0
