ref_area,indicator,counterpart,year,value
F1,TXG_FOB_USD,US,2021,27460.587969
F1,TXG_FOB_USD,US,2022,29939.685028
F1,TXG_FOB_USD,US,2023,27015.26632
F1,TXG_FOB_USD,US,2024,33705.172582
F1,TXG_FOB_USD,W00,2015,431924.702813
F1,TXG_FOB_USD,W00,2016,383401.251052
F1,TXG_FOB_USD,W00,2017,438049.973478
F1,TXG_FOB_USD,W00,2018,508408.59343
F1,TXG_FOB_USD,W00,2019,480536.459329
F1,TXG_FOB_USD,W00,2020,390265.246017
F1,TXG_FOB_USD,W00,2021,562241.751496
F1,TXG_FOB_USD,W00,2022,695142.963085
F1,TXG_FOB_USD,W00,2023,613554.994792
F1,TXG_FOB_USD,W00,2024,681696.061478
F6,TMG_CIF_USD,CN,2015,62735.075727
F6,TMG_CIF_USD,CN,2016,54096.796925
F6,TMG_CIF_USD,CN,2017,57765.636395
F6,TMG_CIF_USD,CN,2018,65174.708545
F6,TMG_CIF_USD,CN,2019,65659.076003
F6,TMG_CIF_USD,CN,2020,63734.546703
F6,TMG_CIF_USD,CN,2021,71103.770409
F6,TMG_CIF_USD,CN,2022,82106.503
F6,TMG_CIF_USD,CN,2023,85919.997253
F6,TMG_CIF_USD,CN,2024,102265.902001
F6,TMG_CIF_USD,US,2015,23704.57833
F6,TMG_CIF_USD,US,2016,19858.430236
F6,TMG_CIF_USD,US,2017,20358.397566
F6,TMG_CIF_USD,US,2018,21286.28847
F6,TMG_CIF_USD,US,2019,21357.35737
F6,TMG_CIF_USD,US,2020,16744.828437
F6,TMG_CIF_USD,US,2021,18965.240107
F6,TMG_CIF_USD,US,2022,21045.778443
F6,TMG_CIF_USD,US,2023,23319.678713
F6,TMG_CIF_USD,US,2024,22620.217897
F6,TMG_CIF_USD,W00,2015,369374.733915
F6,TMG_CIF_USD,W00,2016,324812.725865
F6,TMG_CIF_USD,W00,2017,343810.228526
F6,TMG_CIF_USD,W00,2018,366433.052044
F6,TMG_CIF_USD,W00,2019,362830.662697
F6,TMG_CIF_USD,W00,2020,323974.592317
F6,TMG_CIF_USD,W00,2021,377601.542956
F6,TMG_CIF_USD,W00,2022,449173.303266
F6,TMG_CIF_USD,W00,2023,462732.996486
F6,TMG_CIF_USD,W00,2024,488994.914931
F6,TXG_FOB_USD,CN,2015,37619.019404
F6,TXG_FOB_USD,CN,2016,33159.905001
F6,TXG_FOB_USD,CN,2017,47532.809126
F6,TXG_FOB_USD,CN,2018,61495.715894
F6,TXG_FOB_USD,CN,2019,57304.086806
F6,TXG_FOB_USD,CN,2020,47321.155192
F6,TXG_FOB_USD,CN,2021,64514.050319
F6,TXG_FOB_USD,CN,2022,75586.690498
F6,TXG_FOB_USD,CN,2023,67417.954288
F6,TXG_FOB_USD,CN,2024,77556.613809
F6,TXG_FOB_USD,US,2015,14468.544798
F6,TXG_FOB_USD,US,2016,13481.304567
F6,TXG_FOB_USD,US,2017,15290.014991
F6,TXG_FOB_USD,US,2018,15828.75971
F6,TXG_FOB_USD,US,2019,14351.53158
F6,TXG_FOB_USD,US,2020,12845.00254
F6,TXG_FOB_USD,US,2021,19837.713707
F6,TXG_FOB_USD,US,2022,20848.268803
F6,TXG_FOB_USD,US,2023,18525.179779
F6,TXG_FOB_USD,US,2024,24987.221711
F6,TXG_FOB_USD,W00,2015,309581.853038
F6,TXG_FOB_USD,W00,2016,270450.40734
F6,TXG_FOB_USD,W00,2017,307368.860871
F6,TXG_FOB_USD,W00,2018,353970.792311
F6,TXG_FOB_USD,W00,2019,331190.10016
F6,TXG_FOB_USD,W00,2020,280922.194059
F6,TXG_FOB_USD,W00,2021,386216.699697
F6,TXG_FOB_USD,W00,2022,473103.775944
F6,TXG_FOB_USD,W00,2023,406479.376885
F6,TXG_FOB_USD,W00,2024,475385.016373
F97,TMG_CIF_USD,CN,2015,95119.87029
F97,TMG_CIF_USD,CN,2016,83149.770712
F97,TMG_CIF_USD,CN,2017,116979.599441
F97,TMG_CIF_USD,CN,2018,110198.499731
F97,TMG_CIF_USD,CN,2019,121374.361474
F97,TMG_CIF_USD,CN,2020,115272.2255874
F97,TMG_CIF_USD,CN,2021,140160.964543
F97,TMG_CIF_USD,CN,2022,176416.44773
F97,TMG_CIF_USD,CN,2023,193078.373787
F97,TMG_CIF_USD,CN,2024,216962.275757
F97,TMG_CIF_USD,US,2015,61663.707591
F97,TMG_CIF_USD,US,2016,58693.598587
F97,TMG_CIF_USD,US,2017,60110.36641
F97,TMG_CIF_USD,US,2018,60026.004277
F97,TMG_CIF_USD,US,2019,56020.952456
F97,TMG_CIF_USD,US,2020,46370.0696527
F97,TMG_CIF_USD,US,2021,49239.371648
F97,TMG_CIF_USD,US,2022,58344.790873
F97,TMG_CIF_USD,US,2023,66832.543362
F97,TMG_CIF_USD,US,2024,71522.818946
F97,TMG_CIF_USD,W00,2015,700972.113659
F97,TMG_CIF_USD,W00,2016,635310.674075
F97,TMG_CIF_USD,W00,2017,708244.694386
F97,TMG_CIF_USD,W00,2018,711106.919559
F97,TMG_CIF_USD,W00,2019,719524.196922
F97,TMG_CIF_USD,W00,2020,645411.7145388
F97,TMG_CIF_USD,W00,2021,780979.671941
F97,TMG_CIF_USD,W00,2022,933221.176534
F97,TMG_CIF_USD,W00,2023,1014327.406499
F97,TMG_CIF_USD,W00,2024,1132995.148012
F97,TXG_FOB_USD,CN,2015,95836.430613
F97,TXG_FOB_USD,CN,2016,70593.157313
F97,TXG_FOB_USD,CN,2017,92861.821989
F97,TXG_FOB_USD,CN,2018,120698.994327688
F97,TXG_FOB_USD,CN,2019,113516.863612
F97,TXG_FOB_USD,CN,2020,81469.360076
F97,TXG_FOB_USD,CN,2021,129315.098897
F97,TXG_FOB_USD,CN,2022,178934.779498
F97,TXG_FOB_USD,CN,2023,151015.88848
F97,TXG_FOB_USD,CN,2024,142545.595119
F97,TXG_FOB_USD,US,2015,35203.564157
F97,TXG_FOB_USD,US,2016,33734.973238
F97,TXG_FOB_USD,US,2017,38531.451004
F97,TXG_FOB_USD,US,2018,49066.050786
F97,TXG_FOB_USD,US,2019,32363.56204
F97,TXG_FOB_USD,US,2020,21242.854298
F97,TXG_FOB_USD,US,2021,35719.866115
F97,TXG_FOB_USD,US,2022,52079.024482
F97,TXG_FOB_USD,US,2023,40054.39193
F97,TXG_FOB_USD,US,2024,37858.819545
F97,TXG_FOB_USD,W00,2015,758044.095539
F97,TXG_FOB_USD,W00,2016,655134.300789
F97,TXG_FOB_USD,W00,2017,778123.685546
F97,TXG_FOB_USD,W00,2018,964449.686273688
F97,TXG_FOB_USD,W00,2019,851366.957295
F97,TXG_FOB_USD,W00,2020,614627.720886
F97,TXG_FOB_USD,W00,2021,942871.217666
F97,TXG_FOB_USD,W00,2022,1327583.359295
F97,TXG_FOB_USD,W00,2023,1126055.033153
F97,TXG_FOB_USD,W00,2024,1052877.068578
FI,TMG_CIF_USD,CN,2015,2176.844022
FI,TMG_CIF_USD,CN,2016,2147.34085
FI,TMG_CIF_USD,CN,2017,2309.758789
FI,TMG_CIF_USD,CN,2018,2514.055074
FI,TMG_CIF_USD,CN,2019,2576.141822
FI,TMG_CIF_USD,CN,2020,2856.718434
FI,TMG_CIF_USD,CN,2021,3952.396901
FI,TMG_CIF_USD,CN,2022,5198.323633
FI,TMG_CIF_USD,CN,2023,3995.360055
FI,TMG_CIF_USD,CN,2024,4392.38123
FI,TMG_CIF_USD,US,2015,1461.15888
FI,TMG_CIF_USD,US,2016,1436.035982
FI,TMG_CIF_USD,US,2017,1363.782135
FI,TMG_CIF_USD,US,2018,1633.97561
FI,TMG_CIF_USD,US,2019,1584.833207
FI,TMG_CIF_USD,US,2020,1303.487352
FI,TMG_CIF_USD,US,2021,1666.545545
FI,TMG_CIF_USD,US,2022,3148.989455
FI,TMG_CIF_USD,US,2023,3108.076375
FI,TMG_CIF_USD,US,2024,2810.159408
FI,TMG_CIF_USD,W00,2015,60268.408356
FI,TMG_CIF_USD,W00,2016,60654.277814
FI,TMG_CIF_USD,W00,2017,70077.538211
FI,TMG_CIF_USD,W00,2018,77745.925825
FI,TMG_CIF_USD,W00,2019,73430.839026
FI,TMG_CIF_USD,W00,2020,67974.75259
FI,TMG_CIF_USD,W00,2021,85505.176543
FI,TMG_CIF_USD,W00,2022,96526.809082
FI,TMG_CIF_USD,W00,2023,82824.201703
FI,TMG_CIF_USD,W00,2024,80394.2297
FI,TXG_FOB_USD,CN,2015,2805.41284
FI,TXG_FOB_USD,CN,2016,3011.965165
FI,TXG_FOB_USD,CN,2017,3900.090542
FI,TXG_FOB_USD,CN,2018,4228.214577
FI,TXG_FOB_USD,CN,2019,3976.88905
FI,TXG_FOB_USD,CN,2020,3508.409936
FI,TXG_FOB_USD,CN,2021,4312.941343
FI,TXG_FOB_USD,CN,2022,4243.303705
FI,TXG_FOB_USD,CN,2023,3852.525364
FI,TXG_FOB_USD,CN,2024,3785.97725
FI,TXG_FOB_USD,US,2015,4179.575029
FI,TXG_FOB_USD,US,2016,4485.199675
FI,TXG_FOB_USD,US,2017,4740.412877
FI,TXG_FOB_USD,US,2018,5276.195062
FI,TXG_FOB_USD,US,2019,5528.299497
FI,TXG_FOB_USD,US,2020,5761.95912
FI,TXG_FOB_USD,US,2021,5638.636391
FI,TXG_FOB_USD,US,2022,8121.072596
FI,TXG_FOB_USD,US,2023,9180.889007
FI,TXG_FOB_USD,US,2024,7517.171204
FI,TXG_FOB_USD,W00,2015,59556.458627
FI,TXG_FOB_USD,W00,2016,57666.737364
FI,TXG_FOB_USD,W00,2017,67744.871227
FI,TXG_FOB_USD,W00,2018,74914.825613
FI,TXG_FOB_USD,W00,2019,72157.758592
FI,TXG_FOB_USD,W00,2020,66001.562911
FI,TXG_FOB_USD,W00,2021,81791.458403
FI,TXG_FOB_USD,W00,2022,85507.916719
FI,TXG_FOB_USD,W00,2023,81088.446326
FI,TXG_FOB_USD,W00,2024,76777.619138
FJ,TMG_CIF_USD,CN,2015,331.722124
FJ,TMG_CIF_USD,CN,2016,350.90622
FJ,TMG_CIF_USD,CN,2017,381.346094
FJ,TMG_CIF_USD,CN,2018,445.049245
FJ,TMG_CIF_USD,CN,2019,348.583383
FJ,TMG_CIF_USD,CN,2020,282.524481
FJ,TMG_CIF_USD,CN,2021,323.696483
FJ,TMG_CIF_USD,CN,2022,467.195884
FJ,TMG_CIF_USD,CN,2023,465.757344
FJ,TMG_CIF_USD,CN,2024,496.189105
FJ,TMG_CIF_USD,US,2015,66.0517
FJ,TMG_CIF_USD,US,2016,63.728409
FJ,TMG_CIF_USD,US,2017,68.831769
FJ,TMG_CIF_USD,US,2018,61.950571
FJ,TMG_CIF_USD,US,2019,79.057916
FJ,TMG_CIF_USD,US,2020,70.047743
FJ,TMG_CIF_USD,US,2021,231.24739
FJ,TMG_CIF_USD,US,2022,86.543458
FJ,TMG_CIF_USD,US,2023,158.908235
FJ,TMG_CIF_USD,US,2024,187.469884
FJ,TMG_CIF_USD,W00,2015,2325.340115
FJ,TMG_CIF_USD,W00,2016,2353.871735
FJ,TMG_CIF_USD,W00,2017,2474.544529
FJ,TMG_CIF_USD,W00,2018,2725.554979
FJ,TMG_CIF_USD,W00,2019,2779.02546
FJ,TMG_CIF_USD,W00,2020,1731.714913
FJ,TMG_CIF_USD,W00,2021,2164.900239
FJ,TMG_CIF_USD,W00,2022,2987.939803
FJ,TMG_CIF_USD,W00,2023,3095.297526
FJ,TMG_CIF_USD,W00,2024,3282.984228
FJ,TXG_FOB_USD,CN,2015,51.16505
FJ,TXG_FOB_USD,CN,2016,47.098942
FJ,TXG_FOB_USD,CN,2017,49.679684
FJ,TXG_FOB_USD,CN,2018,56.491734
FJ,TXG_FOB_USD,CN,2019,37.217641
FJ,TXG_FOB_USD,CN,2020,41.083795
FJ,TXG_FOB_USD,CN,2021,47.053422
FJ,TXG_FOB_USD,CN,2022,30.066045
FJ,TXG_FOB_USD,CN,2023,32.380429
FJ,TXG_FOB_USD,CN,2024,33.094923
FJ,TXG_FOB_USD,US,2015,162.477568
FJ,TXG_FOB_USD,US,2016,168.969162
FJ,TXG_FOB_USD,US,2017,184.090408
FJ,TXG_FOB_USD,US,2018,181.553869
FJ,TXG_FOB_USD,US,2019,225.72605
FJ,TXG_FOB_USD,US,2020,167.670702
FJ,TXG_FOB_USD,US,2021,213.323354
FJ,TXG_FOB_USD,US,2022,219.132104
FJ,TXG_FOB_USD,US,2023,211.465842
FJ,TXG_FOB_USD,US,2024,215.837102
FJ,TXG_FOB_USD,W00,2015,1188.981811
FJ,TXG_FOB_USD,W00,2016,1127.473673
FJ,TXG_FOB_USD,W00,2017,1268.732418
FJ,TXG_FOB_USD,W00,2018,1005.33042
FJ,TXG_FOB_USD,W00,2019,1026.415287
FJ,TXG_FOB_USD,W00,2020,828.411017
FJ,TXG_FOB_USD,W00,2021,892.35386
FJ,TXG_FOB_USD,W00,2022,1049.353865
FJ,TXG_FOB_USD,W00,2023,1064.202198
FJ,TXG_FOB_USD,W00,2024,1514.953487
FK,TMG_CIF_USD,CN,2023,0.504475
FK,TMG_CIF_USD,CN,2024,0.10015
FK,TMG_CIF_USD,US,2015,3.092773
FK,TMG_CIF_USD,US,2016,1.577898
FK,TMG_CIF_USD,US,2017,0.511014
FK,TMG_CIF_USD,US,2018,0.227857
FK,TMG_CIF_USD,US,2019,0.33685
FK,TMG_CIF_USD,US,2020,0.323947
FK,TMG_CIF_USD,US,2021,0.355916
FK,TMG_CIF_USD,US,2022,0.173938
FK,TMG_CIF_USD,US,2023,0.500828
FK,TMG_CIF_USD,US,2024,4.338015
FK,TMG_CIF_USD,W00,2015,268.553016
FK,TMG_CIF_USD,W00,2016,90.443336
FK,TMG_CIF_USD,W00,2017,123.628146
FK,TMG_CIF_USD,W00,2018,138.379999
FK,TMG_CIF_USD,W00,2019,101.545586
FK,TMG_CIF_USD,W00,2020,123.055352
FK,TMG_CIF_USD,W00,2021,156.987355
FK,TMG_CIF_USD,W00,2022,124.528178
FK,TMG_CIF_USD,W00,2023,199.599457
FK,TMG_CIF_USD,W00,2024,271.559442
FK,TXG_FOB_USD,CN,2023,9.6e-05
FK,TXG_FOB_USD,CN,2024,0.000139
FK,TXG_FOB_USD,US,2015,13.460069
FK,TXG_FOB_USD,US,2016,18.659048
FK,TXG_FOB_USD,US,2017,11.064918
FK,TXG_FOB_USD,US,2018,12.312812
FK,TXG_FOB_USD,US,2019,17.768968
FK,TXG_FOB_USD,US,2020,10.758667
FK,TXG_FOB_USD,US,2021,11.5312
FK,TXG_FOB_USD,US,2022,29.582785
FK,TXG_FOB_USD,US,2023,25.400629
FK,TXG_FOB_USD,US,2024,21.468549
FK,TXG_FOB_USD,W00,2015,185.68508
FK,TXG_FOB_USD,W00,2016,240.576554
FK,TXG_FOB_USD,W00,2017,195.885296
FK,TXG_FOB_USD,W00,2018,272.401518
FK,TXG_FOB_USD,W00,2019,294.709
FK,TXG_FOB_USD,W00,2020,278.070256
FK,TXG_FOB_USD,W00,2021,318.103326
FK,TXG_FOB_USD,W00,2022,382.186175
FK,TXG_FOB_USD,W00,2023,341.597312
FK,TXG_FOB_USD,W00,2024,339.625599
FM,TMG_CIF_USD,CN,2015,5.075304
FM,TMG_CIF_USD,CN,2016,11.942304
FM,TMG_CIF_USD,CN,2017,31.683625
FM,TMG_CIF_USD,CN,2018,23.973564
FM,TMG_CIF_USD,CN,2019,23.814504
FM,TMG_CIF_USD,CN,2020,25.47254
FM,TMG_CIF_USD,CN,2021,25.197964
FM,TMG_CIF_USD,CN,2022,35.608224
FM,TMG_CIF_USD,CN,2023,31.287943
FM,TMG_CIF_USD,CN,2024,34.812912
FM,TMG_CIF_USD,US,2015,69.380856
FM,TMG_CIF_USD,US,2016,77.360856
FM,TMG_CIF_USD,US,2017,114.208404
FM,TMG_CIF_USD,US,2018,116.123883
FM,TMG_CIF_USD,US,2019,114.684226
FM,TMG_CIF_USD,US,2020,127.174984
FM,TMG_CIF_USD,US,2021,118.805316
FM,TMG_CIF_USD,US,2022,132.323983
FM,TMG_CIF_USD,US,2023,121.391933
FM,TMG_CIF_USD,US,2024,119.870438
FM,TMG_CIF_USD,W00,2015,327.117432
FM,TMG_CIF_USD,W00,2016,412.88141
FM,TMG_CIF_USD,W00,2017,892.45925
FM,TMG_CIF_USD,W00,2018,747.457743
FM,TMG_CIF_USD,W00,2019,704.600217
FM,TMG_CIF_USD,W00,2020,747.581007
FM,TMG_CIF_USD,W00,2021,709.191749
FM,TMG_CIF_USD,W00,2022,791.664941
FM,TMG_CIF_USD,W00,2023,890.779603
FM,TMG_CIF_USD,W00,2024,731.620004
FM,TXG_FOB_USD,CN,2016,0.365094
FM,TXG_FOB_USD,CN,2017,10.996943
FM,TXG_FOB_USD,CN,2018,21.570387
FM,TXG_FOB_USD,CN,2019,11.862793
FM,TXG_FOB_USD,CN,2020,6.959711
FM,TXG_FOB_USD,CN,2021,16.447452
FM,TXG_FOB_USD,CN,2022,0.095178
FM,TXG_FOB_USD,CN,2023,30.785216
FM,TXG_FOB_USD,CN,2024,89.372744
FM,TXG_FOB_USD,US,2015,0.7329
FM,TXG_FOB_USD,US,2016,0.86582
FM,TXG_FOB_USD,US,2017,1.65362
FM,TXG_FOB_USD,US,2018,1.587027
FM,TXG_FOB_USD,US,2019,2.290716
FM,TXG_FOB_USD,US,2020,3.500868
FM,TXG_FOB_USD,US,2021,3.132548
FM,TXG_FOB_USD,US,2022,2.896471
FM,TXG_FOB_USD,US,2023,2.60615
FM,TXG_FOB_USD,US,2024,3.17299
FM,TXG_FOB_USD,W00,2015,19.563637
FM,TXG_FOB_USD,W00,2016,51.902838
FM,TXG_FOB_USD,W00,2017,126.447122
FM,TXG_FOB_USD,W00,2018,232.691466
FM,TXG_FOB_USD,W00,2019,255.17536
FM,TXG_FOB_USD,W00,2020,181.117224
FM,TXG_FOB_USD,W00,2021,279.547834
FM,TXG_FOB_USD,W00,2022,276.801616
FM,TXG_FOB_USD,W00,2023,275.688821
FM,TXG_FOB_USD,W00,2024,366.438921
FO,TMG_CIF_USD,CN,2015,188.534635
FO,TMG_CIF_USD,CN,2016,129.590892
FO,TMG_CIF_USD,CN,2017,129.913224
FO,TMG_CIF_USD,CN,2018,130.520832
FO,TMG_CIF_USD,CN,2019,131.839842
FO,TMG_CIF_USD,CN,2020,129.08559
FO,TMG_CIF_USD,CN,2021,129.512362
FO,TMG_CIF_USD,CN,2022,130.048222
FO,TMG_CIF_USD,CN,2023,130.001855
FO,TMG_CIF_USD,CN,2024,130.518619
FO,TMG_CIF_USD,US,2015,2.390632
FO,TMG_CIF_USD,US,2016,2.633868
FO,TMG_CIF_USD,US,2017,2.081351
FO,TMG_CIF_USD,US,2018,2.46493
FO,TMG_CIF_USD,US,2019,3.243071
FO,TMG_CIF_USD,US,2020,2.856879
FO,TMG_CIF_USD,US,2021,3.102841
FO,TMG_CIF_USD,US,2022,1.588614
FO,TMG_CIF_USD,US,2023,3.286623
FO,TMG_CIF_USD,US,2024,1.403732
FO,TMG_CIF_USD,W00,2015,1232.384688
FO,TMG_CIF_USD,W00,2016,1172.054564
FO,TMG_CIF_USD,W00,2017,1202.261057
FO,TMG_CIF_USD,W00,2018,1310.558002
FO,TMG_CIF_USD,W00,2019,1400.24159
FO,TMG_CIF_USD,W00,2020,1412.146824
FO,TMG_CIF_USD,W00,2021,1539.902778
FO,TMG_CIF_USD,W00,2022,1980.073072
FO,TMG_CIF_USD,W00,2023,1955.425065
FO,TMG_CIF_USD,W00,2024,2097.224224
FO,TXG_FOB_USD,CN,2015,160.91939
FO,TXG_FOB_USD,CN,2016,136.6746
FO,TXG_FOB_USD,CN,2017,133.437371
FO,TXG_FOB_USD,CN,2018,159.5827
FO,TXG_FOB_USD,CN,2019,189.1733
FO,TXG_FOB_USD,CN,2020,103.849481
FO,TXG_FOB_USD,CN,2021,125.059758
FO,TXG_FOB_USD,CN,2022,148.3533
FO,TXG_FOB_USD,CN,2023,127.549454
FO,TXG_FOB_USD,CN,2024,168.865294
FO,TXG_FOB_USD,US,2015,65.137321
FO,TXG_FOB_USD,US,2016,89.575852
FO,TXG_FOB_USD,US,2017,78.888438
FO,TXG_FOB_USD,US,2018,73.613116
FO,TXG_FOB_USD,US,2019,94.293817
FO,TXG_FOB_USD,US,2020,81.66469
FO,TXG_FOB_USD,US,2021,122.532607
FO,TXG_FOB_USD,US,2022,168.1101
FO,TXG_FOB_USD,US,2023,182.20825
FO,TXG_FOB_USD,US,2024,165.860631
FO,TXG_FOB_USD,W00,2015,1277.089652
FO,TXG_FOB_USD,W00,2016,1435.163729
FO,TXG_FOB_USD,W00,2017,1550.919734
FO,TXG_FOB_USD,W00,2018,1519.801139
FO,TXG_FOB_USD,W00,2019,1677.156032
FO,TXG_FOB_USD,W00,2020,1478.619
FO,TXG_FOB_USD,W00,2021,1619.69627
FO,TXG_FOB_USD,W00,2022,2173.063455
FO,TXG_FOB_USD,W00,2023,2408.762987
FO,TXG_FOB_USD,W00,2024,2455.737395
FR,TMG_CIF_USD,CN,2015,30681.103541
FR,TMG_CIF_USD,CN,2016,29304.991723
FR,TMG_CIF_USD,CN,2017,31809.915569
FR,TMG_CIF_USD,CN,2018,35590.706555
FR,TMG_CIF_USD,CN,2019,35936.940408
FR,TMG_CIF_USD,CN,2020,41111.523687
FR,TMG_CIF_USD,CN,2021,48094.995155
FR,TMG_CIF_USD,CN,2022,51740.830589
FR,TMG_CIF_USD,CN,2023,45460.625134
FR,TMG_CIF_USD,CN,2024,47553.299106
FR,TMG_CIF_USD,US,2015,31467.545974
FR,TMG_CIF_USD,US,2016,32869.08261
FR,TMG_CIF_USD,US,2017,32830.904771
FR,TMG_CIF_USD,US,2018,35454.318508
FR,TMG_CIF_USD,US,2019,36851.604246
FR,TMG_CIF_USD,US,2020,27881.41143
FR,TMG_CIF_USD,US,2021,31650.349357
FR,TMG_CIF_USD,US,2022,56004.917567
FR,TMG_CIF_USD,US,2023,47430.216781
FR,TMG_CIF_USD,US,2024,47912.969863
FR,TMG_CIF_USD,W00,2015,570164.892324
FR,TMG_CIF_USD,W00,2016,566790.453908
FR,TMG_CIF_USD,W00,2017,617840.035474
FR,TMG_CIF_USD,W00,2018,675451.408649
FR,TMG_CIF_USD,W00,2019,653324.35774
FR,TMG_CIF_USD,W00,2020,580367.824071
FR,TMG_CIF_USD,W00,2021,713771.262739
FR,TMG_CIF_USD,W00,2022,818828.059315
FR,TMG_CIF_USD,W00,2023,783681.887189
FR,TMG_CIF_USD,W00,2024,745833.132727
FR,TXG_FOB_USD,CN,2015,19889.473753
FR,TXG_FOB_USD,CN,2016,17664.782076
FR,TXG_FOB_USD,CN,2017,21392.03588
FR,TXG_FOB_USD,CN,2018,24504.001432
FR,TXG_FOB_USD,CN,2019,23469.736505
FR,TXG_FOB_USD,CN,2020,20137.183775
FR,TXG_FOB_USD,CN,2021,28435.714
FR,TXG_FOB_USD,CN,2022,24920.806079
FR,TXG_FOB_USD,CN,2023,27053.417863
FR,TXG_FOB_USD,CN,2024,25752.24794
FR,TXG_FOB_USD,US,2015,36552.238762
FR,TXG_FOB_USD,US,2016,36557.347592
FR,TXG_FOB_USD,US,2017,38779.573817
FR,TXG_FOB_USD,US,2018,45659.219627
FR,TXG_FOB_USD,US,2019,47541.321285
FR,TXG_FOB_USD,US,2020,37401.932852
FR,TXG_FOB_USD,US,2021,41515.372379
FR,TXG_FOB_USD,US,2022,49121.738111
FR,TXG_FOB_USD,US,2023,47488.765541
FR,TXG_FOB_USD,US,2024,50937.260197
FR,TXG_FOB_USD,W00,2015,502819.119292
FR,TXG_FOB_USD,W00,2016,498444.539613
FR,TXG_FOB_USD,W00,2017,531708.498513
FR,TXG_FOB_USD,W00,2018,577134.727627
FR,TXG_FOB_USD,W00,2019,566717.015311
FR,TXG_FOB_USD,W00,2020,486526.681363
FR,TXG_FOB_USD,W00,2021,581631.581918
FR,TXG_FOB_USD,W00,2022,608039.212085
FR,TXG_FOB_USD,W00,2023,636589.339966
FR,TXG_FOB_USD,W00,2024,625018.752627
GA,TMG_CIF_USD,CN,2015,385.909595
GA,TMG_CIF_USD,CN,2016,705.549754
GA,TMG_CIF_USD,CN,2017,407.270917
GA,TMG_CIF_USD,CN,2018,420.138203
GA,TMG_CIF_USD,CN,2019,465.152632
GA,TMG_CIF_USD,CN,2020,359.648392
GA,TMG_CIF_USD,CN,2021,412.979411
GA,TMG_CIF_USD,CN,2022,494.583359
GA,TMG_CIF_USD,CN,2023,489.730324
GA,TMG_CIF_USD,CN,2024,475.345886
GA,TMG_CIF_USD,US,2015,1147.391399
GA,TMG_CIF_USD,US,2016,309.846157
GA,TMG_CIF_USD,US,2017,1002.813297
GA,TMG_CIF_USD,US,2018,737.11786
GA,TMG_CIF_USD,US,2019,344.947793
GA,TMG_CIF_USD,US,2020,435.232095
GA,TMG_CIF_USD,US,2021,254.294128
GA,TMG_CIF_USD,US,2022,375.645325
GA,TMG_CIF_USD,US,2023,318.359155
GA,TMG_CIF_USD,US,2024,302.062348
GA,TMG_CIF_USD,W00,2015,7227.705922
GA,TMG_CIF_USD,W00,2016,6439.111369
GA,TMG_CIF_USD,W00,2017,4814.794365
GA,TMG_CIF_USD,W00,2018,4199.073955
GA,TMG_CIF_USD,W00,2019,4187.503568
GA,TMG_CIF_USD,W00,2020,3885.077299
GA,TMG_CIF_USD,W00,2021,3823.08989
GA,TMG_CIF_USD,W00,2022,4339.521831
GA,TMG_CIF_USD,W00,2023,4415.354305
GA,TMG_CIF_USD,W00,2024,4153.715187
GA,TXG_FOB_USD,CN,2015,842.475169
GA,TXG_FOB_USD,CN,2016,955.003117
GA,TXG_FOB_USD,CN,2017,1581.014172
GA,TXG_FOB_USD,CN,2018,1866.128842
GA,TXG_FOB_USD,CN,2019,3406.475734
GA,TXG_FOB_USD,CN,2020,2558.615891
GA,TXG_FOB_USD,CN,2021,1969.350847
GA,TXG_FOB_USD,CN,2022,3045.789953
GA,TXG_FOB_USD,CN,2023,3516.33036
GA,TXG_FOB_USD,CN,2024,3173.397694
GA,TXG_FOB_USD,US,2015,337.174655
GA,TXG_FOB_USD,US,2016,107.092842
GA,TXG_FOB_USD,US,2017,483.968691
GA,TXG_FOB_USD,US,2018,392.737235
GA,TXG_FOB_USD,US,2019,101.255928
GA,TXG_FOB_USD,US,2020,127.572664
GA,TXG_FOB_USD,US,2021,60.019756
GA,TXG_FOB_USD,US,2022,253.686121
GA,TXG_FOB_USD,US,2023,162.593832
GA,TXG_FOB_USD,US,2024,293.161456
GA,TXG_FOB_USD,W00,2015,10990.77581
GA,TXG_FOB_USD,W00,2016,9611.046036
GA,TXG_FOB_USD,W00,2017,6255.198561
GA,TXG_FOB_USD,W00,2018,8976.665386
GA,TXG_FOB_USD,W00,2019,7814.901478
GA,TXG_FOB_USD,W00,2020,7472.170572
GA,TXG_FOB_USD,W00,2021,8091.251097
GA,TXG_FOB_USD,W00,2022,10716.342782
GA,TXG_FOB_USD,W00,2023,12837.894915
GA,TXG_FOB_USD,W00,2024,11072.597682
GB,TMG_CIF_USD,CN,2015,61226.962866
GB,TMG_CIF_USD,CN,2016,59575.883134
GB,TMG_CIF_USD,CN,2017,59860.984046
GB,TMG_CIF_USD,CN,2018,63391.696591
GB,TMG_CIF_USD,CN,2019,65529.528079
GB,TMG_CIF_USD,CN,2020,71272.165613
GB,TMG_CIF_USD,CN,2021,88270.375367
GB,TMG_CIF_USD,CN,2022,87376.098052
GB,TMG_CIF_USD,CN,2023,69402.800129
GB,TMG_CIF_USD,CN,2024,73724.142285
GB,TMG_CIF_USD,US,2015,57586.070573
GB,TMG_CIF_USD,US,2016,57103.332369
GB,TMG_CIF_USD,US,2017,58827.516057
